id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
antarctica	0.4661	-0.2064	1	348	1518	2007.877974
antarcticus	1.3675	-0.1286	1	51	102	2007.237542
ao	-1.2182	-0.3367	3	40	80	2011.268478
ap	-0.9935	-0.3153	3	60	120	2010.486364
application	0.1473	-0.0205	1	543	2408	2010.011511
approach	-0.0632	0.1772	2	612	3074	2011.153242
approximation	1.1844	0.0349	1	36	72	2008.343624
ar	0.2332	0.7667	6	41	82	2008.531532
arc	-0.875	-0.5416	3	142	444	2008.731343
archaean	-0.7715	0.0585	2	65	162	2004.850365
architecture	-1.0235	0.06	3	22	44	2010.12995
arctic	0.3302	-0.1879	2	378	1522	2009.446222
arctic regions	-0.2397	0.243	2	31	62	2009.653333
area	0.023	-0.2075	1	784	4822	2008.578401
array	-0.3729	0.0266	2	273	828	2008.688032
ash	-0.7762	-0.4722	3	56	112	2009.120401
asia	0.1984	0.1951	1	119	270	2010.858426
asian	0.7467	0.5395	1	35	70	2011.471582
asl	1.1755	-0.1472	1	41	82	2009.703863
aspect	0.2386	-0.0396	1	124	262	2009.986813
assemblages	-0.8727	-0.513	3	230	1160	2007.880667
assembly	0.6807	0.2874	1	45	90	2010.574959
assessment	-0.0603	0.0723	1	325	1010	2011.123547
association	-0.062	-0.3025	1	192	518	2009.179096
aster	-0.8392	-0.5258	3	308	1776	2012.45977
atmosphere	-0.2847	0.4077	2	106	240	2008.501913
attendance	1.1835	0.035	1	36	72	2006.212871
attention	0.2328	0.7683	6	41	82	2010.284583
austral summer	1.3381	-0.3188	1	33	66	2008.54097
australia	-0.1092	-0.1376	2	54	108	2008.106865
australian	-0.1109	-0.1382	2	54	108	2008.113497
autocorrelation	-0.3096	1.0248	4	63	126	2009.173585
automated	-0.2897	0.2523	2	82	176	2010.614379
avhrr	0.0556	0.2922	2	48	96	2004.651475
azimuth	0.06	-0.6415	1	48	96	2008.074866
ba	-1.0833	0.2229	2	54	108	2008.034865
background	0.6615	-0.3327	1	98	218	2009.681872
backscatter	-0.3411	-0.5209	3	116	298	2008.125292
baffin	-0.0585	-0.496	5	163	476	2007.975111
baikal	-0.2364	-1.0764	6	25	50	2008.551181
balance	0.7129	0.5155	1	62	144	2009.168937
bands	-0.4146	-0.1722	2	334	1542	2007.694277
barents	0.9033	-0.5058	1	48	96	2008.144333
basalts	-0.4896	0.3288	2	57	114	2006.712838
baseline	1.0522	-0.2241	1	33	66	2011.063023
basin	-0.1961	0.121	1	119	280	2008.451393
bay	0.7528	-0.4573	1	153	358	2007.629364
bayesian	-0.4019	1.0457	4	121	364	2013.3809
bedrock	-0.2423	-0.1022	2	151	394	2009.117398
behavior	-0.5653	0.3125	2	63	132	2008.780232
behaviour	1.3691	-0.2688	1	51	128	2008.035198
belt	-0.889	-0.1893	3	274	960	2007.364949
beluga	0.0249	-1.0915	4	43	86	2008.41039
benefits	0.4376	0.1156	1	194	510	2011.531274
bering	-0.4019	1.0474	4	121	364	2008.596391
bering sea	-0.4005	1.0479	4	121	364	2010.469178
beta	-0.1342	0.4312	2	58	130	2008.071429
biomass	0.359	0.5369	1	76	168	2008.040883
biota	-0.1104	-0.1355	2	54	108	2008.793054
biotite	-0.6785	-0.3834	2	150	496	2005.942708
bird species	0.7476	0.3923	1	25	50	2008.822222
birds	1.192	-0.0252	1	147	396	2007.764282
blue	1.1195	-0.3243	1	27	54	2009.304158
body	0.6149	-0.5408	1	134	312	2007.977291
boreal forest	0.1861	-0.2181	2	23	46	2009.254495
boundary	-0.2589	-0.144	4	249	764	2007.239183
bounds	-0.3074	1.027	4	63	126	2008.568627
breeding	1.2831	-0.2644	1	55	116	2008.159905
britain	0.4774	-0.4012	1	32	64	2006.081081
broadband	-0.6465	0.1004	2	115	290	2009.503198
budget	0.4704	0.2863	1	88	186	2008.970525
cadmium	-0.1958	0.3562	2	23	46	2005.891784
calcite	-0.3219	-0.9253	4	126	324	2008.115055
caldera	-1.0236	0.0606	3	22	44	2007.943966
calibration	-0.1242	0.3598	2	199	574	2009.197434
camera	1.0577	-0.0918	1	172	458	2010.289708
campaign	-0.6497	0.2809	2	76	172	2008.901876
canada	-0.2114	-0.1423	2	263	928	2008.358354
canopy	0.5564	0.5253	1	95	234	2008.318982
capabilities	-0.6028	0.1149	2	91	220	2010.500666
cape	-0.7096	0.2925	2	86	200	2007.560284
capture	0.39	0.0082	1	33	66	2008.679206
carbon	0.0359	0.0368	1	318	1048	2009.564589
carbon balance	0.6848	0.4779	1	71	168	2008.833333
carbon flux	0.6189	0.4086	1	49	98	2009.377841
carbonatite	-0.9431	0.061	2	86	258	2007.66
case	0.0249	-0.2879	1	339	1132	2008.95177
cation	-0.3242	-0.4687	5	34	68	2007.423345
cause	0.194	-0.3561	1	74	156	2008.342905
cc	0.618	0.4104	1	49	98	2012.604167
cenozoic	-1.2747	-0.6012	3	31	62	2007.745773
census	1.3195	0.0159	1	99	230	2009.334385
chain	-0.5163	0.8108	4	96	198	2008.08967
challenges	0.4376	-0.2135	1	62	130	2013.058999
changes	0.3097	0.0608	1	398	1398	2009.682502
channel	0.2144	0.2272	1	104	232	2008.014353
characterisation	-0.9965	0.4767	2	32	64	2010.212121
characteristics	-0.0743	0.0593	2	347	1282	2008.736404
characterization	-0.1345	-0.1989	2	179	538	2010.633346
chemical	-0.703	-0.1293	5	113	252	2007.921949
chemical composition	-0.2567	-0.5073	5	66	134	2008.202447
chicks	1.3898	0.0477	1	55	124	2006.438579
china	-0.7073	0.1735	3	64	134	2011.999131
chinstrap	1.2844	-0.1369	1	73	184	2008.7109
chlorite	-0.7677	-0.354	2	209	880	2006.136564
claims	1.1894	-0.1089	1	25	50	2009.220721
class	-0.1555	-0.0046	1	97	214	2008.629702
classification	-0.4588	0.2684	2	356	1424	2009.286924
clay	-0.0163	0.4856	4	116	250	2007.780506
cleavage	-0.4436	-0.0071	5	45	90	2006.549645
cliffs	0.2417	-0.5828	2	44	88	2007.805085
climate	0.2867	0.0189	1	328	980	2010.804187
climatic conditions	0.7469	0.5394	1	35	70	2010.008439
cloud	0.2432	0.0619	2	29	58	2007.587105
cluster	0.0845	0.1572	4	214	558	2009.267877
cluster analysis	-0.4161	1.0103	4	68	136	2008.422897
co	-1.0845	0.2241	2	54	108	2007.665527
co-occurrence	1.1845	0.0343	1	36	72	2012.271845
coast	-0.7458	-0.1386	2	88	234	2007.916968
coastal	0.5286	-0.3999	1	117	264	2008.750196
coatings	-0.5653	0.4598	2	115	282	2011.219355
cod	0.9045	-0.5071	1	48	96	2008.350033
coherent	-0.8801	-0.5342	3	73	182	2008.626866
cold temperatures	-0.5788	0.2323	2	48	96	2009.007752
collapse	-0.8379	-0.7878	3	60	120	2009.31737
collection	1.1902	-0.1089	1	25	50	2009.184687
collision	-0.876	-0.6237	3	71	166	2007.91215
colonies	1.2612	-0.0801	1	112	292	2008.687658
color	-0.3752	-0.4217	5	68	144	2008.761453
colour	-0.4039	-0.4582	2	63	144	2007.538283
columbia	0.4779	-0.4006	1	32	64	2008.284146
combustion	-0.1559	0.5744	2	34	68	2008.365967
community	1.0034	0.075	1	65	132	2010.388476
comparative analysis	0.9057	-0.5069	1	48	96	2010.562069
comparison	0.0638	0.2218	1	314	992	2007.950757
compensatory	-1.219	-0.3385	3	40	80	2007.592105
competition	0.6392	0.4403	1	72	172	2008.582677
compilation	1.0766	-0.051	1	24	48	2010.398754
complex	-0.3217	0.2508	2	255	818	2008.626599
composition	-0.1147	-0.2704	1	323	996	2008.609526
compounds	-0.8653	0.2728	2	43	86	2008.606591
compression	-0.86	-0.5214	3	40	80	2007.142235
computer	-0.3018	0.2016	2	36	72	2006.919266
concentrations	-0.3435	0.3018	2	186	516	2008.182298
concept	-0.4885	1.1025	4	51	102	2009.039852
concerns	0.7595	-0.0687	1	27	54	2011.148773
condition	0.2926	-0.1332	1	30	60	2008.989432
configuration	1.0526	-0.2234	1	33	66	2009.544
conflict	0.3904	0.0089	1	33	66	2010.018223
conjugate	-0.4423	0.9023	4	140	414	2007.608479
consensus	0.57	0.6378	1	41	94	2011.2949
conservation	0.9739	-0.0229	1	80	182	2011.195486
constraints	0.0784	0.2612	2	61	124	2009.183622
construction	0.049	0.1818	1	36	72	2009.416124
contact	-0.1957	-0.9405	6	55	116	2008.053198
contamination	-0.7514	0.6351	2	53	106	2008.17103
content	-0.6585	0.323	2	216	592	2008.566458
context	0.5461	-0.0372	1	112	244	2011.030192
continent	0.0252	-0.1762	2	73	154	2008.964696
contrast	-0.2814	0.3172	2	213	560	2008.536194
control	0.4341	-0.2853	1	184	444	2009.125056
convergence	-0.6493	-0.3954	3	66	138	2008.020145
coordinates	-1.14	0.0569	2	41	82	2008.750442
copper	-1.2424	-0.4348	3	57	142	2007.438861
core	-0.3337	0.6435	4	219	664	2007.967995
correction	-0.2862	-0.0192	2	118	278	2008.598508
correlation	-0.2595	0.4962	4	181	448	2008.606178
correlation coefficient	0.3243	0.5214	1	57	114	2010.154098
correspondence	0.194	0.6682	1	49	102	2007.499487
costs	-0.06	-0.4304	1	118	318	2009.673817
counts	1.2958	0.0824	1	56	128	2008.352941
cover	-0.0027	0.0027	2	308	1104	2009.332353
coverage	-0.5237	-0.1629	2	164	436	2010.04391
cr	-1.0651	0.0992	2	103	228	2008.550617
craton	-0.1779	-0.166	2	79	168	2008.1974
criteria	0.5603	-0.0455	1	69	138	2008.509297
criterion	-0.839	-0.7895	3	60	120	2008.588571
crop	0.1694	0.1948	1	92	200	2007.490323
cross-correlation	-1.0838	0.2254	2	54	108	2009.341584
crozet	1.3815	-0.0368	1	34	68	2005.921196
crust	-0.0623	-0.2711	5	94	198	2007.489929
cryptic species	0.8235	-0.1915	1	39	78	2012.211429
crystalline	-0.8938	-0.786	3	43	86	2006.867491
cu	-1.0655	0.0983	2	103	228	2007.840102
cumulates	-0.6319	0.0813	2	25	50	2006.659459
current	0.2421	-0.5818	2	44	88	2008.021581
cycle	0.513	0.2557	1	146	390	2009.115632
damage	0.2061	0.2188	1	150	368	2009.428672
data	-0.1535	-0.0035	2	887	6290	2008.849817
data analysis	-1.0664	-0.3441	2	46	92	2009.469945
database	-0.9957	0.4771	2	32	64	2011.009739
dataset	-0.8725	0.4003	2	70	180	2012.492063
death	0.0026	0.3144	1	62	124	2009.052555
decline	0.9782	0.2731	1	70	142	2009.893655
definition	0.7238	0.5758	1	23	46	2008.873016
deformation	-0.6599	-0.4797	3	96	226	2007.663668
degradation	-0.7501	0.6348	2	53	106	2011.065225
delineation	-0.9441	0.052	2	80	178	2009.939394
denmark	-0.3161	0.592	2	36	72	2007.937363
density	0.0832	0.3524	4	308	908	2008.013051
dependence	0.1512	0.6909	4	24	48	2007.840071
deployment	0.3909	0.0087	1	33	66	2010.371901
deposition	-0.6681	0.2508	4	106	216	2008.05739
deposits	-0.5417	-0.4864	2	293	1174	2008.340778
depth	-0.4489	0.6272	4	170	444	2008.424673
description	-0.3172	0.5912	2	36	72	2008.463605
desert	0.0263	-0.1234	2	135	298	2008.949606
design	0.7471	0.1218	1	155	376	2010.581328
detail	0.1391	0.4204	4	99	212	2008.325282
detection	-0.1152	-0.3745	2	294	980	2009.603252
detector	0.3575	0.2429	1	81	192	2007.972743
determination	-0.548	0.574	2	175	460	2007.484902
development	0.16	-0.1018	1	266	698	2008.720806
diagnostics	-0.4342	-0.2389	2	36	72	2008.567084
diameter	0.6629	0.426	1	25	50	2007.263065
diatom	-0.4895	1.1034	4	51	102	2007.788872
difference	-0.4539	0.2927	2	100	210	2008.353517
difference vegetation index	0.0038	0.3145	1	62	124	2011.269663
differentiation	0.2428	-0.5835	2	44	88	2009.166072
diffraction	-0.9728	-0.3754	3	50	100	2009.344426
digestion	-1.0849	0.2252	2	54	108	2007.043478
digital	-0.3289	-0.3751	5	85	184	2009.777457
digital elevation model	-0.4433	-0.0087	5	45	90	2011.723433
dike	-0.2712	-0.5566	5	47	94	2007.287532
dip	-0.2721	-0.5571	5	47	94	2008.397321
discontinuities	-0.4736	0.7113	4	88	192	2006.533808
discovery	0.1408	-0.5551	4	113	258	2009.916721
discrimination	-0.6423	-0.4202	2	106	266	2008.968
displacement	-0.2389	0.1595	2	83	178	2008.077434
display	-0.389	-0.4432	2	44	88	2007.770588
distance	0.4966	0.0475	1	188	492	2008.760466
distortion	0.2441	-0.5819	2	44	88	2008.010638
distribution	-0.2348	-0.0181	2	459	1938	2008.398254
distribution patterns	-1.2193	-0.3364	3	40	80	2007.921011
disturbance	1.0217	0.1023	1	228	668	2008.857587
divergence	-0.811	-0.6563	3	40	80	2009.013309
diversity	0.5631	-8e-04	1	148	354	2010.578345
division	-0.6301	-0.1366	2	50	100	2007.622807
dolomite	-0.735	-0.7143	3	95	238	2007.267327
dominance	0.9022	-0.5074	1	48	96	2008.872257
dominant species	0.3433	-0.4954	1	80	164	2007.750562
drift	-0.3008	0.2021	2	36	72	2007.53137
drilling	-0.3794	0.9508	4	103	292	2009.19218
drought	0.6193	0.4091	1	49	98	2011.447977
ductile	-0.8609	-0.5225	3	40	80	2006.489796
duration	-0.1956	0.3554	2	23	46	2008.532595
dyke	-0.3763	-0.2644	5	213	610	2006.352227
dynamics	0.5327	0.4848	1	199	518	2010.313072
earth	-0.3036	0.31	2	189	464	2010.179198
east	-0.2109	-0.4073	1	138	396	2008.607533
eastern	-0.8372	-0.7894	3	60	120	2008.869757
ecology	1.1902	-0.1093	1	25	50	2009.579615
ecosystem	0.6459	0.0861	1	245	654	2011.299513
effects	0.0573	0.0957	2	392	1308	2008.834618
efficacy	0.0943	0.0217	1	75	164	2011.532915
efficiency	0.3104	-0.3607	1	78	158	2009.198697
effort	0.7304	-0.3622	1	144	330	2009.28
eggs	1.3971	0.1248	1	28	56	2006.858289
electron	0.0256	-1.0892	4	43	86	2008.099471
electron microscopy	0.0265	-1.0914	4	43	86	2008.582111
elements	-0.6151	0.0149	2	223	588	2008.706361
elephant	1.1745	-0.1468	1	41	82	2005.934169
elevation	-0.3288	-0.3758	5	85	184	2009.824954
elimination	-0.9962	0.4782	2	32	64	2007.29918
emergence	-0.8661	0.2711	2	43	86	2009.419162
emissions	-0.961	-0.2259	3	321	1668	2009.691385
emperor	0.7318	-0.3342	4	38	76	2007.664975
emplacement	-0.134	-0.4349	5	130	340	2007.469556
energy	-0.8067	-0.786	3	84	258	2008.723489
enhanced	-0.5156	0.462	2	128	300	2009.105949
enrichment	-1.1397	0.0577	2	41	82	2007.966961
environment	0.1643	-0.0678	1	460	1880	2009.620856
environmental	1.1166	-0.1834	1	28	56	2009.652452
environmental factors	0.2315	0.7665	6	41	82	2010.481299
episode	0.006	0.3174	1	62	124	2007.181633
equipment	0.998	-0.1504	1	45	112	2009.821326
error	-0.1918	0.3027	2	269	814	2009.089766
establishment	0.7473	0.3919	1	25	50	2009.077273
estimate	-0.058	0.1243	2	162	390	2009.037943
evaluation	0.3394	-0.2382	1	193	488	2010.494567
events	0.1514	0.1962	1	148	330	2008.940003
evolution	-0.2942	0.3377	4	230	614	2009.317419
excess	0.1865	-0.2184	2	23	46	2006.587452
exchange	-0.156	0.5751	2	34	68	2008.103913
expedition	-0.4915	0.8921	4	157	454	2008.265986
experimental	0.4278	-2e-04	1	38	76	2008.538829
experiments	0.1813	0.1712	1	202	534	2008.056984
exploitation	-1.2753	-0.6004	3	31	62	2009.632911
exploration	-0.513	-0.4936	3	372	1758	2009.280242
exposure	-0.2169	-0.8217	4	115	328	2009.120837
extension	0.031	-0.2868	5	95	234	2007.564542
extent	0.1942	0.0545	2	105	232	2009.292904
extraction	-0.3184	-0.1242	2	170	466	2009.332489
extreme environments	1.1193	-0.3237	1	27	54	2011.29505
fabric	-0.5355	-0.3719	2	140	366	2006.718579
facies	-0.7476	0.0238	3	20	40	2005.955224
fall	0.1865	-0.2181	2	23	46	2008.13205
fault	-0.4349	-0.5715	3	199	602	2007.03453
fauna	1.3682	-0.1297	1	51	102	2007.676366
fe	-0.9907	-0.0376	2	148	418	2008.842402
feasibility	0.7676	0.0908	1	65	134	2009.413978
features	-0.4347	-0.1849	2	386	1860	2008.398624
field	-0.1462	-0.1666	2	538	2402	2008.149599
field data	-0.6918	0.1089	2	46	92	2008.705882
field observations	-1.0006	-0.0303	2	99	242	2009.606725
fieldwork	-0.5391	-0.3624	3	201	660	2010.890459
filter	-0.655	-0.3024	3	221	876	2008.739821
finland	-1.0433	0.3429	2	81	172	2007.913074
fire	0.6811	0.2857	1	45	90	2009.826617
fish	0.9042	-0.5059	1	48	96	2007.742843
flight	1.079	-0.1359	1	165	494	2007.375
flood	0.0048	0.3133	1	62	124	2008.873819
flow	-0.729	-0.7279	3	60	120	2008.227829
fluctuations	1.19	-0.1088	1	25	50	2007.651355
fluid	-0.8257	-0.5834	3	92	200	2008.294565
flux	-0.0959	-0.0023	3	128	274	2008.597609
focus	-0.1774	0.6473	4	27	54	2011.577425
focusing	-0.861	-0.5213	3	40	80	2010.075556
fold	-0.8406	-0.7885	3	60	120	2006.420074
footprint	0.0276	-1.0902	4	43	86	2010.881764
forest	0.3462	0.5273	1	210	722	2009.036828
formation	-0.3737	-0.4409	6	209	526	2008.321264
foundation	0.0936	0.6858	4	20	40	2010.923077
fraction	-0.2247	0.0469	3	257	872	2008.456562
fracture	-0.0622	-0.2459	5	147	372	2008.190557
fragments	0.534	0.5319	1	102	262	2008.17335
framework	-0.1195	0.4903	4	256	770	2011.28923
frequency	0.4893	0.1359	1	164	438	2008.248973
frozen	0.2922	-0.1333	1	30	60	2009.632275
function	0.0219	0.4769	2	264	746	2008.530959
functional groups	0.4567	0.682	1	24	48	2012.105691
fusion	-0.2425	-0.6794	2	124	326	2008.521036
future	0.1517	0.4112	1	107	238	2011.886201
future research	1.3676	-0.1275	1	51	102	2011.822917
ga	-0.6842	-0.1507	2	107	226	2007.9
gabbro	-0.4909	0.3279	2	57	114	2006.175532
gamma	-0.3999	1.047	4	121	364	2008.010526
gap	0.5366	0.4654	1	114	286	2011.364048
gas	-0.3694	0.8203	4	100	208	2009.18628
gases	-0.6991	0.3124	2	38	76	2008.364299
generation	-0.2596	-0.5694	2	68	156	2009.018917
genesis	-0.2357	-1.0764	6	25	50	2008.06422
gentoo	1.3962	-0.2241	1	31	62	2008.55642
geochemical	-0.9963	0.4768	2	32	64	2007.541401
geochemistry	-0.9969	0.4776	2	32	64	2008.657811
geographical distribution	-0.7531	0.6314	2	53	106	2008.29589
geologic	-0.4071	0.1018	2	66	146	2006.98234
geology	-0.5421	0.0245	2	151	426	2008.706341
geometry	0.0555	-0.4069	5	109	236	2008.870779
geomorphology	-1.14	0.0558	2	41	82	2010.528977
geophysical	-0.0016	-0.0779	2	80	166	2008.193421
geothermal	-0.9695	-0.5914	3	28	56	2008.716129
gis	-0.1339	0.2031	1	143	344	2010.110721
glacier dynamics	0.6792	0.2868	1	45	90	2011.973214
global	-0.2732	-0.5574	5	47	94	2010.049364
global scale	0.2314	0.768	6	41	82	2010.563923
globe	0.7594	-0.0691	1	27	54	2010.753165
gneisses	-0.0086	-0.1569	4	95	238	2005.585746
gold	-0.9069	-0.6626	3	128	428	2009.147601
gondwana	-0.9319	-0.5217	3	82	170	2008.315403
gpa	-0.3235	-0.469	5	34	68	2009.008
gps	0.682	-0.1241	1	72	154	2011.397634
gradient	-0.424	0.9227	4	149	438	2008.605746
grain	-0.4105	0.1075	2	34	68	2008.961122
grain size	-0.4113	0.1068	2	34	68	2009.675
granite	-1.0172	-0.6796	3	71	160	2006.027293
granitoids	-0.2592	-0.4625	5	117	278	2006.677928
gravity	-0.6318	0.0807	2	25	50	2008.659201
greenland	-0.3548	-0.1744	2	267	1016	2008.04131
greenstone	-0.9821	0.2461	2	89	194	2007.61597
group	0.5109	-0.1764	1	291	844	2007.95978
growth	0.5838	0.5279	1	160	554	2007.964687
growth rate	0.457	0.682	1	24	48	2006.557837
guidelines	1.1552	-0.1821	1	96	286	2010.762712
gulls	1.2957	0.083	1	56	128	2007.686722
habitat	1.0938	-0.165	1	69	144	2009.660618
habitat use	1.3805	-0.0372	1	34	68	2010.5
hand	0.0264	-1.0888	4	43	86	2008.390663
harbour	0.0244	-1.0904	4	43	86	2006.751462
harvest	0.7167	0.4996	1	52	120	2009.512329
hazard	0.8624	0.2356	1	107	226	2012.14876
health	0.3483	0.1466	1	62	146	2011.42961
heart	1.3805	-0.0378	1	34	68	2007.23696
heart rate	1.381	-0.0369	1	34	68	2007.425926
heat	0.2082	-0.0218	1	95	212	2008.894185
height	0.3222	0.5223	1	57	114	2008.844619
heterogeneity	0.1476	0.3452	1	71	146	2010.395911
hierarchy	0.0026	0.3171	1	62	124	2008.192727
high latitudes	-0.1567	0.5745	2	34	68	2008.289567
high spatial resolution	0.3671	-0.743	4	74	162	2011.610092
high-frequency	0.5472	-0.3573	1	84	174	2009.040142
high-resolution	0.2713	-0.3879	1	77	160	2010.248214
hills	-0.7978	-0.9408	3	34	68	2005.973301
history	0.4837	0.1984	1	171	382	2008.523128
hole	-0.4504	1.0558	4	88	238	2006.361279
host	-0.5715	-0.2899	2	181	500	2009.32804
humans	1.0818	-0.0819	1	46	96	2010.156837
hybridization	0.0277	0.7714	4	146	352	2008.570858
hydrate	-0.9968	0.4771	2	32	64	2009.983105
hydrothermal	-0.8709	-0.4572	3	133	388	2009.358896
hydroxyl	-0.3006	0.2007	2	36	72	2009.09589
hypothesis	0.724	0.5756	1	23	46	2008.194871
ice	0.4433	-0.016	1	284	914	2008.860178
ice sheet	0.292	-0.1327	1	30	60	2008.394118
iceland	1.3977	0.1246	1	28	56	2008.214375
identification	-0.1667	-0.1794	3	140	350	2009.939059
illumination	-0.4884	0.328	2	57	114	2007.743363
image analysis	0.1835	-0.6538	1	51	108	2008.299492
imagery	-0.272	-0.1802	2	460	2114	2010.027404
images	-0.0484	-0.1868	2	646	4110	2009.851773
impact	0.9249	0.1707	1	245	862	2011.1545
implementation	0.599	-0.3319	1	134	318	2012.128733
implications	0.2126	-0.1082	1	241	744	2008.957655
improvement	0.1957	0.4398	2	33	66	2010.609009
inclusion	-0.86	-0.5229	3	40	80	2008.715721
incorporation	-0.347	0.6966	2	88	188	2007.639228
index	-0.2232	0.5004	1	206	516	2009.733438
india	-0.392	-0.0949	2	54	110	2008.826418
indian	1.3811	-0.0374	1	34	68	2007.151099
indices	-0.5756	-0.3081	3	217	718	2009.479934
individuals	1.0237	-0.2619	1	165	430	2008.750418
industry	0.7602	-0.0687	1	27	54	2011.629501
inference	0.1506	0.6911	4	24	48	2010.406107
influence	-0.2272	0.284	2	137	324	2009.717142
information	-0.2591	0.062	2	568	2882	2009.67229
infrared	-0.7254	0.4265	2	124	306	2010.505226
infrastructure	0.4787	-0.4017	1	32	64	2013.719864
initiation	1.1838	0.0339	1	36	72	2008.403696
insight	-0.7099	0.6384	2	126	276	2011.173112
instrument	0.3148	0.2084	1	130	318	2008.390639
integration	-0.1885	0.2177	4	305	964	2009.269083
integrity	-0.452	0.0586	2	49	98	2010.036364
intensity	0.4409	0.3358	1	113	326	2008.970237
interactions	1.1159	-0.1828	1	28	56	2009.581424
interface	0.681	0.2863	1	45	90	2008.784137
interferometry	0.3239	0.523	1	57	114	2008.475275
international	0.7119	0.1506	1	70	144	2009.154964
interpretation	-0.2135	0.0256	2	194	514	2007.927664
intrusion	-0.7575	-0.0532	2	143	358	2007.462904
inventory	0.1514	0.4117	1	107	238	2010.281274
inversion	-0.5739	0.2876	2	34	68	2008.510833
iodp	-0.3594	0.9711	4	134	418	2014.23913
iron	-1.0558	-0.4385	3	110	338	2009.213959
island	0.3272	-0.3552	1	406	1466	2007.713057
joint	-0.0193	-0.3894	5	45	90	2008.422145
jurassic	-0.2722	-0.5587	5	47	94	2007.560666
kara	0.9056	-0.5079	1	48	96	2008.534553
key	0.3414	0.0625	1	132	308	2010.680262
kimberlite	-0.411	0.1084	2	34	68	2009.361842
king	1.3683	-0.2136	1	90	230	2008.958735
knowledge	0.2835	0.0356	1	199	508	2011.311559
kola	-0.0968	0.1053	1	16	32	2006.200601
kola peninsula	-0.0964	0.1053	1	16	32	2006.538601
korea	1.1186	-0.3243	1	27	54	2012.740659
l-band	-0.5605	-0.408	3	152	448	2012.949721
laboratory	-0.6419	-0.1105	2	270	892	2007.465259
laboratory experiments	0.0272	0.269	2	17	34	2007.86255
lag	-0.309	1.0235	4	63	126	2008.722821
lake	0.1338	-0.3997	4	146	368	2008.594336
land	-0.3092	-0.1409	1	355	1516	2009.148895
land use	0.3204	-0.6803	1	21	42	2011.696629
landforms	1.1743	-0.1484	1	41	82	2009.879603
landsat	-0.2172	0.1143	2	226	638	2010.33532
landscape	0.0572	0.2577	1	210	590	2011.306963
landslides	0.0043	0.3184	1	62	124	2012.366438
lapland	-1.0432	0.3433	2	81	172	2006.404494
larus	1.296	0.0828	1	56	128	2007.585366
laser	0.5848	-0.3085	1	84	182	2009.589474
layer	-0.461	0.2887	2	102	214	2008.050692
lead	0.0557	0.2906	2	48	96	2008.141769
learning	-0.0556	0.2218	2	120	294	2013.029851
length	0.2727	0.282	1	120	276	2007.902115
