id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
atmospheric circulation	0.7629	0.3608	2	936	16094	2010.428462
atmospheric circulation patterns	0.5584	-0.5057	2	462	2392	2010.923567
atmospheric conditions	0.1146	-0.3216	1	273	942	2010.137931
atmospheric general circulation model	1.0179	0.313	2	532	4256	2007.428082
atmospheric model	0.3996	0.2694	2	442	2638	2009.393443
atmospheric response	0.8119	0.9506	4	509	4326	2010.796178
atmospheric temperature	-0.2879	0.9815	4	171	550	2008.816667
atmospheric variability	0.9651	0.6398	2	322	1524	2009.901554
attention	0.174	0.0186	2	593	3978	2010.284583
attribution	-0.7094	-0.4349	1	605	5294	2013.318937
australia	0.2263	-0.7812	2	357	1454	2008.106865
australian	0.2251	-1.022	2	196	610	2008.113497
autocorrelation	0.4911	-0.4251	2	159	484	2009.173585
autumn	0.8091	0.464	4	858	13520	2008.811221
availability	-0.0267	-0.6151	1	445	1966	2009.56451
averaging	0.2019	-0.389	4	156	442	2007.562814
background	0.5322	0.3247	2	547	3820	2009.681872
baffin	0.599	0.4495	2	379	1906	2007.975111
baikal	1.5373	0.1107	2	145	442	2008.551181
balance	-0.553	0.4173	3	781	7824	2009.168937
baltic	0.0046	0.1374	4	184	510	2007.775035
bands	-0.01	0.0843	1	331	1264	2007.694277
barents	0.598	0.7185	4	833	12460	2008.144333
barents sea	0.6043	0.848	4	299	1392	2009.642325
baroclinic	0.8709	0.512	2	488	3152	2007.866828
baroclinic instability	0.8942	0.6941	2	205	708	2008.2
barotropic	0.8907	0.586	2	413	2092	2007.533333
barrier	-0.2954	-0.4746	1	230	754	2008.988387
baseline	-0.2381	-0.6105	1	387	1726	2011.063023
basin	0.5605	-0.2719	2	835	8900	2008.451393
bay	0.6032	0.2651	2	429	2448	2007.629364
bayesian	0.05	-0.9023	2	210	636	2013.3809
beaufort	0.4673	0.49	4	595	4896	2009.491785
behavior	-0.5514	0.3719	3	582	4072	2008.780232
behaviour	-0.8568	0.0701	1	310	1194	2008.035198
belt	0.4718	0.4011	2	321	1188	2007.364949
benchmark	-0.7083	-0.0221	1	232	786	2012.336996
benefits	0.0826	-0.7075	1	449	2322	2011.531274
bering	0.542	0.5964	4	529	3574	2008.596391
bering strait	0.0593	0.7253	4	340	1616	2009.543269
bias	-0.5826	-0.2235	1	874	11046	2011.002385
biases	-0.6601	-0.3954	1	904	13968	2011.934239
bifurcation	-0.7463	0.5324	4	131	392	2008.32948
biogeochemistry	-1.0883	-5e-04	1	152	474	2011.871515
blocking	1.0781	0.0956	2	672	7904	2012.348901
body	0.0456	0.5773	4	164	460	2007.977291
boreal	0.2616	-0.2367	2	451	2800	2009.748786
boreal winter	0.8334	-0.1929	2	371	1970	2012.490909
boundary	0.0779	0.0069	1	536	3038	2007.239183
boundary conditions	-0.6628	0.009	3	442	2438	2007.871795
boundary layer	0.1422	0.6992	4	239	746	2006.497645
bounds	-0.502	0.2007	1	166	468	2008.568627
breakdown	0.1738	0.9778	4	139	374	2007.162996
bridge	0.2629	-0.3449	1	221	678	2010.550201
brightness temperatures	-0.6159	-0.3199	1	156	500	2009.269231
broadband	-0.6284	0.3905	1	175	584	2009.503198
budget	-0.4571	0.7729	4	803	9372	2008.970525
buoy	-0.5365	-0.4507	1	252	916	2008.525424
calibration	-0.7434	-0.4485	1	265	976	2009.197434
california	0.0925	-0.4104	1	339	1364	2007.408635
campaign	-0.1371	0.3154	4	206	726	2008.901876
canada	0.1868	-0.7295	1	700	5620	2008.358354
canadian	0.0485	0.0127	4	538	3258	2008.213722
capabilities	-0.7951	-0.2523	1	256	926	2010.500666
capacity	-0.7936	-0.1767	1	282	1006	2009.597315
capture	0.403	-0.6873	2	124	308	2008.679206
carbon	-1.0057	-0.003	1	666	6566	2009.564589
carbon cycle	-1.1553	-0.0802	1	285	1406	2011.26087
carbon dioxide	-1.1388	-0.1883	1	298	1290	2009.945455
care	-0.4523	0.3224	4	203	586	2009.432935
case	0.076	-0.0398	1	936	11508	2008.95177
cause	0.1887	0.4166	3	605	4296	2008.342905
cell	-0.2191	0.5784	3	462	2570	2008.211757
century	-0.2674	-0.0871	3	1095	28874	2010.371507
ch4	-0.9521	0.3123	3	170	478	2009.020747
chain	0.8071	-0.5835	2	269	964	2008.08967
challenges	-0.4337	-0.5082	1	708	5416	2013.058999
chance	-0.7449	-0.7194	1	264	928	2008.606061
changes	-0.083	0.0148	3	1270	93368	2009.682502
characteristics	0.4674	-0.3075	2	897	10868	2008.736404
characterization	-0.7763	-0.3516	1	271	870	2010.633346
chemistry	-0.8534	-0.2685	1	322	1466	2007.680636
china	0.9244	-0.395	2	558	4264	2011.999131
chukchi	0.4099	0.7295	4	442	2684	2011.003571
circulation	0.4021	0.3176	2	1225	59100	2008.948109
circulation changes	0.9674	0.3203	2	324	1546	2010.368421
circulation model	-0.3396	0.8186	3	260	992	2008.302789
circulation patterns	1.1081	-0.5744	2	343	1730	2009.422111
circumpolar	-0.83	0.01	1	227	774	2008.280533
citation	0.1034	0.6422	4	530	3786	2010.604072
class	-0.3842	-0.6268	1	201	608	2008.629702
classification	0.5854	-0.4341	2	377	1840	2009.286924
climate	-0.2808	-0.0571	1	1276	108596	2010.804187
climate change	-0.0969	-0.2367	3	1013	19040	2011.726653
climate dynamics	-0.5548	0.2023	3	309	1066	2011.636364
climate indices	0.5037	-0.7246	2	332	1330	2013.842424
climate model	-0.6177	0.2583	3	1095	27798	2011.501132
climate model simulations	-0.9453	-0.1517	1	491	2950	2013.512315
climate response	-1.0486	0.5826	3	386	2506	2011.084577
climate sensitivity	-1.1982	0.4042	3	518	4680	2011.210117
climate simulations	-0.4739	-0.2521	1	392	1760	2010.19898
climate system	-0.5921	0.5253	3	730	7222	2010.341853
climate variability	0.1832	-0.0091	2	894	12278	2011.231434
climate variations	-0.3919	0.6508	3	166	464	2010.072115
climatic conditions	0.689	-0.5489	2	255	794	2010.008439
climatology	0.1978	-0.4815	1	861	9480	2008.664945
cloud	-0.6282	0.6537	3	899	14244	2007.587105
cloudiness	-0.0959	0.6543	4	379	1814	2006.48368
cluster	0.8964	-0.7323	2	397	2248	2009.267877
cluster analysis	0.8922	-0.9106	2	135	406	2008.422897
cmip5	-0.648	-0.0239	3	975	19754	2015.851097
co2	-1.0179	0.3943	3	836	13912	2009.235732
coast	0.3998	-0.3332	2	764	6794	2007.916968
coastal	-0.0395	-0.3776	1	219	634	2008.750196
coastal areas	0.459	-0.5757	2	146	384	2008.556848
coastal erosion	-0.4142	-0.3907	1	234	826	2011.756757
coastal regions	-0.1955	0.0533	4	208	682	2008.885662
coastline	0.3224	-0.6415	1	337	1338	2009.082534
coefficients	-0.1804	-0.4592	1	411	2038	2007.85666
coherent	0.4785	-0.196	2	261	912	2008.626866
cold	0.7564	-0.0571	2	769	8534	2009.295106
cold air	1.0828	0.238	2	320	1418	2008.354839
cold events	1.0078	0.1509	2	358	1798	2010.406593
cold regions	-0.4364	-0.1094	1	187	526	2011.787565
cold season	0.679	0.4446	4	428	2288	2011.497817
cold temperatures	1.1981	0.3885	4	191	602	2009.007752
collaboration	-0.1647	-0.4879	1	160	410	2011.526627
collection	-0.8881	-0.5365	1	144	414	2009.184687
columbia	0.4154	-0.8702	1	214	646	2008.284146
column	0.0454	0.8708	4	406	1868	2007.520529
community	-0.3207	-0.0614	1	963	15602	2010.388476
comparison	-0.2445	-0.1861	1	927	12018	2007.950757
compensation	-0.4583	0.6824	3	273	1168	2007.767361
complex	-0.8622	-0.2048	1	476	2532	2008.626599
composition	0.6373	-0.3169	2	429	2098	2008.609526
concentrations	-0.3169	0.3463	4	1146	32238	2008.182298
concept	-0.1068	-0.2996	1	256	760	2009.039852
concerns	-0.5431	-0.6445	1	226	726	2011.148773
condensation	0.7193	0.9268	2	217	758	2007.275806
condition	0.3248	-0.1429	2	539	2998	2008.989432
configuration	-0.5522	-0.0652	1	498	2756	2009.544
consensus	-0.5553	0.0387	3	338	1404	2011.2949
consequences	-0.4946	-0.3679	1	528	2942	2010.388946
conservation	-1.1186	0.0703	1	167	494	2011.195486
consistency	-0.4444	0.0489	1	432	2092	2009.971397
constraints	-0.8949	0.4147	3	502	3270	2009.183622
content	-0.3545	0.5662	3	691	6122	2008.566458
context	-0.2206	-0.3921	1	671	4528	2011.030192
continent	0.7076	-0.0956	2	811	10026	2008.964696
continental	0.1219	-0.2093	1	221	678	2008.05522
contrast	0.156	0.5388	3	939	12830	2008.536194
control	-0.3774	0.1699	3	795	8658	2009.125056
convection	-0.3659	0.434	3	604	4416	2007.398389
convergence	0.1294	0.7073	3	630	5152	2008.020145
conversion	0.6374	0.758	2	196	660	2007.330144
cooling	0.1917	0.6179	3	849	10630	2008.320685
coordinates	-0.383	0.3466	1	131	328	2008.750442
copyright	0.6647	-0.8521	2	343	1654	2007.992246
core	-0.2897	0.2312	1	529	3034	2007.967995
correction	-0.6699	-0.5853	1	372	1772	2008.598508
correlation	0.3569	-0.1071	2	971	14900	2008.606178
correlation analysis	0.7897	-0.521	2	223	672	2011.239796
correlation coefficient	0.1178	-0.239	1	317	1320	2010.154098
correspondence	-0.8856	-0.0562	1	182	528	2007.499487
corridor	0.2938	-0.5206	1	162	426	2010.096154
costs	-0.5081	-0.3891	1	284	1000	2009.673817
counts	0.596	-0.0655	2	185	552	2008.352941
coupling	-0.6626	0.1031	3	976	21140	2010.327135
covariance	0.3677	0.1624	2	318	1386	2010.7125
cover	-0.1831	0.3324	4	1081	25842	2009.332353
coverage	-0.5517	-0.1138	1	642	4704	2010.04391
criteria	-0.1404	-0.5684	1	247	686	2008.509297
criterion	0.1631	-0.5827	1	206	556	2008.588571
cryosphere	-0.2004	-0.6264	1	387	1788	2012.880689
current	-0.5058	0.3804	3	598	4210	2008.021581
current climate	-0.4264	-0.5586	3	296	1178	2011.142045
cycle	-0.2341	0.1139	1	1026	16862	2009.115632
cyclogenesis	0.9244	0.3014	2	326	1468	2005.822581
cyclones	0.6909	0.06	2	848	11150	2009.363996
damage	-0.1022	-0.9806	1	255	842	2009.428672
dark	-0.303	0.4767	3	137	356	2007.577227
data	0.1423	-0.134	1	1228	46480	2008.849817
data assimilation	-0.6852	0.2034	1	324	1634	2011.91129
database	0.1257	-0.7228	1	323	1198	2011.009739
dataset	0.2014	-0.5089	1	726	6232	2012.492063
date	-0.0459	-0.3114	1	700	5704	2008.781013
davis strait	1.2425	0.6355	2	136	440	2008.421525
decadal	0.296	0.2128	3	760	9130	2011.563199
decadal oscillation	0.6723	-0.5933	2	437	2572	2012.632979
decadal variability	-0.1496	0.107	3	428	2298	2011.142857
decay	-0.1231	0.5469	1	292	978	2007.653232
decline	0.3218	0.4576	4	903	14308	2009.893655
decomposition	0.3378	0.7905	3	443	2714	2009.869063
deep	-0.8508	-0.3187	1	201	574	2007.233692
deep convection	-0.6576	0.5885	3	236	828	2007.788462
deep ocean	-0.9068	0.4199	3	219	760	2009.605505
deficit	-0.5452	1.1445	3	140	394	2008.087049
definition	-0.1767	-0.4043	1	377	1552	2008.873016
deformation	0.8331	0.4446	2	187	496	2007.663668
degradation	-0.0312	-0.6771	1	263	834	2011.065225
delay	-0.0234	0.4048	4	218	670	2008.579495
demand	0.1163	-0.6685	1	168	464	2009.740876
density	0.1344	-0.4061	1	496	2854	2008.013051
dependence	-0.1771	-0.0025	1	755	7136	2007.840071
depletion	-0.7016	0.6974	3	230	762	2006.739015
depth	-0.5417	0.1255	1	633	4702	2008.424673
description	-0.8068	-0.2708	1	412	2198	2008.463605
desert	-0.424	0.3766	1	156	428	2008.949606
design	-0.7157	-0.1867	1	434	2094	2010.581328
detail	-0.5301	0.2653	3	465	2296	2008.325282
detection	-0.0586	-0.5134	1	547	3292	2009.603252
determination	0.6111	-0.6074	2	148	386	2007.484902
development	-0.0118	-0.2425	1	852	8336	2008.720806
diagnosis	-0.326	0.0911	1	306	1060	2009.412781
diagnostics	0.3074	-0.2313	2	438	2176	2008.567084
difference	-0.1157	0.2063	3	756	7830	2008.353517
dipole	1.09	0.0955	2	557	4368	2011.0301
direct effect	-0.91	0.6814	3	215	776	2009.810127
discharge	-0.12	-0.3324	1	300	1208	2009.968547
discontinuities	-0.9157	0.0463	4	141	356	2006.533808
discrepancies	-0.5349	-0.1576	1	525	3148	2008.348934
dispersal	0.9121	0.0834	2	225	760	2009.272755
displacement	0.6904	0.4741	2	335	1380	2008.077434
distance	0.045	-0.3946	1	225	686	2008.760466
distribution	-0.0171	-0.2755	1	1002	17110	2008.398254
disturbance	0.7049	0.3727	2	343	1276	2008.857587
divergence	0.0641	0.6735	4	451	2218	2009.013309
diversity	0.5025	-0.9039	5	253	1048	2010.578345
domains	-0.0422	-0.7794	1	320	1326	2009.822976
dominance	1.0562	-0.4201	2	212	648	2008.872257
doubling	-0.9579	0.6924	3	324	1832	2006.720126
doubt	-0.9462	0.3364	4	124	346	2006.173684
downscaling	-0.3901	-0.9324	1	429	2500	2012.79878
downwelling	0.3226	0.8468	3	151	444	2008.992278
drift	-0.5639	0.7265	4	556	4032	2007.53137
drivers	0.0287	-0.3653	1	640	4940	2015.214206
drought	0.0489	-0.833	1	474	2860	2011.447977
drying	-0.891	-0.2735	3	258	876	2010.299595
duration	0.3269	-0.2864	2	688	5008	2008.532595
dust	-0.3403	0.1705	3	250	714	2009.168189
dynamics	0.13	0.3813	3	886	12182	2010.313072
early spring	0.4136	0.3698	2	200	650	2006.976027
earth	-0.8238	0.063	1	1043	21040	2010.179198
east	0.855	-0.1264	2	896	13142	2008.607533
eastern	0.9883	0.0426	2	410	2004	2008.869757
ecmwf	0.4173	-0.4171	2	635	5040	2008.705179
ecology	-0.1215	-0.7151	1	140	352	2009.579615
ecosystem	-0.3443	-0.5081	1	508	2688	2011.299513
eddies	0.6876	0.7948	2	580	4748	2008.668786
effects	-0.131	0.3215	3	1134	30396	2008.834618
efficiency	-0.822	0.5718	3	318	1370	2009.198697
effort	-0.3718	-0.1951	1	332	1218	2009.28
ekman	0.0247	1.523	4	137	434	2008.984483
el nino	0.3266	-0.5442	2	500	2806	2009.823227
el nino-southern oscillation	0.4545	-0.4127	2	496	3138	2011.67313
elements	-0.6077	-0.3236	1	298	1008	2008.706361
elevation	-0.2292	-0.6451	1	286	960	2009.824954
emergence	-0.5763	-0.6955	1	279	1116	2009.419162
emissions	-0.8465	-0.2918	1	883	12656	2009.691385
empirical	0.6943	0.2746	2	239	758	2009.435484
empirical orthogonal function	1.2311	-0.0022	2	252	1058	2010.773913
energy	-0.3598	0.6865	3	992	18256	2008.723489
energy balance	-0.7666	0.3382	3	282	1010	2008.914956
energy budget	-0.6366	1.1609	3	256	1192	2009.877193
engineering	-0.9044	-0.21	1	172	464	2011.966811
enhanced	-0.0377	0.1567	5	417	1840	2009.105949
ensemble	-0.7169	-0.3228	1	1012	22038	2012.843972
enso	0.5101	-0.4722	2	578	4252	2010.797727
environment	0.1174	-0.3318	1	674	4636	2009.620856
environmental	-0.1213	-0.1803	1	507	3110	2009.652452
environmental prediction	-0.5014	-0.2745	1	333	1406	2007.35
eof	1.1463	0.3745	2	278	1368	2009.340659
episode	0.5673	0.8812	4	187	632	2007.181633
equator	-0.3507	0.3436	3	369	1662	2006.840217
equilibrium	-1.1177	0.3209	3	531	4098	2007.331412
era-40	0.2369	-0.4697	2	450	2714	2009.710145
era-interim	0.4269	-0.0377	2	841	10742	2015.76381
erosion	-0.2322	-0.4427	1	300	1232	2008.588984
error	-0.5777	-0.1717	1	809	9216	2009.089766
eruption	-0.8949	0.7059	3	224	790	2008.698131
establishment	0.061	-0.3318	1	175	470	2009.077273
estimate	-0.7738	-0.1141	1	685	5832	2009.037943
eurasia	1.0826	0.0495	2	782	11320	2010.129179
europe	0.7017	-0.2127	2	897	13696	2009.264767
european	0.186	-0.4184	1	699	5820	2008.535922
evaluation	-0.6781	-0.458	1	805	8590	2010.494567
evaporation	-0.246	0.5	3	558	3882	2007.500434
evapotranspiration	0.0877	-0.7963	1	279	998	2010.7866
events	0.637	-0.2404	2	1114	28038	2008.940003
evolution	-0.1129	0.1771	3	877	9898	2009.317419
excess	0.1634	0.5942	2	263	770	2006.587452
exchange	0.0093	0.407	4	415	2088	2008.103913
expansion	-0.2152	0.2041	3	523	2834	2010.313347
expectations	-0.0586	-0.3678	1	171	460	2009.868534
expedition	0.0889	0.4034	4	201	678	2008.265986
experiments	-0.3339	0.4375	3	1114	31448	2008.056984
experts	-0.7308	-0.5441	1	122	282	2012.340659
explanation	9e-04	0.495	3	477	2432	2007.120259
exploitation	-0.3876	-0.1932	1	174	464	2009.632911
exploration	-0.7272	-0.2522	1	168	454	2009.280242
export	-0.0856	1.1717	4	280	1172	2009.527633
exposure	0.534	-0.9663	2	133	384	2009.120837
expression	0.5199	0.3735	2	194	562	2010.221853
extension	0.4017	0.4928	2	470	2460	2007.564542
extent	-0.0958	0.3165	4	1109	27378	2009.292904
extrapolation	-0.8398	-0.64	1	123	338	2007.606469
extratropics	0.3532	0.6984	3	428	2546	2009.921769
extreme	0.6191	-0.5354	2	973	18468	2011.052923
extreme events	0.4377	-0.7013	2	664	5830	2013.275093
failure	-0.7179	-0.7271	1	282	896	2009.185744
fall	0.5088	0.063	4	578	4298	2008.13205
family	0.4712	-0.7109	2	201	774	2008.985487
fast	-0.6906	0.826	3	207	696	2008.050903
feasibility	-0.5094	-0.4905	1	165	422	2009.413978
features	0.2426	-0.049	2	878	10452	2008.398624
feedback	-0.5929	0.6582	3	1053	26886	2010.893652
fidelity	-0.7777	-0.0066	1	320	1274	2009.813596
field	-0.0517	-0.115	1	987	15794	2008.149599
filter	-0.4098	0.0292	1	270	1046	2008.739821
fingerprints	-0.2175	0.3505	1	296	1246	2010.9046
finland	0.2379	-1.0197	2	152	436	2007.913074
fire	-0.1483	-0.9317	1	189	574	2009.826617
fjord	0.4502	-0.0563	4	144	422	2010.034467
flood	0.1217	-0.8439	1	528	3282	2008.873819
flow	0.7905	-0.0037	2	823	9668	2008.227829
fluctuations	0.1647	0.2704	3	545	3692	2007.651355
fluid	-0.9021	-0.6982	1	293	1240	2008.294565
flux	0.0731	0.8981	4	1015	23240	2008.597609
focus	0.1598	-0.3422	1	675	5136	2011.577425
focusing	0.3954	-1.0556	5	196	628	2010.075556
food	-0.4307	-0.8394	1	192	518	2008.346694
footprint	0.1566	-0.303	1	236	700	2010.881764
force	0.4074	0.3096	2	167	432	2008.698212
forcing	-0.5802	0.4327	3	1133	34304	2009.808603
forecasts	-0.1551	-0.346	1	1031	20916	2011.270248
forest	-0.5539	-0.7047	1	215	682	2009.036828
formation	0.4914	0.4445	2	657	5474	2008.321264
foundation	-0.6486	-0.4469	1	201	544	2010.923077
fraction	-0.5551	0.264	1	690	5752	2008.456562
fram strait	0.1414	1.0257	4	343	1612	2008.775306
frame	-0.274	0.2478	4	152	412	2009.852989
framework	-0.4455	-0.1797	1	729	6040	2011.28923
france	0.4692	-0.8507	2	169	444	2008.0625
freeze-up	-0.1177	0.4509	4	197	680	2009.512195
freezing	0.0792	0.4178	4	397	1884	2008.624187
frequency	0.7355	-0.3427	2	1010	20750	2008.248973
freshening	-0.665	0.3811	1	172	514	2009.964444
freshwater	-0.5603	0.0921	1	437	2220	2009.714453
front	0.6543	0.4031	2	338	1384	2007.825421
frontal	1.0204	-0.5399	2	193	644	2005.919765
frost	-0.0267	-0.8712	1	175	492	2008.151163
function	0.2694	-0.0442	2	656	5126	2008.530959
future	-0.3517	-0.5675	1	961	15384	2011.886201
future climate	-0.6009	-0.4768	1	613	4382	2012.298684
future research	-0.0881	-0.3682	1	193	554	2011.822917
gap	-0.5209	-0.198	1	315	1112	2011.364048
gas	-0.7515	0.0568	1	773	9060	2009.18628
gases	-0.8382	0.236	3	677	6662	2008.364299
gauge	0.0208	-0.7891	3	163	452	2009.200717
gcm	-0.1037	-0.4739	3	770	8564	2006.636275
general circulation	0.279	-0.6619	3	152	406	2004.754839
general circulation model	-0.4942	0.1103	3	627	5518	2008.289072
generation	-0.5436	-0.2257	1	684	6116	2009.018917
genesis	0.9934	-0.2433	2	197	580	2008.06422
geographic location	0.2497	1.1689	3	232	864	2010.843575
geophysical	-0.5702	-0.7688	1	369	1738	2008.193421
geopotential height	1.0087	-0.2861	2	350	1642	2008.960396
glacial	-1.009	0.3578	3	182	548	2009.051526
glacial maximum	-1.0783	0.343	3	183	570	2010.369629
glacier	-0.0256	-0.6535	1	209	616	2009.876697
global	-0.48	-0.1532	1	846	10394	2010.049364
global climate	-0.4056	-0.2566	1	651	4378	2010.399116
global climate models	-0.5917	-0.3891	1	817	9692	2011.371941
global model	-0.0863	-0.6867	1	140	354	2009.1875
global ocean	-0.9297	0.101	1	164	488	2011.23741
global scale	-0.2659	-0.8726	1	283	1074	2010.563923
global temperature	-0.8663	0.4348	3	404	2086	2011.383648
global warming	-0.4752	0.3646	3	479	2892	2011.050467
globe	0.2409	-0.215	3	566	3792	2010.753165
government	-0.2871	-0.7724	1	271	854	2012.723951
gradient	0.5321	0.6163	2	793	10392	2008.605746
greenhouse	-0.7825	0.1942	3	937	15762	2010.141546
greenhouse gas	-0.4972	0.6326	3	507	3500	2011.881188
greenhouse gas concentrations	-0.7903	0.4051	3	353	1820	2011.185897
greenhouse gas emissions	-0.754	-0.7474	1	221	858	2013.902597
greenhouse gases	-0.8889	0.3512	3	634	5918	2010.01027
greenland	0.6318	0.1698	2	899	13428	2008.04131
greenland ice sheet	0.3437	-0.4088	3	211	686	2012.734975
grid	-0.488	-0.4991	1	458	2452	2008.514164
gris	0.7949	-0.3253	3	143	450	2015.252525
group	-0.1394	-0.1706	1	413	1778	2007.95978
growth	0.3046	0.5023	4	647	5170	2007.964687
growth rate	1.1937	1.009	2	153	488	2006.557837
hadcm3	-0.9864	-0.3348	1	244	938	2009.640523
hand	-0.113	0.4679	3	574	3956	2008.390663
hazard	0.2059	-0.7369	2	289	1018	2012.14876
health	0.1825	-0.9203	1	159	454	2011.42961
heat	-0.0436	0.7875	4	1139	39064	2008.894185
heat content	-0.4523	0.8378	3	225	768	2011.271523
heat flux	0.0847	0.934	4	417	2172	2008.44591
heat transport	-0.4498	1.1332	3	387	2302	2010.233533
height	0.9253	0.0072	2	736	7754	2008.844619
hemisphere	0.6044	0.2027	2	1034	24906	2009.014397
heterogeneity	-1.0223	-0.2344	1	149	414	2010.395911
hiatus	0.2549	0.4743	3	492	3366	2010.078616
