id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
architecture	-0.4823	-0.6453	1	223	654	2010.12995
archives	-0.7058	0.107	1	306	1064	2012.032657
arctic	0.0594	0.5333	2	1226	22688	2009.446222
arctic archipelago	-0.3452	1.1702	5	304	1302	2009.927203
arctic canada	-0.6521	0.5412	5	330	1388	2007.412857
area	-0.2943	0.0767	1	1471	58726	2008.578401
areal	-0.8431	0.3141	5	100	254	2008.079755
areal extent	0.3659	0.4336	5	253	834	2007.510417
argentina	-0.9534	0.1337	5	128	318	2009.432323
arm	0.4987	0.6217	5	172	428	2008.328671
array	0.3666	-0.8032	2	388	1522	2008.688032
arrival	0.9403	-0.0947	2	257	800	2007.878924
asia	-0.9608	0.5701	1	225	796	2010.858426
aspect	-0.3245	0.01	1	457	2064	2009.986813
assessment	-0.501	0.0885	1	1010	11888	2011.123547
assimilation	-0.5709	0.4433	3	305	1036	2009.247808
association	-0.3089	0.1724	3	274	898	2009.179096
aster	-0.8733	0.1642	1	546	4072	2012.45977
asymmetry	0.845	0.3196	2	167	420	2008.648336
atlantic	0.5596	0.6987	2	927	11504	2008.590945
atlantic multidecadal oscillation	0.1113	1.0889	3	201	710	2014.897436
atlantic oscillation	0.0256	1.1048	3	438	2872	2010.686288
atlantic water	1.0861	0.4733	2	234	816	2009.77451
atlas	-0.6771	-0.5645	1	190	642	2008.567568
atm	-0.6692	-0.8749	1	313	1480	2011.819026
atmosphere	-0.22	0.736	3	798	7776	2008.501913
atmospheric circulation	0.0907	1.1675	3	337	1624	2010.428462
atmospheric conditions	0.0314	0.6088	3	275	936	2010.137931
atmospheric temperature	0.4932	0.9626	2	128	336	2008.816667
attention	0.0253	-0.1114	5	455	1976	2010.284583
attenuation	0.5789	-0.3795	2	349	1224	2008.16198
austral summer	-0.4103	-0.9637	1	147	402	2008.54097
austria	-1.3081	-0.2022	1	161	516	2009.149123
automated	-0.6141	-0.3873	1	237	816	2010.614379
automatic weather stations	-0.6031	0.6559	3	372	2004	2008.647727
autumn	0.2019	0.5247	3	419	1916	2008.811221
availability	0.3285	0.0727	2	580	3086	2009.56451
avalanche	-0.1549	-0.7255	1	354	1250	2009.770642
averaging	-1.2411	-0.0545	1	162	450	2007.562814
avhrr	-1.2398	0.7463	3	135	424	2004.651475
azimuth	-0.3702	-0.6008	1	159	434	2008.074866
background	0.2536	-0.2098	2	524	2436	2009.681872
backscatter	-0.9561	-0.1856	1	516	3122	2008.125292
baffin	0.4222	0.7483	2	515	2976	2007.975111
balance	-0.3381	0.5219	3	1384	51826	2009.168937
bands	-0.4444	-0.424	1	429	1826	2007.694277
banks	0.7009	-0.6581	4	122	300	2006.786932
barents	0.2941	0.8265	2	360	1448	2008.144333
barotropic	1.1537	-0.2616	2	117	312	2007.533333
barrier	0.0618	0.0788	1	328	1106	2008.988387
basal	0.4845	-0.7372	4	1042	19746	2008.301104
basal ice	0.3169	-0.5524	4	230	678	2006.615819
baseline	-0.7233	-0.1988	1	394	1596	2011.063023
basin	0.4027	0.1789	2	1009	11834	2008.451393
bathymetric	1.0381	-0.26	2	241	832	2008.739414
bathymetry	0.7601	-0.181	2	567	3728	2009.596934
bay	0.5498	0.3457	2	731	4906	2007.629364
bayesian	-0.2395	-1.2594	4	180	514	2013.3809
bc	0.39	0.6451	2	140	332	2011.845471
bed	0.5454	-0.8981	4	945	16960	2008.925373
bedrock	0.5233	-0.3488	4	759	6908	2009.117398
behavior	0.4478	-0.348	4	830	8440	2008.780232
behaviour	0.6572	0.0626	4	618	4636	2008.035198
benchmark	-0.2659	-0.5706	1	192	550	2012.336996
benefits	-0.2901	-0.0079	1	176	492	2011.531274
bering	0.3318	-0.155	5	287	1008	2008.596391
bias	-0.8641	0.0793	1	717	5838	2011.002385
biases	-0.891	0.2936	3	642	4812	2011.934239
biogeochemistry	1.0459	0.4501	2	185	558	2011.871515
biological productivity	0.8781	0.4304	2	172	506	2009.482673
biomass	0.7696	0.1039	2	208	614	2008.040883
black	-0.1731	-0.7466	4	100	264	2009.344605
black carbon	0.277	0.4112	2	95	278	2012.796218
blocking	0.0817	0.5797	3	273	1024	2012.348901
bloom	1.1496	0.2668	2	150	494	2008.348716
body	0.0742	-0.4043	4	624	3478	2007.977291
borehole	0.3842	-0.892	4	497	3086	2009.415205
boulders	0.3869	-0.72	4	162	384	2008.348189
boundary	0.1119	-0.0104	1	666	4282	2007.239183
boundary conditions	0.0428	0.071	3	338	1330	2007.871795
bounds	0.46	0.0444	4	285	974	2008.568627
bp	0.3825	0.72	5	305	1108	2008.600087
break-up	0.9455	-0.4082	4	185	620	2007.785162
breakup	0.5696	-0.5535	2	209	664	2008.458445
bridge	0.459	0.4957	5	186	498	2010.550201
brightness temperatures	-1.1664	-0.2276	1	247	1236	2009.269231
broadband	0.3914	-0.5577	2	290	1038	2009.503198
budget	0.2476	0.5332	2	764	6318	2008.970525
buffer	-0.2322	0.2922	3	254	854	2008.027778
building	-0.8328	-0.6856	1	123	304	2010.464789
buoy	0.243	-0.0689	2	104	272	2008.525424
buoyancy	1.1548	-0.3818	2	354	1664	2008.601273
c-band	-1.1017	-0.2723	1	274	996	2010.552846
calibration	-0.8086	0.0782	1	520	2834	2009.197434
california	-0.0899	-0.119	1	137	310	2007.408635
calving	0.7355	-0.3794	2	1065	19526	2009.761246
camera	0.0942	-0.4632	1	380	1794	2010.289708
camp	-0.3251	-0.6088	3	258	932	2006.971326
campaign	-0.4767	-0.4291	1	419	1962	2008.901876
canada	-0.5574	0.4351	5	774	7370	2008.358354
canadian	-0.4481	0.7092	5	569	3488	2008.213722
canadian arctic	-0.3205	0.9223	5	208	626	2007.764925
canopy	-0.6306	-0.665	1	234	978	2008.318982
canyon	0.6308	-0.3179	4	162	408	2009.283737
capabilities	-0.7352	-0.1542	1	314	1062	2010.500666
capacity	0.0333	-0.8609	4	459	2648	2009.597315
caps	-0.5648	0.548	5	895	10520	2008.309322
capture	-0.4063	0.301	1	239	704	2008.679206
carbon	0.4508	0.2866	2	332	1256	2009.564589
care	0.5689	-0.0127	2	213	622	2009.432935
cascade	1.1999	0.4467	2	117	272	2009.630695
case	-0.209	-0.1463	1	992	11272	2008.95177
catchment	0.4011	-0.0696	5	695	5906	2010.694125
cause	0.6476	-0.111	2	543	3244	2008.342905
cavity	0.9065	-0.4148	4	367	1742	2009.333932
cc	-0.1877	-0.3417	1	241	680	2012.604167
cells	-0.4721	-0.2937	1	313	992	2008.211757
century	-0.0047	0.797	5	1066	18166	2010.371507
chain	-0.3976	-0.0697	1	281	884	2008.08967
challenges	-0.3447	-0.1269	1	655	3940	2013.058999
changes	-0.1253	0.2587	5	1513	87780	2009.682502
channel	0.3764	-0.6874	4	803	8032	2008.014353
characteristics	-0.0121	-0.0495	1	982	9404	2008.736404
characterization	-0.3732	-0.3768	1	484	1998	2010.633346
chile	-0.5391	0.016	5	291	1030	2009.438087
china	-0.4111	-0.6573	1	135	330	2011.999131
chronology	0.6214	0.4348	5	198	558	2008.614898
circulation	0.6556	0.5787	2	1013	16038	2008.948109
circulation model	-0.0307	0.5803	3	171	542	2008.302789
circulation patterns	1.3589	0.3789	2	127	340	2009.422111
cirque	0.2961	0.9417	5	170	490	2008.239521
citation	0.3	-0.1209	2	435	2188	2010.604072
class	0.2593	-0.359	1	235	706	2008.629702
classification	-0.6681	-0.0371	1	524	2846	2009.286924
cliffs	0.3295	-0.9704	2	147	390	2007.805085
climate	-0.1203	0.6386	3	1420	53212	2010.804187
climate change	0.0529	0.6267	5	828	7752	2011.726653
climate data	-0.5439	0.8141	3	155	456	2011.201149
climate model simulations	-0.4745	1.1983	3	144	414	2013.512315
climate models	0.1463	0.7489	3	639	4888	2011.501132
climate records	-0.5295	0.6443	3	137	354	2009.227273
climate sensitivity	0.3261	1.1591	3	166	464	2011.210117
climate system	0.0263	0.8375	3	216	654	2010.341853
climate variability	0.1171	1.1296	3	266	974	2011.231434
climatic conditions	-0.1053	0.8027	3	397	1648	2010.008439
climatology	-0.4822	0.6538	3	486	2364	2008.664945
closure	0.6585	-0.432	4	295	1040	2008.433779
cloud	-0.8423	-0.1998	1	876	10552	2007.587105
cloudiness	-0.6592	0.9572	3	197	620	2006.48368
cluster	-0.0757	-0.7856	1	415	1866	2009.267877
cmip5	-0.3495	1.1985	3	290	1426	2015.851097
co2	0.0806	0.9486	3	266	1134	2009.235732
coast	0.3196	0.448	2	949	10204	2007.916968
coastal	0.3066	0.5017	2	449	1946	2008.750196
coastal areas	0.005	-0.0903	1	362	1216	2008.556848
coastal regions	0.0186	0.5917	3	346	1378	2008.885662
coastal waters	1.2289	0.4283	2	199	686	2008.770914
coastline	0.9818	0.026	2	173	454	2009.082534
coefficients	-0.2168	-0.3383	1	336	1204	2007.85666
coherent	-0.8315	-0.5717	1	360	1436	2008.626866
coincide	0.3005	-0.236	2	242	718	2007.954397
cold	0.4876	-0.255	4	437	1786	2009.295106
collapse	0.5157	-0.4127	4	450	2386	2009.31737
collection	-0.3555	-0.3022	1	478	2158	2009.184687
columbia	0.468	-0.1608	5	517	3158	2008.284146
column	0.7981	-0.1333	2	544	3006	2007.520529
community	-0.1201	0.4451	3	675	4720	2010.388476
compaction	-0.6454	-0.3465	1	409	2160	2009.714724
comparative analysis	-0.1752	-0.3267	1	148	362	2010.562069
comparison	-0.515	-0.0043	1	1127	16394	2007.950757
compilation	-0.8211	-0.4444	1	255	870	2010.398754
complex	-0.0715	0.2284	1	640	3842	2008.626599
composition	2e-04	0.5336	3	291	922	2008.609526
compression	0.4387	-0.7024	4	202	578	2007.142235
computer	0.2589	-0.0217	2	425	1840	2006.919266
concentrations	0.3606	0.6341	2	777	6404	2008.182298
concept	-0.6408	-0.7201	1	348	1204	2009.039852
conceptual model	0.4802	0.1367	2	129	354	2009.793413
concerns	0.2473	-0.1442	4	141	342	2011.148773
condition	0.2221	-0.5638	4	526	2826	2008.989432
conductivity	0.1942	-0.5102	4	381	1728	2008.252422
conduit	0.8614	-0.7856	4	469	3072	2009.858566
configuration	0.3115	-0.1406	4	609	3272	2009.544
connectivity	0.0827	-0.7278	4	239	808	2013.917665
consensus	-0.8114	0.4569	1	159	454	2011.2949
consequences	0.3781	0.2517	2	397	1480	2010.388946
conservation	0.1322	-0.9886	4	313	1478	2011.195486
consistency	-0.8237	-0.1831	1	391	1658	2009.971397
constraints	-0.0467	-0.0586	1	598	3450	2009.183622
construction	-0.1404	0.1019	1	275	836	2009.416124
contact	1.1158	-0.3633	2	410	2164	2008.053198
content	0.3784	-0.3126	2	752	6086	2008.566458
context	-0.0515	0.4153	5	588	3288	2011.030192
continent	-0.5992	-0.06	1	244	786	2008.964696
continental	0.749	0.3046	2	254	732	2008.05522
continental ice sheets	0.065	0.3855	2	196	584	2006.972973
continental shelf	1.0096	0.1736	2	294	1196	2008.661664
contrast	0.3999	0.041	4	937	8850	2008.536194
control	0.4329	-0.0941	4	1033	14326	2009.125056
convection	0.9249	0.3278	2	317	1258	2007.398389
convergence	0.1537	-0.4615	4	214	598	2008.020145
conversion	-0.3924	-0.3041	1	209	698	2007.330144
cooling	0.3564	0.5353	3	515	2450	2008.320685
coordinates	-0.3928	-0.7483	1	209	596	2008.750442
copyright	-0.0723	-0.1225	4	478	2042	2007.992246
cordillera	-0.7659	0.3898	5	118	286	2008.544521
core	0.0288	0.4577	3	836	8326	2007.967995
correction	-0.9832	-0.051	1	662	4704	2008.598508
correlation	-0.5003	0.1414	1	1002	11536	2008.606178
correlation analysis	-0.6956	0.042	1	120	302	2011.239796
correlation coefficient	-0.8132	0.252	1	199	590	2010.154098
correspondence	-0.0128	-0.9145	4	327	1302	2007.499487
costs	-0.3485	-0.2297	1	312	1082	2009.673817
counts	-0.6831	-0.0624	1	147	352	2008.352941
coupling	0.1762	0.3054	3	614	4642	2010.327135
covariance	-0.4678	0.5555	3	156	406	2010.7125
cover	-0.3478	0.1137	1	1015	11198	2009.332353
coverage	-0.6639	-0.1614	1	765	6154	2010.04391
cracks	0.3973	-1.1498	4	257	1122	2008.515571
creek	0.3919	-0.1985	4	176	484	2007.130268
creep	0.4012	-0.7938	4	167	458	2007.349296
crevasses	0.4474	-0.9098	4	735	7218	2009.779503
criteria	0.0406	-0.77	4	226	654	2008.509297
criterion	0.8189	-0.888	4	294	1502	2008.588571
cross-correlation	-0.6586	-0.5313	1	274	1038	2009.341584
crust	0.4838	-0.6121	4	157	450	2007.489929
cryosat-2	-1.0777	-0.2566	1	382	1964	2016.666667
cryosphere	-0.4529	0.0211	1	697	4278	2012.880689
ctd	0.7507	-0.2324	2	183	532	2007.653938
current	0.8103	0.2202	2	788	6022	2008.021581
current climate	0.1951	0.9277	3	204	688	2011.142045
curvature	-0.0921	-0.7301	4	136	314	2008.292887
cycle	0.4837	0.1523	2	932	9208	2009.115632
dam	0.9829	-0.3789	4	133	358	2008.134831
damage	0.4602	-0.7759	4	239	814	2009.428672
data	-0.3786	-0.0474	1	1496	77072	2008.849817
data analysis	-0.2505	-0.9788	1	137	364	2009.469945
data assimilation	-0.9079	0.2622	3	165	454	2011.91129
database	-0.3371	0.0017	1	477	2052	2011.009739
dataset	-0.8004	-0.2028	1	668	4276	2012.492063
date	-0.1636	0.2708	5	776	5742	2008.781013
davis strait	0.7651	0.7213	2	197	624	2008.421525
debris	0.1038	-0.1366	1	500	2478	2007.542321
decadal	-0.7788	0.0978	5	365	1598	2011.563199
decay	0.7111	-0.1006	4	344	1270	2007.653232
decline	0.0064	0.7064	3	494	2676	2009.893655
decomposition	-1.0481	0.0637	1	167	552	2009.869063
deep	0.6567	-0.4648	4	274	910	2007.233692
deep water	1.2406	-0.133	2	224	804	2006.687816
deficit	-0.224	1.0806	3	242	854	2008.087049
definition	-0.8188	-0.4833	1	132	312	2008.873016
deformation	0.3566	-0.8758	4	602	4220	2007.663668
deglaciation	0.5071	0.5454	5	437	2044	2008.650208
degradation	-0.3109	0.5247	3	220	652	2011.065225
delay	0.2996	0.4573	4	289	992	2008.579495
delineation	-0.7236	0.0601	1	340	1280	2009.939394
delivery	0.8884	-0.0784	2	497	2766	2010.271394
delta	0.1186	0.5697	5	355	1340	2007.83363
dem	-0.8648	-0.2892	1	834	10852	2012.141414
demand	-0.5569	0.3263	1	104	242	2009.740876
dendrochronology	0.5968	0.5857	5	108	342	2009.630058
denmark	1.0351	0.1516	2	179	570	2007.937363
denmark strait	1.1831	0.1777	2	130	372	2007.652921
densification	-0.6933	-0.844	1	402	2272	2010.030928
density	-0.2838	-0.406	1	954	11290	2008.013051
dependence	-0.1216	-0.2339	1	648	3632	2007.840071
deployment	0.0639	-0.4612	1	213	570	2010.371901
deposition	0.1139	0.2211	5	462	2052	2008.224764
depression	0.3463	-0.5541	4	387	1700	2007.650097
depth	0.3827	-0.5146	2	1130	17728	2008.424673
description	0.0037	-0.2191	1	444	1840	2008.463605
design	-0.3616	-0.2577	1	431	1788	2010.581328
detachment	0.718	-0.6939	4	233	784	2007.707937
detail	-0.3357	-0.1475	1	622	3536	2008.325282
detection	-0.5923	-0.4289	1	844	7926	2009.603252
detector	-0.4008	-0.8057	1	331	1298	2007.972743
determination	-0.6787	-0.6197	1	554	3348	2007.484902
development	-0.0881	-0.5113	1	866	7666	2008.720806
devon	-0.7981	0.3461	5	427	2264	2005.618257
diameter	0.06	-0.7139	1	204	546	2007.263065
diatoms	0.8994	0.323	2	135	386	2007.788872
difference	-0.6169	0.1377	1	902	8556	2008.353517
differentiation	-0.8272	-0.1235	1	133	326	2009.166072
diffusion	0.7064	-0.1099	3	234	690	2007.538498
digital	-0.7243	-0.2907	1	463	2616	2009.777457
digital elevation model	-0.8539	-0.0966	1	794	8936	2011.125
direct	0.6899	-0.8252	4	215	648	2008.210247
direct measurements	1.0418	-0.1793	2	325	1292	2008.273092
discharge	0.7095	0.1672	2	1152	22034	2009.968547
discovery	-0.0443	0.4124	5	145	360	2009.916721
discrepancies	-0.1704	-0.0538	1	523	2482	2008.348934
discrimination	-0.4494	-0.518	1	258	762	2008.968
disequilibrium	-0.4823	0.5013	5	95	236	2007.917431
disintegration	0.4287	-0.1425	4	350	1406	2008.787356
disko	0.7978	0.3095	2	290	1064	2007.823333
disparity	-0.6113	1.0908	3	129	338	2009.890052
dispersal	0.493	-0.5769	2	252	750	2009.272755
displacement	-0.332	-0.6543	1	675	4680	2008.077434
dissipation	0.9533	-0.5873	2	215	676	2008.963289
distance	0.1312	-0.4691	1	711	4712	2008.760466
distribution	-0.0558	-0.2423	1	1164	17438	2008.398254
diurnal	-0.6793	-0.5951	1	150	422	2006.108434
diurnal cycle	-0.6904	-0.7537	1	105	292	2007.8875
diurnal variation	-0.4553	-0.6642	1	237	824	2006.634006
divergence	0.1287	-0.6563	2	319	1226	2009.013309
diversity	0.0317	0.0855	1	216	568	2010.578345
domains	-0.7516	-0.0421	1	185	482	2009.822976
dome	-0.5159	0.3095	3	224	702	2008.285893
dominance	-0.2532	0.7447	3	268	974	2008.872257
doppler	0.6615	-0.4087	2	151	374	2006.86376
doubling	0.6172	0.5596	3	285	1022	2006.720126
downscaling	-0.8318	0.7745	3	287	1188	2012.79878
draft	1.1175	0.32	2	117	322	2009.951673
drag	0.6522	-0.5793	4	458	2330	2008.382867
drainage	0.4083	-0.5651	4	1098	22270	2008.81777
drainage basin	-0.1785	0.0762	3	362	1406	2007.608434
drawdown	1.3092	0.1293	2	144	410	2009.597015
drift	0.4078	0.2004	2	567	2876	2007.53137
drilling	0.2101	0.1669	3	221	688	2009.19218
drivers	0.171	0.7748	3	505	2820	2015.214206
dronning maud land	0.7625	-0.1572	3	123	316	2007.602888
duration	-0.5319	0.2008	1	677	4880	2008.532595
dust	0.0599	0.1756	2	218	664	2009.168189
dye	-0.2745	-0.6597	4	160	448	2004.74
dynamics	0.4066	-0.2	4	1338	37254	2010.313072
earth	-0.3516	0.053	1	941	10672	2010.179198
earthquakes	0.6227	-0.8547	4	278	1430	2009.039593
east	0.1859	-0.1092	2	895	8436	2008.607533
eastern	-0.6299	-0.0069	1	278	918	2008.869757
ecmwf	-0.8217	0.9765	3	283	1142	2008.705179
ecology	0.495	0.187	2	206	606	2009.579615
ecosystem	0.7789	0.0687	2	415	1858	2011.299513
eddies	0.9199	-0.0671	2	136	332	2008.668786
eemian	-0.0802	1.1103	3	251	1074	2007.367847
effects	0.2015	0.0897	2	1310	28066	2008.834618
efficacy	-0.6056	-0.1389	1	135	314	2011.532915
efficiency	-0.0266	-0.7077	4	426	2122	2009.198697
effort	0.033	-0.2017	1	421	1766	2009.28
ela	-0.3559	0.7792	5	420	2348	2008.354167
elements	0.2103	-0.4888	4	520	2592	2008.706361
elevation	-0.7439	-0.1902	1	1297	41670	2009.824954
embayment	0.0742	-1.1189	5	108	284	2009.366584
emergence	0.4893	-0.144	4	263	810	2009.419162
emissions	-0.5288	0.6322	3	619	4654	2009.691385
empirical	0.1121	0.7696	3	185	532	2009.435484
energy	-0.195	0.1453	3	972	11474	2008.723489
energy balance	-0.4187	0.4944	3	425	1954	2008.914956
engineering	0.1361	0.0274	2	132	308	2011.966811
enhanced	0.0223	-0.2685	1	362	1356	2009.105949
ensemble	-0.1158	0.9239	3	405	2174	2012.843972
entrainment	1.1856	-0.1216	2	245	1062	2006.92671
envelope	0.6889	-0.8572	4	96	250	2008.929752
environment	0.0262	-0.1949	1	876	7412	2009.620856
environmental	-0.9015	0.6784	3	241	726	2009.652452
environmental changes	-0.1096	0.3775	2	172	462	2011.631369
environmental conditions	0.2123	-0.1083	2	166	432	2011.073304
envisat	-1.0541	-0.1919	1	353	1640	2011.143695
episode	0.5651	-0.1865	2	162	416	2007.181633
epoch	-0.978	0.0574	1	260	816	2008.713287
equilibrium	-0.121	0.6092	3	785	7948	2007.331412
equipment	-0.5543	-0.6799	1	155	444	2009.821326
era-40	-0.8725	0.9683	3	281	1168	2009.710145
era-interim	-0.701	0.9738	3	371	1840	2015.76381
erosion	0.4837	0.0198	5	568	3034	2008.588984
error	-0.8084	-0.3228	1	974	13898	2009.089766
ers	-1.0148	-0.4219	1	217	804	2006.829851
ers-1	-1.024	-0.7965	1	207	752	2000.170455
eruption	-0.5521	0.5867	5	262	982	2008.698131
esa	-0.9632	-0.2147	1	295	1254	2013.197861
establishment	0.5091	-0.6031	4	185	570	2009.077273
estimate	-0.4971	-0.1499	1	1030	13092	2009.037943
europe	-0.17	0.9932	3	218	670	2009.264767
european	-0.8477	0.1935	1	415	1806	2008.535922
evaluation	-0.7213	0.1952	1	648	4614	2010.494567
evaporation	-0.4313	1.3313	3	220	858	2007.500434
events	0.4999	-0.4348	4	1154	20208	2008.940003
evolution	0.1447	-0.1378	4	1114	19856	2009.317419
excavation	0.2339	-0.048	1	124	284	2008.945455
excess	0.752	-0.3986	2	345	1420	2006.587452
exchange	1.0738	0.013	2	499	2958	2008.103913
exercise	-0.82	0.5795	3	132	352	2007.717087
expansion	0.3184	0.2668	5	656	4636	2010.313347
expedition	-0.7556	-0.1665	1	299	1018	2008.265986
experimental	-0.628	-0.5676	1	323	1322	2008.538829
experiments	-0.1518	0.0377	3	1082	14886	2008.056984
experts	-0.3851	-0.1093	1	107	242	2012.340659
explanation	0.5212	0.1876	2	370	1424	2007.120259
exploration	0.2787	-0.1074	2	206	560	2009.280242
export	1.0774	0.1942	2	348	1540	2009.527633
exposure	0.1556	0.4332	5	329	1174	2009.120837
expression	-0.2359	-0.9427	1	203	548	2010.221853
extension	0.4807	-0.1182	5	443	1886	2007.564542
extent	-0.2362	0.4132	5	1109	17732	2009.292904
extraction	-0.4434	-0.3645	1	366	1324	2009.332489
extrapolation	-0.7977	0.2899	1	445	2328	2007.606469
extreme	-0.3164	0.9544	3	247	866	2011.052923
fabric	0.0814	-1.1015	4	102	248	2006.718579
face	1.1663	-0.4228	2	443	2510	2010.409917
facies	-0.7235	0.0568	1	340	1220	2005.955224
failure	0.2261	-0.7771	4	394	1664	2009.185744
fall	0.6944	-0.0586	2	531	2952	2008.13205
fast	0.1127	-0.6354	4	371	1488	2008.162581
fate	0.6795	0.3485	2	315	1058	2010.213755
fault	0.4252	-0.6762	4	271	860	2007.03453
feasibility	-0.7985	-0.263	1	293	1048	2009.413978
features	-0.2406	-0.3716	1	943	8788	2008.398624
feedback	0.2175	0.8147	3	756	7524	2010.893652
fidelity	-1.1179	0.3592	1	180	480	2009.813596
field	-0.1163	-0.1209	1	1247	23680	2008.149599
field campaign	-0.5146	-0.2876	3	139	348	2011.342246
field data	0.0547	0.209	3	389	1584	2008.705882
field measurements	-0.6202	-0.2251	5	341	1478	2009.733042
field observations	0.287	-0.6865	4	408	1692	2009.606725
filter	-0.7928	-0.2833	1	459	2198	2008.739821
fiord	0.7807	0.4749	5	174	492	2004.774336
firn	-0.3692	-0.5689	1	835	10270	2008.438931
fisheries	0.9736	0.388	2	139	336	2009.372986
fit	-0.0473	0.0966	1	287	892	2009.546259
fjord	0.9621	0.0922	2	1071	18912	2010.034467
flexure	1.081	-0.6231	4	230	848	2008.367742
flight	-0.6927	-0.7194	1	352	1598	2007.375
floats	0.9981	-0.4098	2	201	624	2010.247475
flood	0.419	-0.3902	4	457	2136	2008.873819
flow	0.4316	-0.4999	4	1312	36898	2008.227829
fluctuations	0.3085	0.2372	5	841	8418	2007.651355
fluid	0.6958	-0.6191	2	296	1070	2008.294565
flux	0.7165	0.2914	2	1120	18692	2008.597609
focus	-0.1119	0.1788	1	436	1846	2011.577425
focusing	0.2323	-1.0211	1	122	294	2010.075556
footprint	-0.5177	-0.677	1	449	2374	2010.881764
forcing	0.4823	0.3488	3	1210	23440	2009.576195
forecasts	-0.2758	0.5945	3	498	2576	2011.270248
forest	-0.1689	-0.0114	1	254	830	2009.036828
formation	0.3043	-0.2975	4	905	8330	2008.321264
foundation	-0.1763	-0.1037	1	153	406	2010.923077
