id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
arctic regions	-0.0764	-0.1403	4	1225	9910	93	2013.278834
arctic rivers	0.0615	0.8413	1	478	2410	24	2011.739496
arctic soils	-0.6731	-0.5116	3	859	5578	55	2013.785276
arctic tundra	-0.5817	-0.345	3	1255	13274	118	2013.816872
arctic tundra soils	-1.0958	-0.384	3	381	1572	13	2011.967742
arctic warming	-0.8729	-0.2506	3	582	2748	24	2014.481818
arctic waters	-0.0671	0.6448	1	489	1670	14	2011.466431
arctic watersheds	-0.2581	0.9044	1	342	1348	13	2013.485714
arctic wetlands	-0.1533	-0.0453	4	576	2716	24	2015.222222
area	0.1217	0.1349	4	1762	88120	861	2011.37466
areal extent	0.2388	0.0279	2	484	1974	21	2010.011364
array	-0.0547	0.3989	4	591	2426	20	2011.101235
asia	0.9242	-0.2743	2	425	1630	17	2013.012594
aspect	0.5657	0.1962	4	669	3148	31	2011.749104
assemblages	-0.9922	0.436	1	401	1456	14	2012.247588
assessment	0.3324	-0.1075	4	1260	12134	120	2013.024899
assimilation	0.0533	-0.8037	3	404	1294	11	2012.629787
association	-0.1904	-0.0021	3	762	3518	38	2011.081886
atmosphere	-0.3642	-0.5558	3	1472	23616	221	2011.581199
atmospheric methane	-0.6718	-0.111	4	463	2014	21	2013.325
attention	-0.0843	-0.2584	4	823	4084	43	2012.917808
autumn	0.9142	-0.3351	2	731	4390	41	2011.726708
availability	-0.6977	-0.0403	3	1214	10552	93	2012.908905
backscatter	0.2389	0.7423	4	515	2622	23	2011.126712
bacteria	-1.2882	-0.3649	3	385	1594	16	2012.900394
balance	0.0679	-0.3643	3	1516	22868	199	2011.539286
balance model	0.3271	0.4931	1	421	1476	12	2011.842391
banks	-0.6067	0.6995	1	402	1450	15	2009.070423
barrow	-0.0422	-0.1177	4	1055	10000	90	2011.224344
barrow alaska	-0.2331	-0.1794	3	883	6716	60	2010.863014
basal	-0.6106	0.1748	1	549	1950	17	2012.568254
base flow	0.36	0.8972	1	376	1588	15	2012.133333
baseflow	0.248	0.8943	1	388	1662	16	2015.25
baseline	0.4436	0.1837	4	900	5190	47	2012.74934
basin	0.1447	0.4656	1	1570	26600	249	2010.09645
bay	-0.1626	0.8092	1	810	4964	51	2010.11814
beaufort	-0.4087	0.9461	1	338	1194	12	2010.621769
bed	0.0991	0.9835	1	319	1130	12	2012.649281
bedrock	0.3561	0.2579	4	597	2320	23	2011.093588
behavior	0.4259	0.4293	4	656	2800	27	2011.103784
behaviour	0.1419	0.569	1	417	1380	13	2010.943662
beiluhe basin	0.9699	0.5242	2	383	1750	17	2015.470588
belowground	-0.6963	-0.9621	3	400	1582	14	2014.25
bias	0.8049	-0.5745	2	815	5292	42	2013.065051
biases	0.8314	-0.6979	2	545	2562	22	2013.826211
biodiversity	-0.1423	0.1554	1	464	1672	17	2013.864286
biogeochemical cycles	-0.7103	0.0897	1	499	1692	15	2013.854651
biogeochemical model	-0.4421	-0.8629	3	449	1958	17	2014.390805
biogeochemical processes	-0.232	-0.3962	4	582	2374	22	2013.733333
biogeochemistry	-0.4473	-0.3805	3	804	4342	42	2014.025316
biomarker	-1.2473	-0.0569	3	454	1924	17	2012.628169
biomass	-0.6816	-0.7043	3	965	8278	77	2012.021332
biomass carbon	-0.7069	-0.918	3	360	1512	14	2014.015385
biomes	-0.3127	-0.6325	3	612	2540	22	2013.216867
birch	-0.2098	0.5078	1	318	1080	11	2012.15
black spruce	-0.4871	-0.4321	3	602	3176	28	2011.309524
body	0.0109	0.7648	1	1119	9558	91	2011.227462
bog	-0.5221	0.333	1	874	6064	53	2013.827273
boreal	-0.2765	-0.2434	3	1309	15028	135	2012.614137
boreal ecosystems	-0.3885	-0.6395	3	453	1786	15	2012.4
boreal forest	-0.3226	-0.3391	3	1044	8688	75	2011.745283
boreal region	-0.1969	-0.7481	3	407	1480	13	2012.73913
borehole	0.9423	0.2151	2	841	5918	58	2012.604563
bottom temperature	0.6594	0.6314	2	315	1092	11	2010.236559
boundary	0.4479	0.3523	4	957	6552	67	2008.420868
boundary conditions	1.0163	-0.107	2	664	3688	33	2010.430736
bounty	-0.7821	0.5517	1	333	1424	13	2011.592593
bp	-0.8144	0.6094	1	686	4142	39	2012.006369
bubbles	-0.4128	0.4494	4	431	2208	22	2010.153846
budget	-0.0344	-0.5287	3	1238	12656	115	2011.153068
building	0.7216	0.221	2	343	1160	12	2011.116071
bulk density	-0.5074	-0.4615	3	805	4912	43	2012.173913
burial	-0.8181	0.0326	1	481	1708	15	2012.020619
c balance	-0.6987	-0.9257	3	568	3058	24	2014.697674
c cycle	-0.7437	-0.8664	3	470	2028	17	2015.142857
c source	-0.4641	-1.0483	3	369	1418	12	2014.333333
c stocks	-1.0393	-0.4035	3	421	1582	13	2015.137931
c-13	-1.0892	-0.1071	3	763	4682	42	2013.180371
c-14	-1.0019	8e-04	3	726	4146	41	2010.938406
c-band	0.2019	0.8079	4	360	1558	15	2013.466667
c/n ratio	-1.051	-0.2343	3	499	2200	20	2011.188679
ca	-0.8314	0.3613	1	379	1314	13	2010.753333
calibration	0.6373	-0.0942	4	849	4678	40	2011.99511
calm	0.6936	0.0014	2	512	2166	19	2008.25
camera	0.2308	0.4972	4	368	1124	11	2013.671756
canada	-0.1447	0.6555	1	1557	28722	281	2011.058788
canadian	-0.2653	0.3721	1	891	5000	48	2010.480463
canadian arctic	-0.6505	0.5097	1	686	3268	30	2012.163636
canopy	0.4697	-0.4386	2	547	2302	19	2012.634731
capabilities	0.367	0.557	4	378	1240	11	2013
capacity	0.1445	-0.3369	3	1117	8194	75	2013.094099
cape	-0.7877	0.5508	1	373	1616	15	2009.255255
cape bounty	-0.7504	0.5819	1	345	1508	14	2016.157895
carbon	-0.6712	-0.4279	3	1722	81694	768	2013.107259
carbon accumulation	-0.8465	-0.2828	3	491	1998	18	2013.177778
carbon balance	-0.4319	-0.8803	3	702	4060	37	2013.392857
carbon budget	-0.3486	-0.7962	3	656	3284	29	2012.466216
carbon content	-0.3759	-0.4679	3	804	4306	39	2012.688
carbon cycle	-0.5712	-0.6554	3	1238	13104	117	2014.082353
carbon cycling	-0.8992	-0.314	3	812	4404	39	2014.143411
carbon dioxide	-0.8865	-0.6371	3	1176	15200	135	2013.148903
carbon dynamics	-0.4662	-0.8115	3	801	5052	42	2013.959016
carbon emissions	-0.6984	-0.8208	3	675	4060	39	2014.470588
carbon exchange	-0.3259	-0.7795	3	616	3002	25	2013.8
carbon flux	-0.3931	-0.8186	3	870	5856	50	2012.72381
carbon isotopes	-1.1223	-0.099	3	528	2418	22	2012.083744
carbon loss	-0.8845	-0.7907	3	529	2472	22	2014.763158
carbon pools	-0.7643	-0.6411	3	941	7188	71	2013.806667
carbon reservoirs	-0.8234	-0.5721	3	398	1324	11	2014.833333
carbon sinks	-0.5433	-0.7484	3	580	2586	24	2013.912698
carbon source	-0.6453	-0.6038	3	577	2612	22	2012.515152
carbon stocks	-0.4445	-0.8095	3	1012	8850	79	2014.463415
carbon storage	-0.758	-0.3248	3	901	6054	56	2014.537313
carbon-climate feedback	-0.2797	-1.0925	3	410	1600	13	2015
carex	-0.8956	-0.4967	3	357	1190	11	2012.730769
case	0.3946	0.3521	4	1321	12292	119	2010.847835
case study	0.2222	0.5952	4	827	4344	41	2012.678179
catchment	-0.1643	0.7624	1	1020	8856	89	2013.188825
catchment scale	0.2552	0.7962	1	362	1180	12	2014.214286
cation	-0.6941	0.1793	3	506	2168	21	2011.468354
cause	0.2009	0.0808	1	961	5896	58	2011.675244
cell	0.5317	-0.4346	2	625	2922	25	2011.359784
central yakutia	-0.241	0.4213	1	432	2036	20	2013.952381
century	0.2365	-0.4191	2	1320	16470	157	2012.205869
ch4	-0.9042	-0.4964	3	1294	21906	199	2014.017857
ch4 production	-1.1275	-0.5322	3	636	3986	34	2014.79661
challenges	0.1721	0.1209	4	1011	6482	64	2014.48237
chamber	-0.5794	-0.8494	3	679	4412	40	2013.240506
change detection	0.0857	0.7809	1	388	1402	12	2012.679612
changes	0.0655	-0.1177	2	1767	126530	1224	2012.206219
channel	-0.0154	0.8839	1	866	5572	55	2009.903036
characteristics	0.0591	0.1806	1	1621	26950	261	2010.936545
characterization	0.0493	0.2972	4	790	4178	40	2012.72969
chemical	-0.6852	0.019	3	818	4324	42	2011.607029
chemical characteristics	-0.8514	0.1401	1	365	1172	11	2011.75641
chemical composition	-0.943	-0.0171	3	378	1396	13	2012.512915
chemical properties	-0.8417	-0.236	3	426	1570	16	2011.438017
chemistry	-0.8195	0.3615	1	883	5776	54	2012.465976
china	0.8951	-0.2679	2	1156	16024	167	2013.948798
chronosequence	-0.8729	-0.4824	3	554	2332	20	2013.863636
circles	-0.5117	-0.0861	1	325	1328	15	2009.15
circulation	0.7698	-0.3233	2	798	5028	46	2010.44219
circumpolar	0.3108	-0.3177	4	808	4756	43	2008.65295
citation	-0.2795	0.0338	3	420	1410	15	2010.689507
class	-0.0137	-0.1769	4	709	3228	28	2011.519757
classification	-0.009	0.3171	4	1119	9680	96	2011.561043
clay	-0.5495	-0.2351	3	649	3132	32	2009.622093
climate	0.0649	-0.2146	2	1765	106084	1012	2012.847305
climate change	0.0863	-0.267	2	1729	60488	583	2013.106897
climate change impacts	0.6978	-0.3352	2	518	2226	21	2013.417178
climate change permafrost	0.3101	-0.0882	2	773	4146	38	2013.574074
climate change scenarios	0.3792	-1.0464	2	407	1646	16	2012.470588
climate change studies	0.318	-0.8653	2	373	1308	11	2012.596154
climate data	0.7166	0.1853	2	607	2676	23	2012.201878
climate driven	-0.1466	0.7238	1	514	1880	17	2013.781513
climate effect	-0.3354	-0.5514	3	502	1852	16	2012.878049
climate feedbacks	-0.4193	-0.7642	3	967	7378	65	2014.252595
climate forcings	0.4682	-0.6881	2	454	1654	13	2012.930131
climate impacts	0.2736	-0.5324	2	566	2474	23	2013.568493
climate model	0.6283	-0.7309	2	1110	12656	115	2013.16224
climate projections	0.6518	-0.6751	2	424	1670	16	2014.908629
climate scenarios	0.5735	-0.5013	2	655	3214	30	2013.937824
climate system	0.29	-0.6886	2	783	4820	43	2012.717277
climate variability	0.2857	0.4888	1	657	2792	27	2012.20898
climate warming	0.1734	-0.2319	2	1555	25120	235	2013.628339
climatic conditions	0.119	-0.0655	2	1126	7730	73	2011.992424
climatic factors	-0.2303	-0.2664	3	521	2092	21	2013.463415
climatic gradient	-0.2022	-0.0343	1	391	1414	15	2012.5
clm	0.3291	-1.0041	2	374	1338	11	2014.7
cloud	0.7754	0.0394	4	457	1668	14	2010.976891
cluster	-0.3098	0.4811	4	424	1550	15	2011.949896
cmip5	0.8596	-0.956	2	530	3192	28	2015.883929
co2	-0.7753	-0.7455	3	1401	28370	255	2013.165022
co2 concentrations	-0.172	-1.1577	3	432	1918	17	2012.696319
co2 emission	-0.7757	-0.8294	3	783	5548	50	2014.889447
co2 exchange	-0.4773	-0.9749	3	415	1774	15	2013.621951
co2 flux	-0.5311	-0.8956	3	793	5452	46	2014.428571
co2 production	-1.1631	-0.5453	3	558	3136	27	2013.814815
co2 release	-0.9191	-0.6612	3	384	1374	13	2014.878788
co2 sink	-0.5484	-0.8892	3	354	1392	11	2014.30303
co2 uptake	-0.638	-0.8995	3	498	2466	20	2014.325
coast	-0.2554	0.7757	1	873	5506	56	2010.134684
coastal	-0.3855	0.5657	1	1146	10294	100	2010.739865
coastal erosion	-0.5466	0.6331	1	570	2336	22	2012.326087
coastal plain	-0.3768	0.5332	1	1013	8096	78	2011.185185
coastline	-0.5688	0.4022	1	423	1388	13	2010.273529
coefficients	0.3243	-0.3986	4	459	1510	15	2010.617647
cold	0.536	-0.2553	2	818	4682	45	2011.824903
cold climate	0.2899	0.3317	2	405	1252	14	2010.489583
cold regions	1.0354	-0.0908	2	1040	10122	95	2013.059524
cold season	0.6791	-0.1577	2	704	3516	32	2012.664596
collapse	-0.9172	0.0902	3	750	4070	40	2012.51938
collection	0.4333	0.2544	4	464	1646	17	2011.129412
column	-0.3514	-0.2064	3	978	7194	63	2010.224159
community	-0.6039	-0.3342	3	1460	20636	195	2013.620087
community composition	-1.161	-0.1807	3	546	2432	21	2014.941973
community land model	0.7458	-0.8416	2	682	4090	36	2013.98
community structure	-1.1251	-0.3722	3	464	2000	19	2013.563433
compaction	-0.3539	0.2639	1	416	1404	12	2013.106796
comparison	0.3257	-0.1578	4	1424	16770	155	2010.70057
complex	-0.3818	0.1909	1	1142	8290	75	2011.908387
composition	-0.8457	0.0547	3	1349	15460	145	2012.45256
compounds	-1.1472	-0.272	3	487	2220	22	2012.161238
concentrations	-0.636	-0.1533	3	1473	23058	220	2011.643222
concept	0.1307	-0.0493	2	396	1328	14	2011.306773
conceptual model	-0.4311	0.3277	1	627	2720	24	2011.796178
concerns	0.1497	0.4136	1	455	1540	17	2012.89313
condition	0.9199	0.0322	2	883	5704	53	2010.79798
conduction	0.9928	-0.0849	2	744	4596	41	2010.1
conductivity	0.4223	-0.2253	2	1207	11752	106	2011.544304
confidence intervals	-0.2791	-0.5869	4	439	1640	16	2013.525
configuration	0.5895	0.3973	2	535	2028	20	2012.603053
connectivity	-0.1371	0.9293	1	707	4188	39	2015.170984
consequences	-0.1629	0.3469	1	1038	7082	65	2012.275862
constraints	-0.2189	-0.4371	4	559	2214	22	2011.060453
construction	0.8016	0.1531	2	669	3314	35	2011.684729
consumption	-1.0837	-0.3079	3	415	1570	14	2011.012232
content	0.022	-0.1676	2	1674	40018	371	2011.761593
continuous	-0.2589	0.3223	1	441	1500	14	2011.574468
continuous permafrost	0.1423	0.3038	1	1309	12846	121	2013.076923
contraction	-0.0092	0.6778	1	404	1304	13	2011.387387
contrast	-0.3956	-0.003	3	1328	11660	113	2011.509677
control	-0.3499	-0.265	3	1551	24588	220	2012.474255
cooling	0.6713	-0.1081	2	823	5008	46	2010.829787
core	-0.8484	0.3749	1	1128	10792	96	2010.446523
correlation	0.0798	-0.309	4	1332	13684	134	2011.333794
correlation analysis	0.7683	-0.4894	2	327	1288	12	2011.104167
correspondence	-0.343	-0.0441	1	496	1944	19	2010.493023
corridor	0.8268	0.5071	2	519	2254	21	2013.470588
costs	0.4178	-0.1575	2	415	1420	15	2013.503597
coupled	0.8993	-0.8287	2	554	3072	26	2014.46932
coupled models	0.896	-0.9252	2	470	2630	22	2015.212806
coupling	0.5656	-0.6601	2	560	2346	21	2011.935532
covariance	-0.2311	-0.8017	3	753	5112	43	2012.039146
cover	0.4167	-0.0193	2	1658	37952	342	2011.664763
coverage	0.0955	0.0969	4	1114	8398	77	2012.329283
cracking	-0.1286	0.6272	1	351	1224	12	2010.727273
cracks	0.1898	0.8071	1	360	1212	13	2011
creek	0.0726	0.8403	1	626	2942	27	2010.423077
criteria	0.6031	-0.0107	2	274	842	11	2010.149038
crow	-0.2994	1.0402	1	407	1808	17	2012.210526
crown	0.4071	0.6913	2	528	2080	20	2011.075472
cryogenic processes	-0.753	-0.2178	3	382	1390	15	2012.392857
cryosols	-0.7864	-0.0402	3	499	2008	22	2014.068966
cryosphere	0.8589	-0.1621	2	612	2964	31	2014.539877
cryostratigraphy	-0.3615	0.8401	1	488	2082	20	2014.047619
cryostructures	-0.6095	0.7378	1	397	1514	15	2012.764706
cryoturbation	-0.7493	-0.1826	3	684	3894	41	2012.033898
current	-0.1006	-0.2293	4	553	1906	20	2008.757215
current climate	0.3355	-0.8476	2	428	1592	14	2013.02963
cycle	-0.0844	-0.4845	3	1601	28930	268	2011.47296
cycling	-0.8042	-0.2109	3	1244	12052	107	2014.035763
damage	0.2208	0.1847	2	544	2144	20	2013.018116
data	0.3915	0.0698	4	1760	78308	751	2011.015066
data analysis	0.4003	-0.0345	2	403	1276	12	2011.003436
data set	0.4924	-0.1603	2	758	3956	37	2010.433246
data sets	0.5967	-0.4021	4	806	4560	41	2011.63144
data/model	0.5134	-0.381	2	579	2376	23	2011.4
database	-0.012	-0.4812	4	844	5610	55	2012.403509
dataset	0.6702	0.1215	4	776	3858	38	2012.68054
date	0.1404	0.2204	1	962	6030	59	2012.087051
dating	-0.8682	0.4747	1	557	2350	22	2010.925926
decadal	-0.1401	-0.214	4	515	2048	19	2012.008761
decay	-0.3957	0.4667	1	533	2150	22	2010.074434
decline	-0.4152	0.046	1	720	3564	34	2013.254217
decomposers	-1.058	-0.8285	3	401	1764	18	2014.45
decomposition	-0.8702	-0.6629	3	1260	19110	173	2012.585736
deep	-0.2598	0.3321	1	496	1838	18	2008.172697
deep soil	-0.0013	-0.9358	3	606	3036	25	2014.333333
definition	0.3672	-0.3444	4	429	1472	16	2010.611111
deformation	0.3644	0.8673	4	434	1754	16	2010.55336
deglaciation	-0.5271	0.275	1	329	1042	12	2010.986813
degradation	-0.0965	0.0713	1	1707	48824	461	2013.464824
degradation rates	0.2992	0.1547	2	378	1278	12	2013.465116
degree-days	1.1248	0.3429	2	371	1460	16	2011.387755
delay	0.3029	-0.0116	2	425	1360	12	2011.240223
delivery	-0.8543	0.596	1	411	1564	13	2013.849246
delta	-0.3663	0.4017	1	1264	12282	111	2010.255844
demand	-0.2975	0.0716	4	327	984	12	2013.574627
density	-0.2458	-0.2904	3	1374	15332	140	2009.879211
dependence	0.2461	-0.2592	4	689	2968	31	2010.591411
depletion	-0.799	0.1208	3	414	1316	12	2011.778068
deposition	-0.8207	0.3085	1	640	2858	26	2012.094256
deposits	-0.7057	0.4059	1	1114	9934	98	2011.200561
depression	-0.1746	0.3523	1	890	5104	51	2010.355769
depth	0.2246	-0.2476	2	1752	68434	651	2010.672402
description	0.5997	-0.4158	2	697	3164	28	2009.996622
desert	0.1249	-0.5287	3	667	3622	35	2011.209622
design	0.7174	0.1766	2	718	3664	39	2013.015625
detachment	-0.707	0.5507	1	502	1976	18	2012.828947
detail	0.2764	0.1113	4	393	1228	12	2011.078886
detection	0.2664	0.6521	4	990	6984	66	2012.417625
determination	0.292	0.1698	4	423	1308	13	2010.57381
development	-0.0192	0.4864	1	1603	27266	276	2011.773084
diatom	-1.0019	0.4156	1	362	1370	13	2012.261803
difference	0.6048	-0.1891	4	1260	12010	110	2011.163032
difference vegetation index	0.2456	-0.4082	4	586	2758	23	2013.064
diffusion	0.3476	-0.4624	2	579	2594	24	2008.759067
diffusivity	0.9898	-0.2841	2	493	2476	25	2009.739496
digital elevation model	0.5547	0.5385	4	616	2860	27	2012.770142
discharge	0.5327	0.7011	1	1000	9758	96	2012.354474
discontinuous permafrost	0.2606	0.4591	1	1329	17416	163	2012.089494
discontinuous permafrost zone	0.0349	0.4702	1	748	4336	40	2013.196429
discontinuous zone	1.0681	0.1666	2	333	1220	11	2010.75
discrepancies	0.3612	-0.5211	2	614	2634	23	2011.321353
displacement	-0.0984	0.6311	1	381	1248	13	2010.607877
dissolved	-1.022	0.0904	3	386	1352	13	2012.616949
dissolved organic	-1.1386	0.0894	3	356	1224	12	2013.264026
distance	0.1165	0.7469	1	489	1896	22	2011.010448
distribution	0.2845	0.058	4	1706	45294	441	2010.907306
distribution patterns	0.3863	-0.3736	4	354	1456	15	2010.866972
disturbance	-0.3985	0.3996	1	1383	17068	156	2011.750678
diversity	-0.6564	-0.027	3	812	4438	44	2013.553494
doc	-0.9909	0.0828	3	756	4306	40	2012.69379
dominance	-0.8636	-0.1455	3	541	1894	18	2012.29375
drainage	-0.2812	0.4989	1	1417	17662	157	2012.254459
drilling	0.674	0.768	1	372	1404	14	2011.883459
drivers	-0.4879	-0.0616	1	1056	7086	61	2015.864011
drying	-0.2165	-0.0494	1	622	2878	24	2013.294737
duration	0.616	0.2278	2	1033	8046	79	2012.189258
dwarf shrubs	-0.7232	0.2463	1	433	1504	12	2013.289308
dynamics	-0.0268	-0.1609	3	1727	49044	444	2012.382241
earth	0.0611	-0.5969	2	1227	11724	106	2012.416212
earth system	0.1616	-0.9117	2	898	6938	58	2015.459227
earth system models	0.1552	-0.9227	2	826	5810	47	2016.009881
east	-0.2191	0.402	1	843	4462	46	2011.088561
eastern	-0.212	-0.1854	3	524	2076	21	2011.347648
eastern siberia	-0.2412	-0.1846	3	509	2166	21	2012.863636
ebullition	-0.8171	0.1691	4	580	3210	31	2013.886364
ec	-0.2894	-0.7337	4	476	2010	17	2013.685393
ecology	0.1113	0.2719	1	869	5358	55	2012.514768
ecosystem	-0.3398	-0.5068	3	1708	55480	494	2013.530062
ecosystem c	-0.5133	-0.9836	3	481	2112	17	2012.970588
ecosystem changes	0.0077	-0.3156	4	424	1456	12	2013.350427
ecosystem exchange	-0.5118	-1.0486	3	604	3772	29	2014.156627
ecosystem models	0.1161	-1.043	3	631	3318	29	2013.345455
ecosystem processes	-0.3655	-0.6748	3	378	1196	11	2013.946903
ecosystem respiration	-0.6554	-1.008	3	759	6416	54	2015.141509
ecosystem responses	-0.4001	-0.751	3	453	1666	14	2013.298246
ecosystem structure	-0.6077	-0.3166	3	411	1374	11	2012.914634
ecotone	-0.0413	0.3098	1	387	1316	11	2012.515723
eddy covariance	-0.1869	-0.7861	3	802	5946	50	2014.666667
effects	0.0793	-0.3894	3	1740	62508	594	2011.624055
efficiency	0.1568	-0.6139	3	509	1822	16	2012.80663
efflux	-0.6427	-0.4184	3	629	3086	25	2013.130435
electrical conductivity	-0.3694	0.0898	1	421	1444	13	2010.933333
electrical resistivity	0.6332	0.5569	4	464	1930	17	2013.704918
electrical resistivity tomography	0.7612	0.519	4	379	1404	12	2014.395349
electron	-1.1402	-0.4039	3	360	1536	15	2011.572917
elements	-0.0422	0.3755	1	939	5534	58	2011.89258
elevation	0.4718	0.4129	4	1195	10952	106	2012.227186
elevation model	0.5777	0.4302	4	534	2128	19	2012.230435
emission scenarios	0.3958	-0.9186	2	557	2854	26	2013.561404
emissions	-0.6654	-0.511	3	1480	31680	305	2013.550741
energy	0.7755	-0.2802	2	1365	19006	166	2011.753532
energy balance	1.0224	-0.1965	2	871	6168	51	2012.273256
energy budget	1.0859	-0.6142	2	541	2712	22	2012.758621
energy fluxes	0.6294	-0.665	2	600	3058	24	2012.005128
engineering	1.0981	0.1048	2	833	6578	67	2012.982353
