id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
key	-0.7358	0.2819	3	364	1406	2010.680262
knowledge	0.0599	-0.0255	3	886	7108	2011.311559
kolyma	0.2667	-0.1808	1	384	1436	2009.145161
l-band	-0.8352	-0.6073	3	259	1002	2012.949721
labile	1.1517	0.825	2	297	1174	2009.943396
laboratory	0.5048	0.2977	2	728	4970	2007.465259
laboratory experiments	-0.479	0.3937	3	217	616	2007.86255
labrador	-0.8501	-0.2195	4	140	416	2007.444614
lacustrine	0.9283	-0.6973	1	258	846	2007.772586
lag	-0.2049	0.7544	4	300	1082	2008.722821
lake	0.339	-0.4105	1	1420	38582	2008.594336
lake ice	-0.4376	-0.4952	3	418	1964	2009.314286
lake level	0.5505	-0.8108	1	265	964	2008.85623
lake sediments	1.1158	-0.1127	2	380	1518	2009.00554
lake water	0.8921	-0.3726	1	418	1838	2008.864629
land	-0.6108	0.3794	4	1347	34102	2009.148895
land surface	-0.5712	0.2186	4	636	3968	2010.371841
land use	-0.4509	0.7124	4	234	706	2011.696629
landforms	0.0094	-0.679	1	763	5414	2009.879603
landsat	-0.4664	-0.6466	3	710	5944	2010.33532
landscape	0.3274	-0.1992	1	1447	38810	2011.306963
landscape evolution	-0.0089	-1.151	1	284	1022	2010.84507
landslides	0.2217	-0.8692	1	285	948	2012.366438
language	0.9107	0.0437	2	482	2410	2016.599415
larch	0.5193	0.2517	1	369	1784	2011.157895
large	0.191	0.5184	2	463	2146	2008.616924
large-scale	-0.3435	0.0943	3	362	1250	2008.937922
larix	0.8913	0.0535	1	257	890	2010.049383
laser	-0.6502	-0.0733	3	191	490	2009.589474
late	0.4406	-0.6316	1	363	1334	2007.284726
late holocene	0.7842	-0.7992	1	160	468	2009.746114
late pleistocene	0.8231	-0.6688	1	242	778	2008.569307
late summer	0.1863	-0.702	1	269	850	2008.352034
latent	-1.0516	0.3116	4	553	3944	2008.406082
latent heat	-0.9093	-0.4024	4	377	1754	2008.125475
latent heat flux	-1.0584	0.7545	4	329	1616	2007.890244
lateral	-0.8515	-0.3941	4	206	624	2007.207447
latitude	-0.2052	0.3675	4	760	5570	2007.895631
layer	-0.0179	0.3221	4	1516	65542	2008.050692
leaching	1.2413	-0.1023	1	195	546	2009.076046
lead	0.1282	0.2247	4	497	2342	2008.141769
leaf	0.6496	0.875	2	169	456	2007.867001
learning	-0.6612	-0.4615	3	135	392	2013.029851
legacy	0.0813	-0.0479	3	282	906	2013.072351
lena	-0.1271	0.1524	4	667	4722	2009.526316
length	-0.3369	0.0625	3	546	2544	2007.902115
lenses	0.4972	-0.7177	1	249	904	2006.774295
levels	0.3002	-0.0659	1	946	8792	2008.087057
lgm	-0.0745	0.2354	1	242	870	2009.82967
lichens	0.3759	0.6668	2	269	864	2007.849478
lidar	-0.696	-0.7264	3	438	2066	2009.528468
life	0.3432	-0.6449	1	269	764	2009.496831
light	0.2166	0.0149	1	443	1752	2008.497181
lignin	1.2097	0.258	2	204	636	2009.553333
likelihood	-0.7355	0.1147	3	224	628	2010.108475
limit	-0.2508	0.0805	3	1003	8980	2008.405998
limnology	0.8408	-0.4277	1	222	628	2007.823529
line	-0.3525	-0.2746	1	639	3652	2008.353935
lineages	0.9699	0.6572	2	181	542	2010.831599
linkage	0.3437	-0.3547	1	271	774	2010.40874
links	0.0755	0.1739	2	427	1640	2010.597109
liquid water	-0.6196	-0.4997	4	364	1276	2009.581292
list	-0.1419	0.2048	3	155	386	2010.001938
literature	-0.1764	-0.2899	3	526	2242	2009.415346
lithology	0.1984	-0.4762	1	268	872	2008.606112
litter	0.1999	0.6841	2	325	1234	2008.610169
living	-0.0015	0.342	1	185	478	2008.620596
loading	0.7862	-0.5388	1	269	932	2008.487434
local scale	-0.5278	0.0879	4	277	876	2010.141667
location	-0.1024	-0.3811	1	685	3946	2008.984732
loess	0.261	-0.6182	1	426	1638	2008.760956
long-term	-0.8714	-0.0157	3	188	512	2009.940375
long-term changes	-0.3909	0.2344	4	333	1136	2010.047945
long-term trends	-0.341	-0.3527	3	285	940	2010.221667
longitude	-0.6066	-0.1746	4	246	806	2007.1875
loss	0.321	0.3922	2	1186	18098	2009.572836
low temperatures	0.3426	0.7169	2	257	846	2008.069861
lowlands	0.3324	-0.7216	1	723	4964	2009.496957
mackenzie	-0.0828	-0.7712	1	661	4680	2007.76972
mackenzie delta	0.2404	-0.8922	1	434	2276	2007.710227
macrofossils	0.9164	-0.5494	1	324	1320	2008.470803
magnitude	0.3347	0.1974	2	1140	16544	2008.764211
maintenance	-0.2336	0.2585	3	389	1464	2008.36166
major ions	1.0431	-0.344	1	268	922	2009.019355
management	-0.5216	-0.2839	3	694	4792	2011.487395
manipulation	0.2212	0.7093	2	334	1316	2008.037037
manitoba	0.2977	-0.61	1	168	448	2006.222222
mapping	-0.6751	-0.2739	3	1120	17580	2009.334683
margin	0.0868	-0.5168	1	779	5774	2007.943292
marine	0.7356	-0.4581	1	554	2680	2009.464672
marine sediments	0.8855	-0.6399	1	199	522	2009.211788
maritime	0.0195	-0.4708	1	218	582	2009.976892
markers	0.3431	0.1233	3	123	290	2010.075278
marsh	-0.1506	-0.2681	3	175	446	2007.551724
mass	0.2651	-0.1454	1	875	6902	2008.546102
mass balance	0.918	-0.6404	1	171	450	2009.052377
materials	0.6136	-0.3966	1	682	3912	2009.392738
matrix	-0.2013	-0.5464	1	263	740	2008.834951
mats	0.4226	0.0969	2	363	1298	2008.356962
mature	0.5801	-0.2844	1	235	744	2007.037963
maximum	-0.0497	0.2108	1	856	6674	2008.02311
meadow	0.0809	0.823	2	784	8200	2009.936809
mean	-0.5837	0.157	4	1082	14100	2008.418412
measurements	-0.3899	0.1096	3	1353	34534	2008.052338
mechanisms	0.2459	0.1134	2	1101	11582	2009.236736
media	-0.5377	-0.4394	3	212	568	2009.719376
melt	0.1171	-0.4412	1	863	7222	2009.845955
meltwater	0.3272	-0.5634	1	381	1556	2009.245847
mercury	0.9966	-0.453	1	139	346	2009.79449
mesh	-1.0849	0.0361	4	183	548	2009.013699
metabolism	1.1878	0.7684	2	271	1120	2008.643756
metals	0.8861	0.2315	2	229	602	2008.289393
meteorological	-0.8094	0.4533	4	498	2550	2007.852068
meteorological conditions	-0.5255	-0.2995	4	331	1140	2009.163205
meteorological data	-0.9079	0.1709	4	410	1742	2009.253165
meteorological stations	-1.2801	0.1737	4	356	1970	2012.078431
methane	0.6119	0.5934	2	1117	20032	2010.061798
methane emissions	0.1144	0.607	2	544	3228	2011.465909
methanogenesis	1.1413	0.6161	2	539	4128	2011.760181
method	-0.5544	-0.0787	3	1252	22058	2009.830294
methodology	-0.8797	-0.0771	3	452	1924	2011.295783
metrics	-0.5902	-0.1608	3	452	1774	2014.812392
mg	0.7323	0.13	2	502	2616	2007.101832
mg2+	1.0401	-0.4247	1	280	970	2007.827434
microbes	0.8779	0.7276	2	367	1644	2011.536273
microbial	1.0764	0.6048	2	467	2548	2010.626789
microbial activity	1.0856	0.7251	2	329	1350	2010.190141
microbial biomass	1.2699	0.5955	2	202	702	2008.039823
microbial communities	1.2735	0.702	2	430	2938	2012.397872
microclimate	-0.199	-0.7883	1	181	508	2008.851695
microorganisms	1.1943	0.6288	2	342	1492	2010.505772
microwave	-1.2212	-0.0841	3	340	1628	2008.54041
mid-holocene	0.6491	-0.4577	1	262	856	2010.212276
migration	0.1276	-0.5994	1	563	2896	2008.7381
mineralogy	0.6065	-0.345	1	170	458	2008.116528
minerals	0.9663	0.3068	2	855	8342	2008.51401
minimum	-0.1971	-0.604	1	403	1586	2007.387903
mining	-0.3859	-0.6647	3	128	300	2010.723278
mire	0.9695	-0.2213	1	284	982	2009.158416
mis	0.8302	-0.5792	1	171	520	2011.354962
mismatch	-0.6803	0.8711	3	144	400	2011.443769
mitigation	-0.5142	0.3784	3	411	1822	2013.45799
mixing	0.5135	0.1707	2	507	2200	2008.011628
mixture	0.8458	0.2412	2	209	514	2008.223491
mn	0.955	-0.1613	2	188	502	2008.319085
mobility	0.9139	-0.0817	2	455	2210	2009.179399
mode	-0.2195	-0.3745	3	620	3440	2009.290859
model	-0.5018	0.3645	4	1514	72156	2009.337703
model performance	-0.9266	0.7489	4	354	1468	2012.341463
model simulations	-0.3615	0.8303	4	390	1708	2010.372611
modeling	-0.62	0.0887	4	1222	23136	2009.934739
moderate resolution imaging spectroradiometer	-1.4053	-0.0214	3	162	496	2013.266272
modern	-0.8228	-0.5027	4	149	392	2009.175637
modification	0.5926	-0.0159	1	258	812	2007.905808
modis	-1.2703	0.174	3	398	2238	2013.329356
modulation	-0.7385	0.7871	4	383	1702	2009.930686
moisture	-0.1385	0.547	4	1333	30658	2009.760344
moisture content	-0.211	0.5398	4	411	1966	2009.142857
molecules	0.9375	0.5579	2	183	530	2008.557498
mongolia	-1.0654	0.0169	4	257	1046	2011.197183
monitoring	-0.6762	-0.254	3	1104	15340	2010.807096
monsoon	-0.913	0.7277	4	214	806	2010.687995
monte carlo	-0.4619	-0.1623	3	303	982	2009.492891
moraines	0.5811	-0.6281	1	236	688	2008.685455
morphology	0.399	-0.5044	1	661	3830	2008.65515
morphometry	0.1934	-0.4852	1	309	1024	2010.227074
mosaic	0.0527	-0.4481	1	423	1796	2008.656347
moss	0.2367	0.4602	2	551	3110	2008.144966
mounds	0.6281	-0.2647	1	486	2224	2008.832827
mountain permafrost	-1.1297	-0.3653	3	211	738	2010.403846
mountains	-0.5054	-0.2068	3	896	9082	2008.872376
movement	-0.2007	-0.644	1	711	5160	2008.271565
mud	0.5543	-0.4113	1	204	528	2007.33631
multimodel	-1.3486	0.6593	4	165	518	2013.652174
multivariate	0.1348	-0.3497	1	224	604	2009.5132
n-15	1.1204	0.2203	2	312	1150	2011.610183
n2o	0.9636	0.642	2	320	1582	2006.084175
na	0.8739	-0.4511	1	343	1202	2007.315166
nasa	-1.0555	-0.0874	3	294	1044	2008.399776
national	-0.4278	-0.1864	3	635	3526	2008.772338
national park	-0.1543	-0.6791	1	250	744	2009.008333
natural conditions	-1.1799	0.3638	3	154	432	2008.072626
nature	-0.2035	-0.4887	1	694	3828	2008.656757
ndvi	-0.6873	0.5727	3	441	2376	2012.252078
near-surface	-0.6545	-0.1593	4	677	5026	2010.043197
negative feedback	0.1803	-0.539	1	169	440	2009.88961
nests	-0.743	-0.8706	3	214	740	2007.605233
net	0.755	0.835	2	310	1182	2007.445437
net primary production	-0.0055	1.1332	2	285	1242	2009.877778
net radiation	-1.0304	0.4906	4	319	1418	2006.729592
network	-0.3856	-0.3041	3	947	9034	2010.903467
nitrate	1.0862	0.0745	2	235	680	2006.813953
nitrification	1.1628	0.1667	2	223	724	2009.959839
nitrogen	0.8936	0.2445	2	940	10124	2008.545217
nitrous oxide	1.323	0.6332	2	150	514	2009.241379
nmr	1.0708	0.4392	2	276	1032	2009.810345
no3-	0.9853	-0.3002	1	235	708	2006.729089
noaa	-0.8726	0.003	4	267	842	2007.517241
nonlinear	0.9495	0.3483	2	158	412	2009.752443
north	-0.1914	-0.0544	3	1164	15058	2008.467015
northern	-0.3575	0.2552	3	1023	11390	2008.895353
northern hemisphere	-0.5488	0.3021	3	384	1474	2006.369048
northern latitudes	0.3629	0.5499	2	347	1188	2010.133929
northern regions	-0.0616	0.0167	4	392	1636	2010.215962
northwest	-0.0557	-0.7041	1	841	7884	2007.741751
northwestern	0.7548	-0.7934	1	168	448	2007.018809
norway	0.0942	0.3693	4	283	956	2008.07857
npp	-0.2696	1.1175	4	294	1174	2011.442396
numerical	-0.917	-0.1753	4	422	2112	2008.275796
numerical experiments	-0.9662	0.752	4	307	1198	2008.379421
numerical model	-0.9153	-0.2982	4	589	3750	2009.402024
numerical simulations	-1.0038	-0.1699	4	376	1612	2010.703281
nunavik	0.1659	-0.3458	1	299	1024	2011.628378
nunavut	0.4827	-0.5338	1	381	1732	2010.865177
nutrient availability	1.1395	0.6336	2	302	1122	2009.21
nutrient concentrations	1.0868	0.138	2	199	572	2008.081784
nutrients	0.8672	0.1521	2	798	6720	2008.853671
nwt	0.4511	-0.7493	1	451	2312	2003.894737
o-18	0.7036	-0.6692	1	473	2394	2010.996841
o-2	0.5849	0.5605	2	226	746	2008.08284
ob	-0.8552	0.8347	4	201	676	2007.588415
objective	0.5006	0.1107	2	612	3148	2010.060845
observational data	-0.7671	0.6947	4	325	1308	2009.774451
observations	-0.5077	0.0358	4	1378	34970	2008.912908
observatory	0.2508	0.119	2	509	2616	2009.994463
oc	0.9226	-0.0071	2	555	3310	2008.989708
occurrence	-0.0713	-0.3366	1	831	5872	2008.878622
ocean	-0.1865	0.0032	1	657	3468	2009.205801
offset	-0.8729	-0.3311	4	451	2458	2008.77455
oil	0.1145	-0.7353	1	398	1576	2008.786318
online	-0.0419	0.5457	3	130	358	2013.33125
onset	-0.4339	-0.0905	4	560	2998	2008.982999
ontario	-0.7632	-0.8752	3	146	432	2007.53507
open water	-0.4206	-0.4087	3	324	1098	2007.546044
operation	-0.6411	-0.0046	3	332	1108	2010.347293
optimization	-0.7	0.1579	3	204	652	2011.222714
optimum	0.2934	-0.5709	1	159	396	2008.096154
order	-0.0073	-0.0071	3	1135	13256	2008.447395
ordination	0.4984	0.231	2	204	618	2007.978648
organic carbon	0.9837	0.1283	2	1014	13178	2009.755902
organic material	-0.1894	-0.1135	3	283	868	2006.635294
organic matter	0.9738	0.2446	2	862	8132	2009.596667
organisms	0.8381	0.1737	2	817	6288	2009.338918
orientation	-0.5138	-0.4491	3	267	844	2007.578043
origin	0.6115	-0.4915	1	584	2772	2007.989853
oscillation	-0.3756	-0.5428	1	257	838	2009.592581
outcomes	0.7231	0.2581	2	200	526	2011.660682
outflow	0.2045	-1.0201	1	152	400	2007.944625
overview	0.0063	0.0801	3	297	932	2009.462544
oxidation	1.1098	0.4567	2	604	4224	2008.677981
oxygen	1.0628	0.1181	2	602	3812	2007.912214
pace	0.1805	0.742	2	167	430	2010.591093
pacific	-0.0865	-0.4713	1	293	946	2009.069612
pack	-0.3626	-0.1441	4	243	754	2006.469572
paleoclimate	0.3254	-0.4583	1	283	986	2010.143169
panel	-0.3109	0.8986	4	251	998	2010.594747
parameterization	-0.8425	0.6613	4	608	4478	2009.170118
parameters	-0.2536	0.3316	4	1167	16634	2008.858581
part	-0.1653	-0.0233	1	1109	13014	2007.996794
particles	0.2265	0.2434	2	425	1820	2007.800157
particulate	1.143	0.0669	2	384	1598	2008.000476
particulate organic carbon	0.7905	-0.318	1	176	456	2009.040422
particulate organic matter	1.1475	0.0358	2	270	838	2007.734286
partitioning	0.1834	0.7215	2	431	1968	2008.418708
past	0.4997	-0.5115	1	420	1608	2009.286247
patches	-0.1769	0.2443	4	583	3032	2008.056469
patchiness	-0.0936	0.399	3	190	508	2007.408163
pathways	0.3113	0.5119	2	897	9028	2011.336845
patterns	0.0488	-0.063	1	1325	25572	2008.797625
pca	0.8907	-0.0799	2	178	478	2009.970588
peat	0.5763	-0.1074	1	1115	14570	2009.3151
peatlands	0.5009	-0.0496	1	967	11582	2010.87659
penetration	-0.8355	-0.62	3	455	2416	2007.556604
peninsula	0.2764	-0.3222	1	743	5520	2008.446514
percolation	-0.9499	0.4772	4	138	364	2008.430108
performance	-1.061	0.3269	4	765	6908	2010.724359
periglacial	-0.5558	-0.708	3	248	762	2008.855019
period	-0.2429	-0.2316	1	1396	32970	2008.417828
permafrost	0.0507	0.0347	1	1585	142410	2011.237578
permafrost conditions	-0.62	-0.1497	4	682	4550	2010.794286
permafrost degradation	-0.023	-0.2067	1	1243	21738	2013.537453
permafrost distribution	-0.8627	-0.0241	4	713	5524	2011.234043
permafrost regions	-0.4048	0.5249	4	1172	21150	2013.298387
permafrost soils	0.7419	0.4407	2	772	6320	2012.807692
permafrost table	0.097	-0.4641	1	720	5160	2010.435028
permafrost thaw	0.5517	0.1783	2	1143	18992	2014.88806
permeability	-0.0106	-0.6015	1	323	1270	2009.336066
persistence	0.1625	-0.5019	1	463	1814	2010.336061
perspective	-0.0793	0.17	4	428	1716	2010.824219
perturbations	0.2564	-0.2724	1	481	1960	2008.294041
petroleum	-0.073	-0.7726	1	148	432	2009.233051
pf	-0.7743	0.3983	3	152	424	2008.508876
ph	0.9766	0.3423	2	642	4284	2009.610028
phase	-0.6315	0.2558	4	915	9546	2008.459023
phenology	-0.3114	1.0208	4	210	656	2011.944128
phenomena	-0.8212	-0.1832	3	299	978	2008.558488
phosphorus	0.9196	0.3586	2	470	2430	2008.389978
photogrammetry	-0.6854	-0.7775	3	224	716	2012.265537
photographs	-0.1897	-0.8921	1	526	2678	2008.533026
photography	-0.215	-0.9027	1	347	1312	2009.470588
photosynthesis	0.1409	1.0337	2	329	1256	2007.240163
phyla	1.1617	0.6881	2	151	450	2012.095
physical processes	-0.365	-0.1134	4	331	1092	2008.985554
physical properties	0.1178	0.0882	4	351	1328	2009.229202
physics	-0.5984	0.2672	4	639	4064	2008.705202
physiology	0.0844	0.679	2	174	458	2010.345151
phytoplankton	1.2062	0.2019	2	152	438	2007.964951
picea	0.7233	-0.4222	1	278	950	2007.15991
pipeline	-0.8252	-0.7264	3	217	714	2011.01676
pits	-0.166	-0.6306	1	508	2366	2007.852751
place	0.0661	-0.3165	1	421	1658	2007.525068
planning	-0.8091	-0.1034	3	381	1646	2012.670807
plant	0.6721	0.4907	2	1066	13942	2008.777628
plant biomass	0.8765	1.0053	2	197	644	2009.223684
plant communities	0.5327	-0.0535	1	309	1064	2008.929095
plant growth	0.2381	0.9593	2	408	2118	2008.567944
plant macrofossils	0.989	-0.5969	1	214	664	2009.75641
plateau	-0.4107	0.4182	4	1302	32402	2009.592112
platform	-0.7575	-0.4666	3	271	782	2009.532067
pleistocene	0.7132	-0.4788	1	587	3370	2008.069475
plot	-0.1077	0.5917	4	297	1040	2007.82643
polar	-0.8233	-0.133	3	364	1460	2007.529419
polar regions	-0.9388	0.0529	3	182	476	2009.410444
pole	-0.5726	0.6526	4	179	446	2006.940757
policy	-0.7298	0.2841	3	256	808	2012.234091
pollen	0.8851	-0.4936	1	381	1926	2007.848552
polygons	0.4075	-0.166	1	934	9778	2009.931646
ponds	0.5573	-0.2618	1	912	8892	2009.15182
pools	0.544	0.4085	2	762	6052	2009.038062
population	0.4892	0.1456	2	449	1786	2008.672858
pore	0.5509	-0.3372	1	585	3044	2009.423041
pore water	0.7603	-0.4719	1	289	872	2010.2625
porosity	-0.5031	-0.2947	4	367	1564	2009.180556
position	-0.0722	-0.6344	3	552	2932	2008.558417
positive feedback	0.4376	0.9502	2	495	2840	2009.79703
potassium	0.3695	1.089	2	165	636	2007.075658
potential	0.4958	0.162	2	1035	11046	2010.240353
power	-0.2149	0.6762	2	363	1356	2009.270091
practice	-0.2779	-0.7201	1	138	344	2011.243151
precipitation	-0.0988	-0.0033	4	1279	24992	2009.731557
precision	-0.6529	-0.132	3	400	1516	2008.835605
predictions	0.0239	0.5142	2	979	10028	2009.897678
predictors	0.8444	0.4766	2	266	868	2011.173313
present	-2e-04	-0.157	1	401	1442	2007.990715
present day	-0.2902	0.6718	4	268	960	2009.056396
preservation	0.8857	-0.271	1	489	2380	2009
pressure	-0.0118	0.1158	2	551	2454	2008.310217
prevalence	0.7686	0.0275	2	323	1066	2009.527397
primary	-0.0902	1.1346	2	272	990	2008.039326
primary production	1.1478	0.083	2	341	1388	2008.93764
principal component analysis	0.8701	0.0544	2	224	662	2008.970381
probability	-0.8056	-0.1423	3	410	1746	2009.789859
probe	-0.364	-0.0246	3	329	1332	2007.984576
procedures	-0.7101	0.3681	3	277	914	2007.300565
processes	0.0209	0.0889	4	1521	54890	2009.595773
production	0.6479	0.5827	2	1179	19774	2008.644816
production rates	1.1981	0.6862	2	258	994	2007.128964
profiles	0.2499	0.2701	2	1149	15900	2007.935203
programme	-0.7146	-0.4576	3	217	634	2007.667702
progress	-0.175	-0.4743	1	446	1844	2009.283491
project	-0.5974	0.576	4	1017	13000	2010.706868
propagation	-0.5898	-0.2204	3	316	1014	2008.888573
properties	0.0097	0.2202	4	1309	25932	2009.393254
proportion	0.4894	0.0166	2	677	3958	2007.916222
protection	-0.1487	0.3404	3	547	2668	2009.520692
proteobacteria	1.2354	0.7241	2	163	490	2011.9825
protocol	-0.6608	0.517	3	212	574	2010.678419
province	-0.2749	0.2662	3	262	888	2008.267085
proximity	0.0503	-0.8685	1	411	1684	2009.550413
proxy	0.6279	-0.2564	1	599	3142	2011.318436
prudhoe	-0.4755	-0.4264	3	394	1722	2003.214912
publications	-0.7278	7e-04	3	144	368	2010.741127
pulses	0.161	-0.4313	1	285	894	2008.041077
qinghai-tibet plateau	-0.8553	0.1113	4	897	13872	2014.506596
qinghai-tibetan plateau	0.0454	0.8588	2	677	6372	2013.507853
qtp	-0.7232	0.4686	4	767	7820	2015.849057
quality	0.1653	0.17	2	815	6000	2010.189742
quantification	-0.6275	0.1488	3	583	3252	2011.260355
quantitative	-0.5432	-0.7544	3	249	760	2008.199341
quaternary	0.5758	-0.4698	1	443	1848	2007.507274
quebec	0.4997	-0.3417	1	512	2824	2006.453245
radar	-0.7662	-0.6279	3	842	9776	2008.748589
radiation	-0.5204	0.5863	4	741	6342	2008.357553
radiocarbon	0.8946	-0.2467	1	677	5146	2008.360863
radiocarbon dates	0.8917	-0.5568	1	254	816	2007.743738
radiometer	-1.0758	-0.2855	3	228	752	2007.88206
railway	-0.9936	-0.1884	3	254	922	2011.704082
rain	0.4096	-0.3679	1	367	1414	2008.573092
rainfall	-0.0373	-0.4156	1	701	5020	2010.725018
random	-0.8964	-0.038	3	213	628	2009.01845
range	-0.3964	0.1353	3	1185	16998	2008.574661
rapid	0.5442	0.2479	2	485	2458	2009.260784
rapid changes	-0.3308	-0.4955	1	308	954	2010.078616
ras	-0.6823	0.9958	4	136	480	2012.302326
rates	0.5471	0.2782	2	1297	26092	2007.943562
ratio	0.5512	0.0697	2	1089	13038	2007.736208
rcp	-0.7063	1.0009	4	430	2504	2016.117021
rcp4.5	-0.8824	0.7763	4	351	1872	2016.133333
rcp8.5	-0.864	0.85	4	467	3086	2016.570342
reach	0.8735	-0.5777	1	218	588	2009.485915
reaction	1.0151	0.208	2	227	712	2006.276225
reactivation	1.0097	-0.0881	2	149	362	2008.02
reanalysis	-1.2543	0.3869	4	488	3136	2012.692568
reanalysis data	-1.2053	0.3025	4	254	888	2012.770178
reason	-0.3822	0.9597	4	291	1070	2009.101523
recent	0.2907	-0.1664	1	791	5700	2008.930233
recession	-0.0621	-0.8374	1	328	1640	2008.987013
recharge	-0.0374	-0.8295	1	459	2458	2010.934109
recognition	0.3317	-0.6008	1	229	670	2008.848394
recommendations	-0.6935	-0.4564	3	213	572	2011.232852
reconstruction	0.3975	-0.3957	1	656	4018	2009.991292
record	0.235	-0.5495	1	772	5624	2008.636847
recovery	0.3329	-0.2833	1	514	2564	2009.497477
redistribution	-0.0816	-0.6808	1	521	2728	2009.02246
redox	1.0621	0.398	2	335	1266	2011.434659
reduction	0.4036	0.5072	2	868	7360	2009.195696
reflection	-0.4801	-0.4732	3	466	1954	2008.516981
regime	-0.5488	-0.1567	4	1253	23932	2008.761852
region	-0.2064	0.0453	3	1569	84990	2009.213913
regional climate	-0.3014	0.3473	4	454	2038	2011.116505
regional climate model	-0.9973	0.5035	4	239	868	2012.050473
regional differences	-0.7247	-0.3054	4	207	572	2009.450602
regional scale	-0.576	0.3765	3	442	1992	2010.146771
regression	-0.0485	0.4864	2	758	5898	2009.585498
regulation	-0.4842	0.6872	4	209	608	2009.381818
relationship	0.1744	0.3034	2	1225	19222	2008.880832
relative abundance	1.198	0.4213	2	291	986	2009.354188
relative importance	0.4715	0.2861	2	356	1310	2008.995506
release	0.6499	0.471	2	1092	15810	2009.408827
reliability	-1.1129	0.2892	4	261	830	2010.529737
relict	0.6597	-0.6384	1	259	894	2008.504
relief	0.0031	-0.7255	1	369	1396	2008.031686
remote	-0.7998	-0.5457	3	767	6472	2010.867397
remote areas	-0.31	0.009	3	255	778	2009.37551
remote sensing	-0.635	-0.5303	3	788	6872	2011.422546
removal	0.0817	-0.0883	3	473	2146	2008.282275
repeat	-0.4516	-0.8107	3	245	762	2008.892922
representation	-0.4812	0.8066	4	742	6808	2010.830294
requirements	-0.656	-0.0116	3	324	1082	2008.486324
res	0.177	0.4146	1	433	1828	2009.597305
research	-0.5414	-0.0271	3	1207	18532	2010.476977
reserves	0.1462	-0.0624	3	296	864	2007.674038
reservoir	0.5248	0.3536	2	597	3206	2009.794696
residence	0.8078	-0.1559	1	427	1746	2007.93816
residence time	0.9611	-0.2902	1	321	1050	2007.917391
resilience	0.3872	-0.0724	1	399	1596	2013.85832
resistance	-0.3793	-0.7115	3	545	2868	2009.811343
resolution	-0.8248	-0.1171	3	1115	17332	2009.55055
resonance	1.1164	0.3749	2	324	1238	2008.954678
resources	-0.5718	-0.2188	3	810	7082	2010.858496
respect	-0.1014	-0.0244	3	685	4184	2008.283557
respiration	0.597	0.867	2	949	12786	2008.833429
respiration rates	0.4485	1.0978	2	220	744	2008.148148
response	-0.0131	0.3857	4	1362	29500	2009.573466
rest	-0.0946	0.7621	4	377	1476	2007.845899
restoration	-0.606	0.4437	3	159	424	2009.325301
result	0.2479	-0.132	1	1132	13866	2008.151944
retention	-0.2936	0.4655	4	339	1242	2008.612195
retreat	-0.0601	-0.5691	1	480	2188	2010.543237
retrieval	-1.2475	0.0087	3	374	1800	2010.435006
reveals	-0.4799	-0.5062	1	529	2732	2010.570102
review	-0.1325	-0.2766	3	575	2864	2009.601815
richness	0.4502	0.5501	2	238	854	2010.853254
ridge	0.578	-0.1496	1	425	1664	2007.505288
rights	-0.0825	-0.0952	3	1281	21736	2009.549068
risk	-0.2956	-0.155	3	589	3230	2011.114812
river	-0.2494	-0.2616	1	1294	25504	2009.320924
river discharge	-0.2701	-0.9405	1	373	1526	2010.513854
river runoff	-0.731	0.6538	4	189	584	2009.804348
riverine	0.5262	-0.4764	1	231	634	2010.505639
road	-0.4778	-0.6125	3	442	1926	2010.853081
robustness	-0.2755	-0.8787	3	162	444	2012.541485
rock glaciers	0.0533	-0.6863	1	219	644	2010.002532
rocks	-0.0848	-0.555	1	446	1842	2007.751648
role	0.2684	0.4019	2	1233	19458	2010.178923
root	-0.1595	0.5095	4	698	4366	2009.331514
roughness	-0.7693	0.1611	3	297	1032	2008.317614
routes	-0.2653	-0.5233	1	235	736	2010.541845
rrna	1.3285	0.6439	2	216	916	2011.554499
rules	-0.4562	0.0065	3	159	408	2009.394984
run-off	0.0187	-0.2404	1	207	580	2009.101449
runoff	-0.004	-0.4839	1	922	10980	2010.241084
russia	-0.1872	0.1347	4	865	7000	2008.97832
russian	-0.2812	0.298	3	515	2386	2009.19962
safety	-0.8279	-0.1595	3	170	468	2012.662963
salinity	0.3193	-0.2157	1	379	1370	2008.2244
salix	0.8944	0.0583	1	195	560	2007.753876
salt	0.7439	-0.5918	1	233	724	2007.657298
sample	0.0978	0.0208	3	764	5136	2008.715721
sand	0.2644	-0.5559	1	613	3254	2007.989268
sandy	0.3301	-0.6206	1	200	602	2007.567485
sar	-0.9318	-0.5323	3	511	3312	2008.6645
satellite	-0.6505	-0.4837	3	954	11118	2009.46691
satellite data	-0.9371	-0.232	3	450	2274	2009.788853
satellite imagery	-0.3642	-0.7815	3	483	2442	2010.11368
satellite images	-0.185	-0.6451	1	359	1300	2010.376963
satellite observations	-0.7874	-0.4897	3	189	524	2011.156545
saturation	0.162	0.4367	2	535	3026	2008.751023
scale	-0.3695	0.1691	3	1328	27492	2009.692551
scanning	-0.8508	-0.3474	3	224	660	2009.812339
scattering	-0.8042	-0.5061	3	187	508	2007.015889
scenarios	-0.4919	0.6408	4	1034	16212	2011.166554
science	-0.5831	0.0931	3	505	2600	2002.851791
