id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
atmospheric general circulation model	1.1242	0.461	2	539	4276	2007.428082
atmospheric model	0.4935	0.0472	2	451	2660	2009.393443
atmospheric pressure	0.718	-0.588	2	111	270	2007.909091
atmospheric response	0.6658	1.051	2	522	4356	2010.796178
atmospheric temperature	-0.649	0.909	3	177	562	2008.816667
atmospheric variability	0.9749	0.7272	2	328	1536	2009.901554
attention	0.1047	0.138	2	605	4006	2010.284583
attribution	-0.7372	-0.2397	1	625	5354	2013.318937
austral spring	0.5228	-0.6229	4	132	352	2006.924282
austral winter	0.8582	-0.2467	4	119	284	2008.593434
australia	0.2817	-0.6223	1	364	1466	2008.106865
australian	0.3038	-0.9414	1	199	618	2008.113497
autocorrelation	0.6477	-0.6248	2	162	490	2009.173585
automated	0.0443	-0.7255	1	103	222	2010.614379
automatic weather stations	0.4143	-0.6877	4	81	232	2008.647727
autumn	0.6315	0.506	3	910	13682	2008.811221
availability	0.0109	-0.6648	1	455	1986	2009.56451
averaging	0.3257	-0.8321	4	158	448	2007.562814
awareness	-0.6996	0.1146	1	88	196	2012.302521
azores	0.8121	-0.738	2	133	368	2008.21547
background	0.5617	0.3615	2	559	3842	2009.681872
backscatter	-0.5045	-0.5477	1	89	194	2008.125292
baffin	0.5481	0.509	2	384	1918	2007.975111
baikal	1.5439	0.1636	2	146	446	2008.551181
balance	-0.3732	0.0651	4	824	7956	2009.168937
baltic	0.125	-0.4897	1	185	514	2007.775035
bands	0.019	0.2435	1	341	1284	2007.694277
barents	0.3301	0.6892	3	883	12622	2008.144333
barents sea	0.1839	0.9546	3	309	1414	2009.642325
baroclinic	0.6558	0.8497	2	504	3194	2007.866828
baroclinic instability	0.638	0.8182	2	212	724	2008.2
barotropic	0.667	0.865	2	422	2118	2007.533333
barrier	-0.4322	-0.3119	1	236	770	2008.988387
barrow	0.3803	-0.7511	1	149	398	2008.635721
baseline	-0.0273	-0.6541	1	399	1752	2011.063023
basin	0.4911	-0.0802	2	879	9010	2008.451393
bay	0.5437	0.0882	2	441	2474	2007.629364
bayesian	0.2775	-0.9024	1	219	656	2013.3809
beaufort	0.2868	0.5281	3	620	4964	2009.491785
bed	0.5393	1.4541	2	82	208	2008.925373
behavior	-0.453	0.2727	1	608	4122	2008.780232
behaviour	-0.7877	-0.0184	1	317	1214	2008.035198
belt	0.4817	0.649	2	324	1200	2007.364949
benchmark	-0.6919	0.0046	1	236	794	2012.336996
benefits	0.2448	-0.3064	1	462	2354	2011.531274
bering	0.2054	0.4586	3	550	3622	2008.596391
bering strait	-0.3936	0.5363	3	349	1638	2009.543269
bias	-0.3834	-0.0501	1	939	11202	2011.002385
biases	-0.4337	-0.092	1	966	14126	2011.934239
bifurcation	-0.733	0.478	1	134	398	2008.32948
biogeochemistry	-0.9638	-0.1256	1	156	484	2011.871515
biological productivity	-1.0237	-0.2815	1	125	280	2009.482673
biosphere	-0.8311	-0.289	1	142	340	2009.397647
blocking	0.9701	0.1662	2	704	7998	2012.348901
blue	-0.5363	-0.9579	1	56	134	2009.304158
body	0.0113	0.6218	2	167	464	2007.977291
bootstrap	-0.2932	-0.9407	4	118	324	2008.965116
border	-0.7767	1.0195	5	106	256	2007.5
boreal	0.4437	0.2436	4	459	2830	2009.748786
boreal forest	-0.635	-0.5465	1	99	232	2009.254495
boreal winter	0.7929	0.5727	2	378	1988	2012.490909
boundary	6e-04	0.0993	4	556	3090	2007.239183
boundary conditions	-0.4132	0.2351	3	448	2452	2007.871795
boundary layer	0.0089	0.7434	3	244	756	2006.497645
bounds	-0.83	-0.1003	1	167	470	2008.568627
breakdown	0.1974	0.8969	4	144	384	2007.162996
bridge	0.5438	-0.2667	2	225	686	2010.550201
brightness temperatures	-0.4263	-0.6995	1	162	512	2009.269231
broadband	-0.421	0.2981	1	183	602	2009.503198
budget	-0.5649	0.648	3	848	9494	2008.970525
building	-0.5865	0.4387	5	109	260	2010.464789
buildup	-0.4351	1.3531	4	107	264	2007.224066
buoy	-0.4612	-0.5821	1	260	936	2008.525424
buoyancy	-0.1147	0.8277	4	117	300	2008.601273
burning	-0.0959	-0.6115	4	117	284	2009.814558
calibration	-0.5922	-0.3456	1	268	988	2009.197434
california	0.2381	-0.4602	1	351	1392	2007.408635
campaign	-0.2978	0.4314	1	219	760	2008.901876
canada	0.2844	-0.6925	1	737	5704	2008.358354
canadian	0.1493	-0.0681	1	559	3308	2008.213722
capabilities	-0.6082	-0.3211	1	261	934	2010.500666
capacity	-0.6745	-0.3252	1	284	1012	2009.597315
cape	0.1181	0.5344	3	87	196	2007.560284
caps	0.5584	-0.8124	4	131	324	2008.309322
capture	0.331	-0.6436	1	127	316	2008.679206
carbon	-0.9169	-0.1943	1	715	6710	2009.564589
carbon cycle	-1.1481	-0.2406	1	297	1446	2011.26087
carbon dioxide	-0.8285	-0.5734	1	313	1324	2009.945455
carbon sequestration	-1.1864	-0.396	1	88	234	2012.722222
care	-0.1151	0.5833	6	203	588	2009.432935
caribbean	0.8257	-0.4508	1	111	258	2007.946488
case	0.0552	0.0295	1	1000	11662	2008.95177
catchment	-1.0012	-0.49	1	102	236	2010.694125
cause	0.0644	0.2087	3	637	4376	2008.342905
cells	-0.328	0.5138	6	471	2590	2008.211757
century	-0.1855	-0.2241	1	1226	29252	2010.371507
ch4	-0.8432	-0.2488	1	174	486	2009.020747
chain	0.9213	-0.2819	4	273	974	2008.08967
challenges	-0.3031	-0.4064	1	752	5510	2013.058999
chance	-0.6011	-0.8959	1	270	942	2008.606061
changes	-0.0779	-0.0451	1	1492	94448	2009.682502
channel	0.1679	-0.1496	1	159	368	2008.014353
characteristics	0.4303	-0.1351	2	951	11002	2008.736404
characterization	-0.6864	-0.4051	1	276	882	2010.633346
chemistry	-0.8709	-0.0601	1	334	1494	2007.680636
china	0.8571	-0.3121	2	585	4338	2011.999131
chukchi	0.0852	0.6975	3	457	2720	2011.003571
circulation	0.3674	0.3206	2	1395	59716	2008.948109
circulation changes	0.9335	-0.1819	2	331	1554	2010.368421
circulation model	-0.5923	0.286	6	262	996	2008.302789
circulation patterns	1.0623	-0.5026	4	353	1750	2009.422111
circumpolar	-0.8841	0.3758	5	230	784	2008.280533
citation	-0.1046	0.5301	2	551	3834	2010.604072
class	-0.3149	-0.6069	1	205	618	2008.629702
classification	0.6542	-0.4222	4	392	1880	2009.286924
climate	-0.2157	-0.0735	1	1529	109918	2010.804187
climate change	-0.0255	-0.2539	1	1109	19314	2011.726653
climate data	0.6309	-0.8117	3	126	390	2011.201149
climate dynamics	-0.6201	-0.0795	6	313	1078	2011.636364
climate indices	0.1692	-0.8064	1	346	1364	2013.842424
climate model simulations	-0.8815	-0.2347	5	499	2968	2013.512315
climate models	-0.558	0.2123	5	1202	28082	2011.501132
climate response	-1.0501	0.0592	6	401	2542	2011.084577
climate sensitivity	-1.165	0.1339	6	531	4712	2011.210117
climate simulations	-0.5322	-0.0764	1	401	1778	2010.19898
climate system	-0.502	0.4474	3	765	7308	2010.341853
climate variability	0.2278	0.062	5	944	12400	2011.231434
climate variations	-0.3469	0.0789	2	172	476	2010.072115
climate warming	-1.0255	-0.3601	6	87	214	2012.926087
climatic conditions	0.6316	-0.5482	1	259	806	2010.008439
climatology	0.2972	-0.292	1	912	9612	2008.664945
cloud	-0.6207	0.5585	3	953	14416	2007.587105
cloud properties	-0.3492	1.0025	4	95	234	2011.279221
cloudiness	-0.1304	0.6361	3	389	1836	2006.48368
cluster	0.8605	-0.419	4	410	2272	2009.267877
cluster analysis	0.7933	-0.6705	4	138	412	2008.422897
cmip5	-0.4718	-0.0355	6	1046	19868	2015.851097
co2	-0.9353	0.1345	1	903	14120	2009.235732
coal	-0.536	-0.8977	1	97	222	2008.261905
coast	0.4403	-0.1281	1	818	6938	2007.916968
coastal	-0.1335	-0.1379	1	227	650	2008.750196
coastal areas	0.3873	-0.2919	1	150	392	2008.556848
coastal erosion	-0.3982	-0.3586	1	240	840	2011.756757
coastal regions	-0.46	-0.1764	1	215	692	2008.885662
coastline	0.5433	-0.2923	1	352	1374	2009.082534
coefficients	0.0939	-0.2282	5	430	2076	2007.85666
coherent	0.4852	-0.3889	4	270	932	2008.626866
cold	0.6196	0.0691	2	808	8646	2009.295106
cold air	0.9464	0.4685	2	323	1426	2008.354839
cold events	0.8635	0.3272	2	365	1810	2010.406593
cold regions	-0.3765	-0.4291	1	191	534	2011.787565
cold season	0.4712	0.3936	2	441	2314	2011.497817
cold temperatures	1.109	0.5068	2	195	608	2009.007752
collaboration	-0.1179	-0.5217	1	168	426	2011.526627
collapse	0.28	0.3619	4	96	232	2009.31737
collection	-0.6153	-0.4752	1	147	420	2009.184687
columbia	0.2689	-0.8574	1	224	664	2008.284146
column	0.0424	0.8317	3	418	1894	2007.520529
comment	-0.7189	0.3524	1	68	148	2007.60303
community	-0.3182	0.0158	1	1035	15796	2010.388476
comparison	-0.0753	-0.1542	1	985	12166	2007.950757
compensation	-0.4364	0.7395	6	280	1188	2007.767361
competition	-0.356	-0.5463	1	121	306	2008.582677
compilation	-0.552	-0.835	1	92	212	2010.398754
complex	-0.8784	-0.3039	1	489	2556	2008.626599
composition	0.6645	-0.2107	2	445	2132	2008.609526
computer	0.1843	0.7564	3	129	338	2006.919266
concentrations	-0.3638	0.2534	3	1267	32568	2008.182298
concept	-0.1093	-0.439	1	263	776	2009.039852
concerns	-0.5861	-0.7033	1	231	736	2011.148773
condensation	0.5478	0.9452	4	223	770	2007.275806
condition	0.3198	-0.1207	2	550	3022	2008.989432
configuration	-0.3757	-0.0808	1	516	2792	2009.544
conflict	-0.4541	-0.7876	1	103	240	2010.018223
connectivity	1.3215	0.2543	2	110	256	2013.917665
consensus	-0.0956	-0.3215	6	342	1402	2011.2949
consequences	-0.4194	-0.5004	1	567	3032	2010.388946
conservation	-1.0733	0.2028	1	167	496	2011.195486
consistency	-0.2489	-0.1057	1	442	2114	2009.971397
constraints	-0.7766	0.3301	6	516	3288	2009.183622
construction	-0.5657	-0.7279	1	116	280	2009.416124
content	-0.3283	0.4946	5	712	6192	2008.566458
context	-0.2177	-0.2773	1	698	4596	2011.030192
continent	0.5193	0.1172	2	862	10132	2008.964696
continental	0.0203	-0.4976	4	227	690	2008.05522
contour	-0.3777	-0.602	1	116	278	2005.825095
contraction	0.1967	1.1627	6	98	236	2008.338174
contrast	0.0402	0.5641	2	989	12980	2008.536194
control	-0.2602	0.1723	5	842	8776	2009.125056
controversy	1.5118	0.0591	2	98	250	2008.57754
convection	-0.3924	0.447	5	628	4474	2007.398389
convergence	0.0035	0.7107	2	654	5210	2008.020145
conversion	0.5458	1.006	2	200	666	2007.330144
conveyor	0.6767	0.6967	2	131	352	2005.458333
cooling	0.0337	0.5145	2	890	10758	2008.320685
cooperation	-0.264	-0.6258	1	76	160	2010.990354
coordinates	-0.5673	0.2296	1	132	330	2008.750442
copyright	0.4767	-0.3248	1	352	1684	2007.992246
core	-0.1545	-0.1894	4	550	3102	2007.967995
correction	-0.553	-0.618	1	381	1792	2008.598508
correlation	0.2978	0.0241	5	1039	15076	2008.606178
correlation analysis	0.9501	-0.2166	2	228	682	2011.239796
correlation coefficient	-0.0807	-0.2678	1	321	1332	2010.154098
correspondence	-0.968	0.0319	5	182	528	2007.499487
corridor	0.2091	-0.4923	1	172	446	2010.096154
costs	-0.5843	-0.4943	1	300	1034	2009.673817
counts	0.4527	0.367	3	187	556	2008.352941
coupling	-0.4483	0.0308	6	1048	21232	2010.327135
covariance	0.1582	0.5667	3	320	1392	2010.7125
cover	-0.2648	0.2476	3	1182	26130	2009.332353
coverage	-0.5833	-0.0869	1	668	4776	2010.04391
criteria	-0.1732	-0.5904	1	253	702	2008.509297
criterion	-0.3006	-0.5752	1	210	564	2008.588571
crop	-0.372	-0.8414	1	143	340	2007.490323
crown	-1.0446	0.5239	3	105	280	2010.518438
cryosat-2	-0.8957	0.5285	3	115	372	2016.666667
cryosphere	-0.067	-0.7778	1	396	1810	2012.880689
current	-0.3718	0.4436	5	623	4270	2008.021581
current climate	0.1261	-0.6713	4	297	1174	2011.142045
cycle	-0.266	0.144	1	1098	17090	2009.115632
cyclogenesis	0.8914	0.4734	2	331	1478	2005.822581
cyclones	0.642	0.1842	2	901	11310	2009.363996
da	-0.7713	0.9155	3	117	300	2010.493103
damage	-0.0175	-0.8071	1	265	862	2009.428672
dark	-0.4426	0.1962	4	141	364	2007.577227
data	0.1775	-0.1003	1	1401	47172	2008.849817
data assimilation	-0.692	0.4657	3	334	1658	2011.91129
database	0.1326	-0.7501	1	332	1216	2011.009739
dataset	0.262	-0.3354	1	762	6318	2012.492063
date	0.1543	-0.2926	1	742	5800	2008.781013
davis strait	1.1704	0.8204	2	136	440	2008.421525
decadal	0.2108	0.1944	5	795	9228	2011.563199
decadal oscillation	0.5917	-0.5171	4	449	2608	2012.632979
decadal variability	0.1913	0.6411	5	434	2310	2011.142857
decay	-0.0888	0.5124	1	302	998	2007.653232
decline	0.0299	0.3673	3	958	14462	2009.893655
decomposition	0.6756	0.2342	2	457	2748	2009.869063
deep	-0.664	-0.37	1	207	592	2007.233692
deep convection	-0.7534	0.6314	5	244	844	2007.788462
deep ocean	-0.8733	0.3575	5	227	778	2009.605505
deficiency	0.7127	-0.8869	4	115	274	2007.231527
deficit	-0.9143	1.0735	5	142	398	2008.087049
definition	-0.2632	-0.274	1	384	1572	2008.873016
deformation	0.7751	0.7683	2	192	508	2007.663668
degradation	-0.1087	-0.8785	1	271	858	2011.065225
delay	-0.4339	0.5556	3	222	680	2008.579495
delta	-0.0499	0.3581	1	106	260	2007.83363
demand	-0.0258	-0.0276	1	173	474	2009.740876
density	0.1866	0.0306	5	519	2908	2008.013051
dependence	-0.3811	0.0821	1	787	7214	2007.840071
depletion	-0.3878	0.7908	4	238	788	2006.739015
deployment	-0.6821	0.1107	1	147	344	2010.371901
deposition	-0.5354	-0.5176	1	158	364	2008.224764
depth	-0.4432	0.1344	1	663	4780	2008.424673
description	-0.5026	-0.0583	1	425	2236	2008.463605
desert	-0.307	0.1735	1	160	438	2008.949606
design	-0.7169	-0.2025	1	445	2116	2010.581328
detail	-0.5901	0.2263	1	473	2314	2008.325282
detection	0.0146	-0.5309	1	569	3346	2009.603252
determination	0.6645	-0.3737	1	154	398	2007.484902
development	0.0135	-0.1361	1	911	8484	2008.720806
diagnosis	-0.137	0.2694	2	313	1074	2009.412781
diagnostics	0.4654	-0.0236	2	451	2204	2008.567084
difference	-0.1529	0.1581	1	803	7938	2008.353517
differentiation	-0.2074	-0.7413	1	110	248	2009.166072
dipole	0.9839	0.4438	2	570	4398	2011.0301
direct effect	-0.9891	0.3514	6	217	776	2009.810127
discharge	0.0856	-0.4114	1	309	1232	2009.968547
discontinuities	-0.9569	0.1462	1	143	360	2006.533808
discrepancies	-0.3247	-0.1323	1	547	3196	2008.348934
dispersal	0.8949	0.4137	2	227	764	2009.272755
displacement	0.4811	0.2905	2	344	1402	2008.077434
display	1.061	-0.6669	2	127	372	2007.770588
dissipation	0.1334	0.8909	2	94	212	2008.963289
distance	-0.149	0.061	1	227	692	2008.760466
distribution	0.066	-0.1761	1	1080	17310	2008.398254
disturbance	0.5641	0.6151	2	350	1290	2008.857587
diurnal cycle	0.2408	-0.4871	1	128	308	2007.8875
divergence	0.0124	0.7108	3	461	2242	2009.013309
diversity	0.487	-0.6874	6	260	1060	2010.578345
domains	0.337	-0.4097	1	323	1334	2009.822976
dome	0.3357	-0.0291	4	122	310	2008.285893
dominance	1.0771	-0.2872	2	212	648	2008.872257
doubling	-0.9007	0.6893	6	329	1846	2006.720126
doubt	-1.0419	0.098	4	125	348	2006.173684
downscaling	-0.1124	-0.8462	1	436	2516	2012.79878
downwelling	-0.4567	0.8747	3	152	446	2008.992278
drift	-0.4413	0.7734	3	580	4092	2007.53137
drivers	0.1023	-0.5853	1	657	4986	2015.214206
drought	0.337	-0.7589	1	487	2888	2011.447977
drying	-0.6381	-0.789	1	266	890	2010.299595
duration	0.1872	-0.3687	1	717	5080	2008.532595
dust	-0.1972	-0.1593	6	252	722	2009.168189
dynamics	0.1193	0.4119	2	936	12326	2010.313072
early spring	0.2001	0.4346	1	204	660	2006.976027
earth	-0.7815	-0.0658	1	1123	21298	2010.179198
east	0.8371	0.147	2	951	13306	2008.607533
eastern	0.9999	0.3115	2	418	2028	2008.869757
ecmwf	0.5321	0.0749	2	661	5106	2008.705179
ecology	-0.2124	-0.7318	1	142	356	2009.579615
economy	-0.3332	-1.1483	1	148	374	2011.137536
ecosystem	-0.4037	-0.3982	1	539	2758	2011.299513
eddies	0.4288	1.024	2	593	4780	2008.668786
eemian	-0.7511	0.2346	6	86	190	2007.367847
effects	-0.1723	0.1922	6	1255	30790	2008.834618
efficacy	-0.0476	-1.1478	1	107	236	2011.532915
efficiency	-0.6717	0.5604	5	328	1390	2009.198697
effort	-0.6276	-0.051	1	344	1244	2009.28
ekman	-0.2122	1.4117	3	141	442	2008.984483
el nino	0.1966	-0.618	1	519	2854	2009.823227
el nino-southern oscillation	0.5555	-0.0686	4	510	3176	2011.67313
elements	-0.4895	-0.388	1	304	1024	2008.706361
elevation	-0.0203	-0.5614	1	301	992	2009.824954
emergence	-0.778	-0.5337	1	285	1126	2009.419162
emissions	-0.7117	-0.3935	1	956	12868	2009.691385
empirical	0.7128	0.356	2	245	772	2009.435484
empirical orthogonal function	1.0806	0.0239	2	257	1068	2010.773913
energetics	0.2152	1.3308	2	101	238	2006.744444
energy	-0.4012	0.5935	3	1057	18468	2008.723489
energy balance	-0.6403	0.0636	1	286	1018	2008.914956
energy budget	-0.3959	0.9789	3	263	1208	2009.877193
engineering	-0.7607	-0.4153	1	177	474	2011.966811
enhanced	0.2099	0.4999	6	428	1866	2009.105949
ensemble	-0.4975	-0.1798	5	1097	22244	2012.843972
enso	0.4876	-0.2645	4	600	4306	2010.797727
entrainment	0.3254	0.8785	2	126	286	2006.92671
envelope	-0.1777	0.8387	2	100	220	2008.929752
environment	0.0445	-0.1431	1	711	4724	2009.620856
environmental	0.0195	-0.1032	4	522	3146	2009.652452
environmental conditions	0.1953	-0.6743	1	104	254	2011.073304
environmental prediction	-0.3955	-0.2132	4	343	1428	2007.35
eocene	-0.1559	0.6116	2	123	288	2008.505701
eof	1.0589	0.3445	2	285	1382	2009.340659
episode	0.1846	0.1951	4	193	644	2007.181633
equator	-0.3446	0.3037	2	377	1678	2006.840217
equilibrium	-1.1056	0.1533	6	537	4112	2007.331412
era-40	0.5429	-0.2189	4	459	2728	2009.710145
era-interim	0.4315	0.1113	3	893	10868	2015.76381
erosion	-0.2252	-0.3773	1	309	1254	2008.588984
error	-0.3417	-0.0206	1	862	9346	2009.089766
eruption	-0.7616	0.0837	4	227	802	2008.698131
establishment	-0.0412	-0.351	1	178	476	2009.077273
estimate	-0.6131	-0.2223	1	722	5908	2009.037943
eurasia	1.0498	0.1261	2	812	11420	2010.129179
europe	0.6781	-0.1084	2	951	13856	2009.264767
european	0.2735	-0.1831	2	737	5898	2008.535922
evaluation	-0.5226	-0.3611	1	847	8680	2010.494567
evaporation	-0.4757	0.4412	3	572	3924	2007.500434
evapotranspiration	0.1415	-0.7961	1	287	1014	2010.7866
events	0.6083	-0.1441	2	1235	28418	2008.940003
evolution	-0.0758	0.1456	4	930	10040	2009.317419
excess	0.0145	0.4836	3	271	790	2006.587452
exchange	-0.3563	0.2514	3	428	2114	2008.103913
excitation	0.2002	1.3543	5	125	294	2006.65122
excursions	-0.0481	-0.2935	4	94	232	2008.684531
expansion	-0.2766	-0.0707	1	542	2888	2010.313347
expectations	-0.0036	-0.4212	1	174	466	2009.868534
expedition	-0.0044	0.1561	1	207	690	2008.265986
experiments	-0.3248	0.4235	5	1202	31710	2008.056984
experts	-0.4797	-0.6852	1	130	298	2012.340659
explanation	-0.0303	0.3177	2	492	2464	2007.120259
exploitation	-0.3735	-0.3018	1	184	486	2009.632911
exploration	-0.4745	-0.7154	1	177	476	2009.280242
export	-0.3794	1.2256	3	283	1180	2009.527633
exposure	0.5251	-0.7937	1	136	390	2009.120837
expression	0.2274	0.4506	2	195	564	2010.221853
extension	0.0966	0.546	2	488	2500	2007.564542
extent	-0.0805	0.2608	3	1209	27676	2009.292904
extraction	-0.3594	-0.7355	1	81	178	2009.332489
extrapolation	-0.9099	-0.2636	1	125	342	2007.606469
extratropics	0.2369	0.7728	5	439	2580	2009.921769
extreme	0.6704	-0.4099	2	1038	18634	2011.052923
extreme events	0.4312	-0.5683	1	696	5908	2013.275093
failure	-0.5876	-0.7808	1	289	910	2009.185744
fall	0.271	0.2627	3	609	4366	2008.13205
family	0.7699	-0.2189	2	203	778	2008.985487
fast	-0.9101	0.408	6	208	698	2008.162581
feasibility	-0.4697	-0.637	1	172	440	2009.413978
features	0.3552	0.0422	2	921	10570	2008.398624
feedback	-0.6498	0.5097	3	1144	27194	2010.893652
fidelity	-0.5068	0.3853	5	322	1280	2009.813596
field	0.0994	0.0445	1	1076	16032	2008.149599
filter	-0.2144	0.2825	3	281	1076	2008.739821
fingerprints	-0.024	0.4332	1	301	1258	2010.9046
finland	0.6347	-0.6879	1	155	450	2007.913074
