id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
altitude	-1.1098	0.2153	4	437	2256	2007.653347
america	-0.579	-0.0815	1	652	3862	2008.697703
ammonium	1.2755	0.1354	3	168	492	2006.893067
amplification	-0.1375	-0.1449	2	277	856	2010.670509
amplitude	-0.9988	0.1125	4	595	3648	2008.158367
ams	0.682	-0.6505	2	237	794	2006.890719
analyses	0.3663	-0.0702	2	1027	9680	2009.301682
analysis	-0.065	-0.0808	1	1442	35196	2009.366286
ancient	0.8974	0.0245	2	247	808	2009.677796
angle	-0.6323	-0.4104	1	305	930	2007.895326
animals	-0.0063	-0.1221	1	236	692	2008.315789
annual	-0.6375	-0.669	4	406	1816	2007.172557
annual cycle	-0.0608	1.0688	4	208	634	2007.690078
annual precipitation	0.2383	0.6079	3	365	1514	2010.141667
annual temperature	-0.7796	0.2663	4	364	1532	2008.690789
anomaly	-0.6941	0.4968	4	469	2064	2009.553394
anoxia	1.2144	0.2123	3	227	676	2010.074419
anoxic	1.15	0.5249	3	205	586	2009.582645
antarctic	-0.7013	0.3275	1	293	1004	2007.820711
antarctica	-0.9702	0.3544	1	219	716	2007.877974
antenna	-0.798	-0.3926	1	197	646	2008.064626
anthropogenic	-0.0996	-0.1194	5	256	806	2009.897004
application	-0.716	-0.0639	1	975	9244	2010.011511
approach	-0.2997	-0.0342	1	1248	19114	2011.153242
approximation	-0.928	0.351	1	266	878	2008.343624
aquatic ecosystems	0.7694	-0.3079	3	407	1602	2012.219331
aquifer	-0.0949	-0.8016	4	357	1726	2010.299742
archaea	1.3978	0.4892	3	215	846	2011.462687
archipelago	-0.3315	-0.2213	2	262	784	2008.970938
archives	0.0732	-0.7764	2	360	1224	2012.032657
arctic	0.236	0.0078	3	1553	65856	2009.446222
arctic alaska	0.5945	-0.1948	2	510	2478	2010.011811
arctic canada	0.0249	-0.9846	2	197	552	2007.412857
arctic climate	0.4914	-0.393	2	213	596	2010.487654
arctic ecosystems	0.632	0.7791	3	232	758	2008.734884
arctic lakes	0.1739	-0.3095	1	356	1330	2008.29697
arctic regions	-0.0915	0.7982	4	452	1860	2009.653333
arctic tundra	0.7805	0.4037	3	480	2220	2009.478365
area	-0.1782	-0.1026	1	1557	72428	2008.578401
areal	0.5734	0.3589	3	221	612	2008.079755
areal extent	0.2058	0.5274	3	350	1360	2007.510417
array	-0.0552	-0.3127	1	459	2004	2008.688032
asia	-0.7506	0.366	4	371	1434	2010.858426
asian	-0.715	0.763	4	163	452	2011.471582
asl	-0.9198	-0.6306	4	136	388	2009.703863
aspect	-0.6761	-0.2331	1	507	2618	2009.986813
assemblages	1.0935	-0.1603	2	330	1236	2007.880667
assessment	-0.5543	0.1415	1	966	10080	2011.123547
assimilation	0.0485	0.9009	3	291	1012	2009.247808
association	0.3758	0.0722	3	615	2970	2009.179096
atlantic	-0.1804	-0.3499	2	172	436	2008.590945
atmosphere	0.2005	0.6311	3	1177	19130	2008.501913
atmospheric carbon dioxide	0.0091	0.9017	4	238	786	2008.128205
atmospheric conditions	-0.7246	0.0651	1	168	428	2010.137931
atmospheric methane	0.2055	0.5639	1	342	1312	2008.173333
attention	-0.3343	0.2199	1	626	3374	2010.284583
attenuation	-0.8213	-0.0981	1	213	630	2008.16198
autonomous	-0.7721	-0.1037	1	152	360	2012.610778
autumn	-0.6833	0.5056	4	568	3654	2008.811221
availability	0.7225	0.0912	3	926	8746	2009.56451
background	0.0328	0.3105	4	390	1358	2009.681872
backscatter	-0.9198	-0.5194	1	414	2276	2008.125292
bacteria	1.2148	0.5917	3	332	1406	2009.086536
bacterial	1.2056	0.6415	3	220	702	2009.837958
bacterial communities	1.3893	0.7949	3	157	536	2012.601134
bacteroidetes	1.3035	0.7567	3	169	498	2013.892537
balance	-0.0606	0.4024	4	1175	18296	2009.168937
bands	0.733	-0.0653	3	194	490	2007.694277
banks	0.4917	-0.6882	2	330	1228	2006.786932
barrier	0.5495	-0.9009	2	208	582	2008.988387
barrow	0.131	0.3891	3	802	7956	2008.635721
basal	0.5078	-0.2285	2	416	1590	2008.301104
baseline	-0.6244	-0.2353	1	683	4226	2011.063023
basin	-0.0378	-0.396	2	1261	21802	2008.451393
bathymetry	-0.1089	-0.8902	2	276	924	2009.596934
bay	0.0549	-0.6149	2	666	4184	2007.629364
bayesian	-0.3371	0.4427	1	289	856	2013.3809
beaufort	0.3512	-0.8249	2	274	1020	2009.491785
bed	0.1022	-1.0197	2	232	910	2008.925373
bedrock	-0.3195	-0.1553	1	462	1890	2009.117398
behavior	-0.6256	-0.3468	1	498	2300	2008.780232
behaviour	-0.0832	-0.8218	2	317	1114	2008.035198
belowground	0.6815	0.9416	3	306	1246	2011.276074
benchmark	-0.2337	0.752	1	119	298	2012.336996
benefits	-0.6339	-0.5012	1	233	630	2011.531274
beringia	0.8322	-0.5647	2	164	528	2008.709135
beta	0.462	0.4603	3	164	394	2008.071429
betula	0.9398	0.0075	2	205	616	2007.963087
bias	-1.024	0.5785	4	611	4202	2011.002385
biases	-1.1532	0.5179	4	394	1992	2011.934239
bioavailability	1.1247	0.4954	3	184	516	2011.294118
biodegradation	1.1841	0.3013	3	171	462	2010.267296
biodiversity	-0.0233	0.285	1	396	1494	2012.141446
biogeochemical	1.0338	0.2643	3	274	802	2010.793578
biogeochemical cycles	0.4439	0.2172	3	334	1066	2011.855219
biogeochemical processes	0.4969	0.2995	3	377	1454	2011.568841
biogeochemistry	0.6084	0.2309	3	615	3582	2011.871515
biological processes	0.9078	0.0682	3	237	694	2009.937337
biomarker	1.1797	0.0856	3	359	1570	2010.943441
biomass	0.7446	0.6821	3	751	6690	2008.040883
biomes	-0.0099	0.7547	3	473	2098	2011.428571
biosphere	-0.406	1.0155	4	207	634	2009.397647
birch	0.3726	-0.7216	2	260	934	2008.009398
birds	0.4429	-0.4376	2	180	510	2007.764282
black	0.7646	-0.0336	2	145	408	2009.344605
body	-0.2621	-0.6454	1	912	8176	2007.977291
bog	0.4182	-0.6149	2	691	5070	2008.437269
border	0.212	0.2663	4	150	366	2007.5
boreal	0.1077	0.1363	5	1013	12586	2009.748786
boreal forest	0.3712	0.499	5	665	5310	2009.254495
borehole	-0.9831	-0.1167	4	622	4680	2009.415205
boundary	-0.4448	-0.3736	4	739	5446	2007.239183
boundary conditions	-0.8852	0.6795	4	218	706	2007.871795
bp	0.7452	-0.5763	2	569	3512	2008.600087
breakdown	1.176	0.5038	3	217	622	2007.162996
bryophytes	0.3366	0.7259	2	206	582	2009.103647
bubbles	-0.0587	-0.0627	1	369	1892	2007.959569
budget	-0.0618	0.5844	4	966	10248	2008.970525
buffer	0.0559	0.1063	4	254	800	2008.027778
building	-1.159	0.1025	1	156	470	2010.464789
burial	0.8797	-0.188	3	363	1348	2008.27451
burning	0.0234	0.5088	5	214	692	2009.814558
c-13	1.094	0.1034	3	602	3842	2011.550826
c-14	0.885	-0.2191	2	571	3430	2006.673407
c-band	-0.8749	-0.513	1	317	1418	2010.552846
c/n	0.9471	0.1013	3	352	1464	2008.969388
ca	0.9781	-0.1479	3	323	1160	2008.009458
ca2+	0.9967	-0.4212	3	244	764	2008.084615
calibration	-0.9228	0.0635	1	637	3848	2009.197434
camera	-0.7075	-0.4044	1	296	966	2010.289708
campaign	-0.3697	0.2683	1	153	388	2008.901876
canada	0.0954	-0.594	2	1304	23916	2008.358354
canadian	0.0112	-0.3091	2	697	4112	2008.213722
canopy	-0.4165	0.291	4	404	1858	2008.318982
capabilities	-0.6372	-0.3996	1	318	1076	2010.500666
capacity	0.0391	0.2753	4	857	6720	2009.597315
cape	0.8181	-0.3422	2	310	1326	2007.560284
caps	0.2049	-0.1253	1	153	396	2008.309322
carbohydrates	1.2158	0.3023	3	233	816	2007.243067
carbon	0.5932	0.4303	3	1500	65826	2009.564589
carbon balance	0.2477	0.8668	5	381	1774	2008.833333
carbon cycle	0.5293	0.7164	3	635	3782	2011.26087
carbon dioxide	0.7668	0.7343	3	838	9214	2009.945455
carbon flux	0.0791	0.8595	3	521	3198	2009.377841
carbon isotopes	1.2812	0.0524	3	141	396	2010.176667
carex	0.9455	0.4189	2	274	976	2006.026667
cascade	0.7882	-0.3278	2	276	824	2009.630695
case	-0.5457	-0.2922	1	972	9976	2008.95177
catchment	0.4106	-0.6411	2	817	7388	2010.694125
cation	0.9787	-0.2829	3	413	1878	2007.423345
cause	-0.0563	0.1846	1	503	2120	2008.342905
cell	-0.4063	0.5618	1	500	2410	2008.211757
century	-0.3541	0.3968	4	1032	13286	2010.371507
ch4	0.6831	0.7104	3	1054	17756	2009.020747
chain	-0.4897	-0.4158	1	281	888	2008.08967
challenges	-0.3786	-0.0457	1	815	5574	2013.058999
chamber	0.2781	0.9488	3	518	3508	2007.892646
changes	-0.0819	0.1288	4	1592	103144	2009.682502
channel	-0.0509	-0.7995	2	700	4818	2008.014353
characterisation	0.2718	0.059	3	252	682	2010.212121
characteristics	0.1261	-0.1468	2	1290	22186	2008.736404
characterization	-0.1249	-0.0769	1	614	3484	2010.633346
chemical	0.8409	-0.0539	3	651	3688	2007.921949
chemical characteristics	0.9112	-0.274	2	241	726	2007.689024
chemical composition	1.1426	0.174	3	310	1222	2008.202447
chemical properties	1.0503	0.2532	3	249	792	2009.098039
chemistry	0.9494	-0.2499	3	705	5002	2007.680636
china	-0.7956	0.2946	4	916	13018	2011.999131
chinese	-0.8619	0.8366	4	181	496	2010.719298
chronology	0.8143	-0.747	2	205	628	2008.614898
chukotka	-0.3786	-0.0103	1	150	396	2010.909747
ci	0.1531	0.2638	1	211	608	2010.938586
circulation	-0.6768	0.1403	4	632	4110	2008.948109
circumpolar	-0.6623	0.3054	1	628	3874	2008.280533
citation	0.4026	0.0661	4	308	1110	2010.604072
cl-	1.0355	-0.4696	3	179	514	2006.601719
class	-0.2093	0.3022	1	571	2708	2008.629702
classification	-0.3531	-0.3926	1	879	8068	2009.286924
clay	0.7653	-0.0087	3	524	2626	2007.780506
climate	-0.1022	0.213	4	1579	85882	2010.804187
climate change	-0.0732	0.0745	4	1277	23418	2011.726653
climate data	-0.7175	-0.3215	1	308	1014	2011.201149
climate model	-0.624	0.8395	4	575	3900	2011.501132
climate system	-0.5796	0.6086	1	451	2196	2010.341853
climate variability	-0.1822	-0.2217	2	501	2084	2011.231434
climate warming	-0.044	0.7669	3	556	3298	2012.926087
climatic conditions	0.2582	0.0159	3	569	2782	2010.008439
climatic factors	-0.5852	0.0946	1	205	690	2010.011905
climatology	-1.0031	0.2798	4	263	900	2008.664945
closure	-0.5859	0.1966	4	224	780	2008.433779
cloud	-1.0305	0.0242	1	349	1342	2007.587105
cluster	0.0673	-0.1416	1	363	1454	2009.267877
cmip5	-1.0097	0.872	4	405	2530	2015.851097
co	0.7901	-0.2491	3	241	704	2007.665527
co2	0.6139	0.7966	3	1140	22622	2009.235732
coast	0.2023	-0.5441	2	719	4662	2007.916968
coastal	0.3192	-0.3974	2	911	8426	2008.750196
coastal areas	0.0559	0.3501	3	159	416	2008.556848
coastal erosion	0.3433	-0.7008	2	391	1434	2011.756757
coastline	0.5005	-0.4693	2	348	1184	2009.082534
coefficients	-0.3214	0.4806	1	366	1280	2007.85666
coherent	-0.4631	-1.0991	1	183	528	2008.626866
cold	-0.5278	0.0471	4	612	3696	2009.295106
cold climate	0.1119	-0.0918	1	142	356	2008.782407
cold environments	-0.4074	0.0216	1	163	380	2011.933993
cold regions	-1.001	-0.0302	4	703	5918	2011.787565
cold season	-0.524	0.4193	4	437	2014	2011.497817
collaboration	-0.7054	-0.0101	1	139	340	2011.526627
collapse	0.9513	0.0136	3	578	3354	2009.31737
collection	-0.0104	-0.2451	1	379	1386	2009.184687
colour	0.6926	-0.5882	3	152	414	2007.538283
column	0.5551	0.3047	3	752	5798	2007.520529
combustion	0.6898	0.6717	5	247	978	2008.365967
community	0.5182	0.4264	3	1194	17430	2010.388476
community structure	1.2675	0.689	3	137	424	2009.920304
compaction	0.2219	-0.3963	4	317	1138	2009.714724
comparative analysis	-0.0605	0.2463	1	182	520	2010.562069
comparison	-0.4752	0.1136	1	1111	13706	2007.950757
compensation	-0.6981	0.5649	1	181	472	2007.767361
competition	-0.0433	0.2838	2	186	480	2008.582677
compilation	-0.4637	0.1492	1	189	540	2010.398754
complex	0.2275	-0.0963	2	883	6862	2008.626599
composition	0.8385	0.1036	3	1094	13092	2008.609526
compounds	1.0861	0.2961	3	407	1890	2008.606591
computer	-0.9783	-0.1231	1	167	464	2006.919266
concentrations	0.7032	0.1466	3	1191	19300	2008.182298
concept	-0.2346	-0.162	1	315	1094	2009.039852
conceptual model	0.8803	-0.4833	2	356	1220	2009.793413
concerns	-0.2547	-0.2104	1	404	1402	2011.148773
condition	-1.0398	-0.1008	4	652	4614	2008.989432
conductivity	-0.232	0.1503	4	1024	13258	2008.252422
configuration	-0.51	-0.3329	1	422	1682	2009.544
connectivity	0.4046	-0.8408	2	559	3464	2013.917665
consequences	0.1365	-0.4064	2	814	5972	2010.388946
conservation	-0.582	0.6494	4	261	726	2011.195486
consistency	0.3652	0.0069	2	246	746	2009.971397
constituents	0.9749	-0.3339	3	206	632	2006.951372
constraints	-0.0986	0.5183	1	449	1872	2009.183622
construction	-0.7204	-0.0038	1	533	2784	2009.416124
consumption	0.8603	0.6264	3	347	1346	2007.642994
contact	-0.3405	-0.8271	1	236	760	2008.053198
contamination	0.1639	-0.4578	1	183	434	2008.17103
content	0.1803	0.1808	4	1385	31882	2008.566458
context	0.4004	-0.12	3	802	5126	2011.030192
continent	-0.6273	0.7335	4	185	526	2008.964696
continental	0.2809	-0.2796	2	158	382	2008.05522
continuous	6e-04	-0.0105	1	354	1270	2008.375887
continuous permafrost	-0.2076	-0.3809	2	733	4934	2010.502488
contraction	0.0967	-0.7483	2	334	1084	2008.338174
contrast	0.4112	0.1109	3	1056	9758	2008.536194
control	0.3868	0.3284	3	1196	19690	2009.125056
convection	-0.5037	-0.4004	4	214	690	2007.398389
convergence	-0.1608	0.4549	1	140	330	2008.020145
conversion	0.3282	-0.214	2	290	920	2007.330144
cooling	-0.537	0.3413	4	670	4544	2008.320685
copyright	-0.1762	-0.6371	2	1146	17056	2007.992246
core	0.817	-0.376	2	902	9000	2007.967995
correction	-0.6233	0.3356	1	274	842	2008.598508
correlation	-0.0728	0.4504	4	1027	11366	2008.606178
correlation analysis	-1.2057	0.4691	4	173	544	2011.239796
correlation coefficient	-1.0195	0.8305	4	179	472	2010.154098
correspondence	0.371	0.1635	2	385	1622	2007.499487
corridor	-0.6219	-0.6179	1	409	1864	2010.096154
costs	-0.7094	0.3145	1	327	1168	2009.673817
coupling	-0.7864	0.6788	4	621	4210	2010.327135
covariance	-0.0704	0.9102	3	571	4050	2010.7125
cover	-0.4139	0.0513	4	1346	30754	2009.332353
coverage	-0.1489	0.0755	1	875	6948	2010.04391
cr	0.2443	0.3223	3	155	386	2008.550617
cracks	-0.1875	-0.8093	2	306	1052	2008.515571
crater	0.24	-0.5899	2	161	430	2008.471119
creek	0.1558	-0.7598	2	511	2492	2007.130268
creep	0.1993	-1.0021	2	152	422	2007.349296
criteria	-0.2417	-0.0597	1	241	738	2008.509297
crown	-0.2712	-0.3398	1	416	1718	2010.518438
cryosphere	-0.8146	0.0938	1	502	2530	2012.880689
cryoturbation	0.8865	-0.0458	3	542	3154	2009.054217
current	-0.2779	0.3902	1	433	1560	2008.021581
current climate	-0.5185	0.9202	4	190	574	2011.142045
cyanobacteria	1.2991	0.593	3	156	510	2009.273279
cycle	0.3772	0.4186	3	1367	31004	2009.115632
da	-1.1765	-0.0144	1	176	588	2010.493103
damage	-0.4547	-0.2676	1	416	1646	2009.428672
data	-0.4603	-0.0519	1	1536	64598	2008.849817
database	-0.4871	0.3383	1	648	4556	2011.009739
dataset	-0.8488	-0.0583	1	601	3182	2012.492063
date	0.2774	-0.4151	2	840	6678	2008.781013
debris	0.6391	-0.3793	2	251	694	2007.542321
decadal	-0.4347	-0.3354	2	392	1648	2011.563199
decay	0.2657	-0.5714	2	440	1838	2007.653232
decline	0.2705	0.232	2	549	2942	2009.893655
decomposition	0.775	0.6548	3	998	15038	2009.869063
deep	0.1388	-0.2847	2	391	1512	2007.233692
deficit	0.2051	0.3515	2	209	648	2008.087049
definition	-0.7583	0.3441	1	329	1206	2008.873016
deformation	-0.5969	-0.8216	2	352	1444	2007.663668
deglaciation	0.4769	-0.2317	2	284	990	2008.650208
degradation	0.1708	3e-04	2	1450	39698	2011.065225
delay	-0.424	0.0835	4	324	1086	2008.579495
delineation	-0.7725	-0.5007	1	253	770	2009.939394
delivery	0.9174	-0.5283	3	332	1344	2010.271394
delta	0.3022	-0.461	2	964	9938	2007.83363
demand	0.304	-0.0568	1	302	908	2009.740876
denitrification	1.2784	0.1705	3	157	472	2007.274227
density	0.2508	0.1431	3	1072	12348	2008.013051
dependence	-0.5529	0.5121	1	526	2452	2007.840071
depletion	0.7046	-0.1691	3	323	1056	2006.739015
deposition	0.8252	-0.3365	2	535	2432	2008.05739
deposits	0.5884	-0.4921	2	880	8200	2008.340778
depression	0.2689	-0.4774	2	690	4282	2007.650097
depth	-0.0295	0.2412	4	1515	54932	2008.424673
description	-0.6973	0.4792	4	517	2558	2008.463605
desert	-0.0019	0.5278	4	521	2920	2008.949606
desiccation	0.1323	-0.6568	2	279	858	2007.585132
design	-0.6771	-0.1831	1	586	3116	2010.581328
detachment	0.0486	-0.9147	2	254	754	2007.707937
detail	-0.4169	-0.0693	1	322	1052	2008.325282
detection	-0.5893	-0.563	1	791	6020	2009.603252
determination	0.1102	-0.3096	1	407	1502	2007.484902
detritus	1.1411	-0.4574	2	187	552	2006.822309
development	-0.0047	-0.4034	2	1312	22800	2008.720806
diagnostics	-0.6089	0.4292	4	165	438	2008.567084
diameter	-0.0203	-0.7409	2	250	786	2007.263065
diatom	1.098	-0.145	2	312	1202	2007.788872
dic	1.1489	-0.1556	3	218	726	2010.289003
difference	-0.715	0.2268	1	944	9644	2008.353517
difference vegetation index	-0.7713	0.782	1	313	1282	2011.269663
differentiation	0.5958	-0.1322	3	250	718	2009.166072
diffusion	-0.4816	0.3839	4	594	3992	2007.538498
digital	-0.7911	-0.5486	1	210	592	2009.777457
digital elevation model	-0.8972	-0.4228	1	444	2136	2011.723433
direct	0.0864	0.3047	1	215	590	2008.210247
direct effect	-0.141	-0.3906	2	200	556	2009.810127
direct measurements	0.2729	0.4625	3	220	662	2008.273092
discharge	-0.1709	-0.6782	4	806	8216	2009.968547
discontinuous permafrost	-0.238	-0.5755	2	820	7208	2009.986239
discrepancies	-0.76	0.4719	4	453	2108	2008.348934
disequilibrium	-0.2413	-1.0304	4	137	390	2007.917431
dispersal	-0.1196	0.292	1	214	654	2009.272755
displacement	0.047	-0.4734	2	316	1058	2008.077434
dissolution	1.1643	-0.0965	3	257	778	2008.222642
dissolved	0.9184	0.1445	3	332	1182	2009.918434
distance	-0.192	-0.4646	1	418	1658	2008.760466
distribution	-0.2863	-0.1181	1	1453	37234	2008.398254
distribution patterns	-0.5165	0.0207	1	156	446	2007.921011
disturbance	0.3592	-0.4476	2	1078	13846	2008.857587
divergence	0.0826	-0.626	2	178	484	2009.013309
diversity	0.5286	0.432	3	663	3806	2010.578345
dm	-0.0679	0.7591	1	139	352	2008.292818
doc	1.0618	-0.0676	3	597	3666	2010.06576
dominance	0.9865	0.3152	3	437	1624	2008.872257
doubling	-0.1091	0.7619	4	180	490	2006.720126
downscaling	-0.9314	0.6686	4	212	644	2012.79878
drainage	0.2357	-0.5337	2	1128	14452	2008.81777
drier conditions	0.4955	0.2291	2	242	708	2009.964912
drift	0.5339	-0.182	2	301	866	2007.53137
drilling	-0.4418	-0.7028	2	298	1154	2009.19218
drivers	0.4028	0.1399	3	819	5892	2015.214206
drought	-0.8001	0.1313	1	180	486	2011.447977
dryas	0.8726	-0.1141	2	171	460	2007.259029
drying	0.0884	-0.3025	2	464	2314	2010.299595
duration	-0.4844	-0.2961	4	811	6778	2008.532595
dynamics	0.0142	0.1539	5	1458	39418	2010.313072
earth	-0.198	0.4746	4	984	9550	2010.179198
east	-0.0042	-0.1266	2	676	3766	2008.607533
eastern	0.0831	0.1186	2	411	1722	2008.869757
ec	0.0251	0.7433	3	391	1680	2011.130769
ecology	-0.1086	-0.0705	1	692	4536	2009.579615
economy	-0.7806	0.3345	1	167	518	2011.137536
ecosystem	0.2484	0.5055	3	1463	44834	2011.299513
ecosystem processes	0.5492	0.5154	3	237	702	2012.502618
ecosystem respiration	0.5567	1.0343	3	530	4416	2012.202765
ecosystem services	-0.3013	0.17	1	214	598	2015.128205
ecosystem structure	0.6244	0.1885	2	284	1002	2011.137143
ecotone	0.1344	-0.0752	4	284	964	2010.323944
ecotypes	0.5809	-0.5795	3	174	460	2009.606061
eddies	0.1501	1.1606	3	193	668	2008.668786
education	-0.505	0.1065	1	114	278	2010.860248
effects	-0.0051	0.4253	4	1500	50358	2008.834618
efficiency	-0.351	0.5228	4	390	1484	2009.198697
efflux	0.2069	0.665	3	475	2500	2008.48374
effort	-0.6505	-0.0482	1	206	566	2009.28
electrical conductivity	0.4467	0.1207	2	300	974	2008.518717
electron	1.1044	0.5561	3	310	1316	2008.099471
elemental composition	0.9803	0.3225	3	155	388	2009.293023
elements	0.3306	-0.3115	2	760	4740	2008.706361
elevation	-0.431	-0.4182	1	942	9190	2009.824954
embankment	-0.8972	-0.6885	1	239	908	2012.250883
emergence	0.4895	-0.8739	2	221	606	2009.419162
emissions	0.4339	0.6698	3	1223	25614	2009.691385
energy	-0.777	0.2896	4	1067	15286	2008.723489
energy balance	-1.174	0.0885	4	338	1408	2008.914956
energy budget	-1.3379	0.3514	4	184	580	2009.877193
engineering	-1.0347	0.0743	1	658	5452	2011.966811
enhanced	-0.2991	0.161	1	417	1598	2009.105949
enrichment	0.9825	-0.107	3	447	1994	2007.966961
ensemble	-0.8327	0.7953	4	292	1136	2012.843972
environment	0.1617	-0.035	1	1307	21554	2009.620856
environmental	0.1475	0.6073	4	503	2438	2009.652452
environmental changes	0.533	0.2042	3	353	1218	2011.631369
environmental conditions	0.4415	0.1595	2	566	2718	2011.073304
environmental factors	0.5618	0.4856	3	562	3152	2010.481299
environmental gradients	0.1677	-0.062	2	180	462	2011.14359
environmental variables	0.4274	0.7692	3	343	1370	2010.746251
envisat	-0.886	-0.4721	1	297	1342	2011.143695
enzyme	1.1474	0.7351	3	253	1084	2008.671725
enzyme activity	1.0929	0.767	3	158	534	2009.061093
equilibrium	-0.3647	-0.0507	4	546	2860	2007.331412
equipment	-0.7039	0.0134	1	156	376	2009.821326
er	0.5694	0.9579	3	259	1024	2009.325444
era-interim	-1.2825	0.6564	4	286	1178	2015.76381
eriophorum	0.9006	0.5457	2	171	498	2006.352564
erosion	0.3692	-0.5841	2	996	9808	2008.588984
error	-0.7533	0.2267	1	823	6882	2009.089766
establishment	0.4801	-0.2741	2	240	686	2009.077273
estimate	-0.6161	0.4352	1	951	10656	2009.037943
eurasia	-0.9013	0.021	4	388	1718	2010.129179
europe	-0.5553	0.4316	4	269	964	2009.264767
european	-0.6554	0.4818	4	266	864	2008.535922
evaluation	-0.786	0.3839	4	808	6812	2010.494567
evaporation	0.0026	-0.3841	4	750	5846	2007.500434
evapotranspiration	-0.5	0.3518	4	701	5468	2010.7866
events	0.2203	-0.532	2	934	8168	2008.940003
evolution	-0.0445	-0.5843	2	1022	10750	2009.317419
excess	0.4899	-0.8042	2	212	572	2006.587452
exchange	0.0277	0.6338	3	1006	11532	2008.103913
expansion	0.1035	-0.6775	2	915	8648	2010.313347
experimental	-0.6286	0.1086	4	259	868	2008.538829
experiments	-0.1596	0.6324	4	1076	13600	2008.056984
explanation	0.5698	-0.0795	2	188	486	2007.120259
exploration	-0.0683	-0.4565	1	309	1134	2009.280242
export	0.8208	-0.5685	2	434	1998	2009.527633
exposure	0.3842	-0.555	2	553	2532	2009.120837
expression	0.1315	-0.4423	2	217	564	2010.221853
extension	-0.3516	-0.3573	2	150	370	2007.564542
extent	-0.2519	-0.0768	4	1269	21138	2009.292904
extraction	-0.3041	-0.3587	1	279	914	2009.332489
extrapolation	-0.6583	0.2431	1	355	1226	2007.606469
extreme	-0.4079	-0.762	2	247	778	2011.052923
face	-0.0309	0.1394	1	199	566	2010.409917
facies	0.9522	-0.5589	2	179	492	2005.955224
failure	-0.0773	-0.6704	2	396	1456	2009.185744
fairbanks	0.1928	0.0392	2	387	1410	2006.056818
fall	-0.1085	0.5373	1	567	3266	2008.13205
family	0.2124	0.5907	3	218	554	2008.985487
fan	0.5819	-0.6276	2	208	550	2007.798982
fast	-0.8607	-0.1143	1	169	448	2008.050903
fate	0.6997	0.2474	3	562	3042	2010.213755
fe	1.1091	0.4043	3	441	2270	2008.842402
features	0.1952	-0.4048	2	1156	15206	2008.398624
feedback	0.2783	0.6711	3	1220	21828	2010.893652
fen	0.2317	-0.7096	2	666	4394	2008.534031
fermentation	1.2294	0.7832	3	209	766	2010.938547
fertilization	0.3994	0.9503	3	240	774	2008.605889
