id	x	y	cluster	weight<Links>	weight<Total link strength>	score<Avg year>
colour	-0.4483	-0.7469	1	62	140	2007.538283
community	1.0926	-0.256	2	59	120	2010.388476
comparison	0.0394	0.0157	3	271	910	2007.950757
competition	1.082	0.4349	4	64	156	2008.582677
complex	-0.1831	0.5565	5	217	736	2008.626599
composition	0.0076	2e-04	4	257	870	2008.609526
concentrations	-0.2313	0.4129	6	152	452	2008.182298
conjugate	-0.2492	1.1801	5	117	372	2007.608479
consensus	0.917	0.4932	4	36	86	2011.2949
conservation	0.9593	-0.2916	2	66	154	2011.195486
constraints	0.0923	0.0238	1	56	114	2009.183622
contact	-0.1949	-0.5236	1	46	98	2008.053198
content	-0.4233	0.3907	1	174	508	2008.566458
context	0.5193	-0.2608	2	93	206	2011.030192
continent	0.0514	0.3086	6	62	134	2008.964696
contrast	-0.2023	0.4012	1	187	512	2008.536194
control	0.4212	-0.5298	2	151	378	2009.125056
convergence	-0.4919	-0.4785	3	59	124	2008.020145
copper	-1.3534	-0.1435	3	50	128	2007.438861
core	-0.1005	0.9245	5	182	592	2007.967995
correction	-0.479	0.0948	1	102	246	2008.598508
correlation	0.0251	0.6668	5	158	400	2008.606178
correspondence	0.3462	0.7754	5	44	92	2007.499487
costs	-0.3531	-0.5441	2	108	298	2009.673817
counts	1.2611	-0.2811	2	44	106	2008.352941
cover	0.0259	-0.0969	1	258	1004	2009.332353
coverage	-0.5253	0.155	6	145	402	2010.04391
cr	-1.1088	0.078	1	89	200	2008.550617
craton	-0.0144	0.2487	6	69	148	2008.1974
criteria	0.8794	0.1462	4	62	124	2008.509297
crop	0.4015	-0.2202	4	80	176	2007.490323
crust	0.0637	0.1347	6	80	172	2007.489929
cu	-1.1086	0.0812	1	89	200	2007.840102
cycle	0.7661	0.2665	4	126	354	2009.115632
damage	0.424	0.0337	4	136	342	2009.428672
data	-0.2012	-0.0669	1	579	5670	2008.849817
dataset	-0.7523	0.4479	1	61	160	2012.492063
decline	1.1713	0.0581	4	60	122	2009.893655
deformation	-0.5527	-0.5127	3	81	198	2007.663668
delineation	-0.9916	-0.1444	1	69	156	2009.939394
density	0.2155	0.576	5	249	800	2008.013051
deposition	-0.7282	0.0274	3	279	1242	2008.224764
depth	-0.3368	0.8609	5	148	408	2008.424673
desert	9e-04	-0.246	1	115	258	2008.949606
design	0.8695	-0.1361	2	130	326	2010.581328
detail	0.0264	0.9853	5	85	184	2008.325282
detection	-0.3119	-0.3907	3	244	878	2009.603252
detector	0.5094	-0.0605	2	66	162	2007.972743
determination	-0.3457	0.6588	5	149	404	2007.484902
development	0.2092	-0.0725	2	219	604	2008.720806
difference	-0.1579	0.1307	4	83	176	2008.353517
digital	-0.2281	-0.3659	6	74	162	2009.777457
discontinuities	-0.3049	0.9473	5	79	176	2006.533808
discovery	0.1866	0.0082	6	90	214	2009.916721
discrimination	-0.752	-0.5457	1	98	248	2008.968
displacement	-0.2771	0.326	1	81	174	2008.077434
distance	0.5625	-0.2001	2	159	434	2008.760466
distribution	-0.2616	0.029	3	356	1724	2008.398254
disturbance	1.1289	-0.1068	2	188	590	2008.857587
diversity	0.6632	0.3268	4	122	306	2010.578345
dolomite	-1.0651	-0.8469	3	92	232	2007.267327
dominant species	0.1744	-0.1014	2	58	120	2007.750562
drilling	-0.1948	1.2481	5	89	264	2009.19218
dykes	-0.3038	-0.1905	6	179	542	2006.352227
dynamics	0.8092	0.3564	4	165	452	2010.313072
earth	-0.3143	0.6575	5	162	412	2010.179198
east	-0.3163	-0.7328	2	130	376	2008.607533
ecosystem	0.7414	0.0115	2	197	558	2011.299513
effects	0.0938	0.1633	1	329	1188	2008.834618
efficacy	-0.0635	-0.009	1	70	154	2011.532915
efficiency	0.3242	-0.6659	2	69	140	2009.198697
effort	0.5886	-0.4302	2	113	268	2009.28
elements	-0.5087	0.1704	6	187	516	2008.706361
elevation	-0.2269	-0.3687	6	74	162	2009.824954
emissions	-1.1106	-0.3196	3	263	1542	2009.691385
emplacement	-0.0566	-0.4396	6	107	296	2007.469556
energy	-1.2239	-0.886	3	82	254	2008.723489
enhanced	-0.2902	0.3799	1	108	260	2009.105949
environment	0.057	-0.234	2	383	1724	2009.620856
equipment	0.9698	-0.4713	2	38	98	2009.821326
error	-0.1888	0.3704	1	234	744	2009.089766
estimate	0.0144	0.2193	1	141	350	2009.037943
evaluation	0.4228	-0.3912	6	173	448	2010.494567
events	0.5178	0.1334	4	123	280	2008.940003
evolution	0.0388	0.637	5	193	544	2009.317419
expedition	-0.3445	1.166	5	135	410	2008.265986
experiments	0.2942	0.2284	2	172	474	2008.056984
exploration	-0.7736	-0.4534	3	295	1600	2009.280242
exposure	-0.4757	-0.6771	1	99	296	2009.120837
extension	0.2303	-0.1842	6	78	202	2007.564542
extent	0.001	0.1649	1	99	220	2009.292904
extraction	-0.3994	-0.2756	1	161	450	2009.332489
fabric	-0.5744	-0.42	3	123	332	2006.718579
fault	-0.4828	-0.7496	3	173	552	2007.03453
fe	-1.1366	-0.0131	1	132	382	2008.842402
feasibility	0.8052	-0.2562	2	57	118	2009.413978
features	-0.6532	-0.3042	1	319	1728	2008.398624
field	-0.0984	-0.2267	1	419	2162	2008.149599
field observations	-1.0181	-0.033	1	86	212	2009.606725
fieldwork	-0.6165	-0.5637	3	177	606	2010.890459
filter	-0.8079	-0.4553	3	201	824	2008.739821
finland	-0.87	0.401	1	63	136	2007.913074
flight	1.0416	-0.4993	2	131	426	2007.375
fluid	-0.9369	-0.7558	3	85	186	2008.294565
flux	0.277	0.1075	4	112	242	2008.597609
forest	0.7964	0.508	4	173	656	2009.036828
formation	-0.4024	-0.3751	6	164	438	2008.321264
fraction	-0.1866	0.0761	4	237	824	2008.456562
fracture	0.0145	-0.3497	6	130	340	2008.190557
fragments	0.9404	0.471	4	88	234	2008.17335
framework	0.1133	0.7683	5	205	672	2011.28923
frequency	0.563	-0.283	2	143	398	2008.248973
function	0.2591	0.5123	4	232	684	2008.530959
fusion	-0.7227	-0.8173	3	114	306	2008.521036
future	0.5098	0.3	4	92	208	2011.886201
gamma	-0.1978	1.3108	5	101	326	2008.010526
gap	0.9575	0.4495	4	101	260	2011.364048
gas	-0.3878	0.469	5	160	374	2008.945001
generation	-0.2366	-0.5222	1	62	144	2009.018917
geologic	-0.5019	-0.0165	3	59	132	2006.98234
geology	-0.7427	0.1706	1	145	408	2008.706341
geometry	0.0297	-0.3937	6	94	206	2008.870779
geophysical	0.1243	0.438	6	72	150	2008.193421
gis	0.0054	0.1493	4	127	310	2010.110721
gneisses	-0.3627	0.4183	3	83	214	2005.585746
gold	-0.9028	-0.7812	3	104	384	2009.147601
gondwana	-1.003	-0.565	3	73	152	2008.315403
gps	0.6335	-0.5238	2	64	138	2011.397634
gradient	-0.2614	1.1824	5	126	394	2008.605746
granite	-1.0799	-0.8931	3	64	146	2006.027293
granitoids	-0.3456	-0.6306	6	103	250	2006.677928
greenland	-0.7531	-0.2042	3	231	944	2008.04131
greenstone	-0.8373	0.2625	1	70	158	2007.61597
group	0.581	-0.1664	2	234	732	2007.95978
growth	0.9851	0.4574	4	134	508	2007.964687
guidelines	1.1511	-0.4852	2	79	252	2010.762712
gulls	1.2627	-0.2809	2	44	106	2007.686722
habitat	1.0297	-0.2467	2	55	116	2009.660618
harvest	1.1386	0.4108	4	47	110	2009.512329
hazard	0.9889	0.1264	4	93	198	2012.14876
health	0.494	-0.3035	2	59	140	2011.42961
heat	0.1478	0.0501	2	86	194	2008.894185
heterogeneity	0.5606	0.4309	4	64	132	2010.395911
high spatial resolution	0.2937	-0.3528	2	56	128	2011.610092
high-frequency	0.3725	-0.7334	2	75	156	2009.040142
high-resolution	0.4111	-0.4783	2	68	142	2010.248214
history	0.6078	0.1669	2	147	336	2008.523128
hole	-0.271	1.3501	5	76	214	2006.361279
host	-0.6827	-0.0739	3	147	434	2009.32804
humans	0.9549	-0.4213	2	40	84	2010.156837
hybridization	0.1328	0.9457	5	123	306	2008.570858
hydrothermal	-1.026	-0.5563	3	122	366	2009.358896
ice	0.4034	-0.0331	2	230	808	2008.860178
identification	0.0778	-0.1192	4	124	318	2009.939059
image analysis	0.074	-0.6232	1	45	96	2008.299492
imagery	-0.4276	-0.1675	1	372	1930	2010.027404
images	-0.1487	-0.3458	1	471	3734	2009.851773
impact	1.097	0.0215	4	200	780	2011.1545
implementation	0.3438	-0.7614	2	120	288	2012.128733
implications	0.0351	-0.4467	2	207	674	2008.957655
incorporation	-0.1358	0.5695	6	69	150	2007.639228
index	0.2477	0.5549	4	175	452	2009.733438
india	-0.2413	0.0536	6	48	98	2008.826418
indices	-0.667	-0.5414	3	184	652	2009.479934
individuals	0.9714	-0.4332	2	124	348	2008.750418
influence	0.0809	-0.0653	6	119	288	2009.717142
information	-0.3308	0.1941	5	442	2626	2009.67229
infrared	-0.5369	0.3061	1	98	256	2010.505226
insight	-0.5262	0.911	5	109	242	2011.173112
instrument	0.4259	-0.0473	2	108	274	2008.390639
integration	-0.1325	0.3985	5	272	956	2009.403182
intensity	0.837	0.2586	4	99	304	2008.970237
international	0.7311	-0.0968	2	57	118	2009.154964
interpretation	-0.1078	-0.1083	1	172	472	2007.927664
intrusion	-0.5629	-0.0534	6	117	306	2007.462904
inventory	0.5106	0.2977	4	92	208	2010.281274
iodp	-0.1565	1.2418	5	112	376	2014.23913
iron	-1.283	-0.2584	3	99	314	2009.213959
island	0.2839	-0.4883	2	321	1292	2007.713057
key	0.4028	-0.0198	4	119	280	2010.680262
king	1.2711	-0.6069	2	74	198	2008.958735
knowledge	0.5952	0.0466	2	170	448	2011.311559
l-band	-0.518	-0.639	3	129	402	2012.949721
laboratory	-0.8289	-0.0144	1	224	796	2007.465259
lake	-0.0037	-0.0093	1	122	322	2008.594336
land	-0.4336	-0.2263	3	297	1388	2009.148895
landsat	-0.0743	0.108	1	188	562	2010.33532
landscape	0.3149	0.401	4	182	534	2011.306963
lapland	-0.8707	0.3994	1	63	136	2006.404494
larus	1.2624	-0.2794	2	44	106	2007.585366
laser	0.4085	-0.459	2	70	154	2009.589474
layer	-0.1428	0.4652	6	83	178	2008.050692
learning	0.1121	0.5856	6	109	272	2013.029851
length	0.4964	0.0796	2	102	242	2007.902115
lens	1.0128	-0.3253	2	72	156	2010.342995
levels	-0.2897	-0.2281	3	133	348	2008.087057
library	-0.968	-0.0887	3	76	180	2010.429487
lichens	-0.5506	0.0398	1	146	460	2007.849478
lidar	0.3977	0.0836	4	76	166	2009.528468
life	0.8172	0.2499	4	63	126	2009.496831
light	0.7177	0.3959	4	89	206	2008.497181
limit	0.5054	0.3044	4	185	550	2008.405998
line	0.1365	-0.2414	1	177	540	2008.353935
literature	0.9988	-0.5313	2	65	136	2009.415346
lithology	-0.3983	0.6885	5	200	600	2008.606112
location	0.3905	-0.1342	2	86	182	2008.984732
loss	0.5683	0.3763	4	125	300	2009.572836
mafic	-0.5203	-0.1503	6	252	848	2007.466667
magma	-0.0519	-0.3737	6	60	154	2007.289875
magnitude	0.3862	0.1194	4	123	284	2008.764211
management	0.6495	-0.2747	2	77	174	2011.487395
mapping	-0.5505	-0.0689	1	492	4168	2009.334683
margin	-0.9802	0.2352	3	99	242	2007.943292
mass	0.5799	-0.7749	2	76	162	2008.546102
match	-0.7524	0.4242	1	63	134	2009.540171
materials	-0.3756	0.1864	1	163	488	2009.392738
matrix	-0.5808	0.0731	3	144	428	2008.834951
maximum	-0.2189	0.2262	6	65	134	2008.02311
mean	-0.398	0.3204	1	142	394	2008.418412
measurements	-0.3159	0.0731	1	199	598	2008.052338
melt	0.138	-0.155	6	50	106	2009.845955
metals	-0.7839	0.1757	3	76	176	2008.289393
method	0.0735	0.3374	5	410	2124	2009.830294
methodology	-0.3522	0.5494	5	165	436	2011.295783
metrics	-0.0088	0.79	5	40	84	2014.812392
mg	-0.9902	0.1742	1	84	184	2007.101832
mica	-0.8428	0.1031	1	88	196	2005.783626
mineralogy	-0.4154	-0.6962	1	105	250	2008.116528
minerals	-0.7483	-0.2339	3	385	2758	2008.51401
minimum	-0.2809	-0.2712	6	63	132	2007.387903
mirounga	1.2064	-0.5246	2	50	106	2006.786822
mission	1.0219	-0.4274	2	110	326	2010.545273
mitigation	0.3331	-0.0416	4	76	160	2013.45799
mixing	-0.3939	-0.037	1	105	278	2008.011628
mixture	-0.5447	0.0334	3	208	776	2008.223491
mobility	-0.685	-0.1179	3	105	268	2009.179399
mode	0.7726	-0.4871	2	53	106	2009.290859
model	0.3965	0.3272	4	376	1684	2009.337703
modeling	-0.3072	0.6242	1	206	520	2009.934739
monitoring	0.785	-0.124	2	202	588	2010.807096
mortality	1.0802	0.4357	4	64	156	2007.827718
mosaic	0.21	-0.0389	1	57	126	2008.656347
moss	0.4951	-0.3009	2	59	140	2008.144966
mountains	-0.6215	-0.6916	6	92	196	2008.872376
movement	0.4971	-0.5063	2	126	294	2008.271565
multivariate	0.1216	1.0472	5	93	206	2009.5132
nature	-0.2307	0.2254	1	148	358	2008.656757
nests	1.1325	-0.4105	2	100	276	2007.605233
network	-0.1838	0.7832	5	216	716	2010.903467
noise	-0.4836	0.5557	1	157	452	2009.477697
north	-0.5016	-0.3343	3	213	758	2008.467015
north-east	-1.6868	-0.979	3	8	18	2007.754864
northern	-0.9824	-0.5467	3	120	388	2008.895353
northwest	-0.0741	-0.3636	3	74	158	2007.741751
nunavik	-0.3394	0.0919	1	66	160	2011.628378
nunavut	-0.1417	-0.3625	1	121	338	2010.865177
observations	0.3539	-0.1872	2	330	1168	2008.912908
occurrence	-0.693	-0.3747	3	240	944	2008.878622
ocean	0.1945	0.9094	5	115	318	2009.205801
opening	1.1208	0.4516	4	41	120	2008.074957
operation	0.5982	-0.262	2	198	580	2010.347293
optical	0.4748	0.0286	2	65	136	2008.535777
order	0.437	-0.1093	6	95	210	2008.447395
ore	-0.8574	-0.6603	3	147	468	2009.051913
orientation	-0.0122	-0.1346	6	110	296	2007.578043
outcomes	-1.3044	-0.6147	1	56	152	2011.660682
outcrop	-0.1851	-0.4623	1	60	138	2008.457421
p-wave	-0.2697	1.3522	5	76	214	2008.692683
parameters	-0.0135	0.0345	1	191	530	2008.858581
part	0.1043	-0.2067	2	201	636	2007.996794
particles	-0.112	0.563	1	74	178	2007.800157
patterns	0.2425	0.4279	5	208	560	2008.797625
pca	-0.8509	0.1679	5	175	518	2009.970588
penguins	1.0923	-0.4973	2	151	530	2007.926092
peninsula	-1.1213	-0.2223	1	125	434	2008.446514
performance	0.3585	0.3805	2	161	410	2010.724359
period	0.6892	-0.267	2	140	356	2008.417828
petrels	1.2698	-0.4962	2	61	138	2007.369369
phase	-0.2821	-0.2695	6	63	132	2008.459023
photogrammetry	0.8318	-0.5394	2	97	244	2012.265537
pinnipeds	1.1894	-0.6049	2	59	156	2008.580574
plant	1.0988	0.4073	4	60	146	2008.777628
platform	0.5453	-0.2992	2	83	200	2009.532067
pleistocene	-0.1494	1.2878	5	91	234	2008.069475
pliocene	-0.1471	1.2884	5	91	234	2007.441971
policy	1.1441	-0.3554	2	35	92	2012.234091
population	0.9577	-0.4478	2	137	402	2008.672858
pore	0.0449	1.0714	5	68	148	2009.423041
porosity	-0.2018	1.3091	5	101	326	2009.180556
position	-0.1578	-0.2058	1	139	358	2008.558417
potential	-0.5476	-0.4703	3	264	1170	2010.240353
potential impact	1.21	-0.5216	2	47	106	2010.782051
precision	-0.238	-0.2272	2	64	138	2008.835605
predators	1.254	0.0949	4	51	108	2008.956781
predictions	-0.2089	0.7069	5	139	366	2009.897678
preparation	-0.0422	-0.0116	2	84	170	2008.197154
pressure	0.1378	0.1348	6	138	366	2008.310217
principal component analysis	-0.7646	0.4944	5	169	482	2008.970381
probe	-0.0331	-0.1445	1	63	140	2007.984576
procedures	-0.4521	-0.5266	1	62	136	2007.300565
processes	-0.0252	0.0753	4	407	1902	2009.595773
production	-0.3649	1.0834	5	86	178	2008.644816
profiles	-0.5572	0.2419	1	136	362	2007.935203
project	0.0263	-0.2408	6	176	508	2010.706868
properties	-0.5717	0.2999	1	231	816	2009.393254
proportion	0.6362	0.0764	2	54	120	2007.916222
province	-1.0375	-0.3037	3	125	366	2008.267085
proxy	-0.6432	-0.5521	3	81	204	2011.318436
pygoscelis	1.2613	-0.5834	2	80	232	2007.67632
quality	0.1424	-0.1207	1	92	210	2010.189742
quantification	-0.604	-0.061	6	79	164	2011.260355
quartz	-0.9478	-0.2779	3	143	432	2007.229539
quaternary	-0.1423	0.1993	6	80	178	2007.507274
radar	-0.3718	-0.5245	3	134	402	2008.748589
radiance	-1.0289	-0.1129	1	79	178	2007.493478
radiometer	-1.1908	-0.5583	3	215	1280	2007.88206
rain	0.9227	0.4472	4	104	314	2008.573092
rainfall	0.2695	0.19	4	74	172	2010.725018
random	-0.4101	0.3773	1	43	88	2009.01845
range	0.0533	-0.184	6	314	1100	2008.574661
ratio	-0.546	-0.3363	3	279	1230	2007.736208
reaction	1.1319	-0.3001	2	68	180	2006.276225
recognition	-0.0986	-0.6313	1	55	118	2008.848394
recommendations	1.0962	-0.3055	2	78	190	2011.232852
reconstruction	-0.2013	-0.1347	6	119	306	2009.991292
recovery	-0.0454	0.9158	5	102	226	2009.497477
recruitment	1.1386	0.4133	4	45	106	2007.845827
reduction	-0.35	0.5278	1	171	458	2009.195696
redundancy	-0.0368	0.0644	1	56	120	2011.781395
reflection	-0.8672	-0.1718	1	352	2286	2008.516981
regeneration	1.0817	0.4377	4	64	156	2006.358354
regime	0.2899	-0.0815	4	178	462	2008.761852
region	-0.2943	0.0371	1	513	3642	2009.213913
regolith	0.1041	0.4125	6	71	164	2009.40991
regression	-0.0353	0.4339	1	132	368	2009.585498
relationship	0.2711	0.4564	4	136	330	2008.880832
relative abundance	0.331	0.2348	6	75	162	2009.354188
release	0.0142	0.4532	1	70	150	2009.408827
remote	-0.4152	-0.3982	3	383	2222	2010.867397
remote areas	0.9072	-0.0618	2	48	104	2009.37551
remote sensing	-0.2345	-0.6698	3	204	682	2011.422546
removal	-0.3177	-0.1485	4	98	218	2008.282275
representation	-0.4213	0.3055	1	106	256	2010.830294
requirements	0.8839	-0.0122	2	42	86	2008.486324
res	-0.204	0.6939	5	79	166	2009.597305
research	0.375	-0.4536	2	346	1674	2010.476977
residues	-0.7239	0.3532	1	56	116	2007.610135
resistance	-0.2675	1.3514	5	76	214	2009.811343
resolution	0.3524	-0.1708	2	336	1416	2009.55055
respect	0.3347	-0.1736	2	134	324	2008.283557
response	0.8373	-0.1563	2	160	476	2009.573466
result	0.1532	-0.3362	2	136	332	2008.151944
review	0.6939	0.3494	4	70	148	2009.601815
richness	1.1375	0.4135	4	45	106	2010.853254
rights	-0.0583	0.3257	4	373	1602	2009.549068
road	0.4584	0.0739	4	97	210	2010.853081
robustness	-0.5335	0.7899	5	99	232	2012.541485
rocks	-0.7429	-0.0665	1	414	2910	2007.751648
role	-0.0276	0.9131	5	104	240	2010.178923
root	-0.3765	0.3495	1	114	292	2009.331514
safety	0.4919	-0.3313	2	46	100	2012.662963
salinity	-0.3631	-0.2175	3	66	136	2008.2244
sam	-0.8424	-0.0882	3	92	250	2012.531667
sample	0.3486	0.5427	5	118	252	2008.715721
satellite	-0.5201	-0.4213	3	309	1602	2009.46691
satellite data	-0.4397	-0.4024	3	172	538	2009.788853
satellite imagery	-0.853	-0.2405	3	100	266	2010.11368
satellite images	-1.1526	-0.2625	3	72	170	2010.376963
scale	0.1169	0.3841	4	284	958	2009.692551
scanning	0.4669	-0.5713	2	68	140	2009.812339
scenarios	0.9802	0.4411	4	71	210	2011.166554
science	0.9292	-0.0234	2	75	164	2002.851791
se	-0.4634	-0.2879	3	111	294	2008.4
sea	0.3921	0.5525	5	253	952	2008.689398
sea ice	0.5723	0.1851	2	128	390	2010.083703
sea ice concentration	0.3883	0.6323	6	42	126	2013.267038
seabirds	1.25	-0.413	2	84	224	2009.747744
seals	1.1714	-0.5515	2	67	178	2006.837258
search	0.3617	-0.3936	2	76	160	2009.995035
season	0.8633	-0.6493	2	87	214	2009.082749
sedimentary	-0.8893	-0.0982	1	60	134	2007.774481
sedimentary rocks	-0.9066	0.0749	1	112	272	2008.327473
sediments	-0.393	0.9305	5	190	618	2008.031847
segments	-0.1467	0.1543	1	170	464	2008.049369
selection	-0.5138	-0.4299	3	162	572	2009.482489
sensing	-0.2717	-0.5213	3	302	1362	2011.019623
sensitivity	1.1743	-0.4626	2	74	170	2009.595052
sensors	-0.1093	0.0109	1	260	922	2009.759019
sequence	-0.3543	0.8665	5	125	272	2008.880269
series	0.4508	0.1928	2	170	466	2008.676664
shear	-0.3919	-0.9325	3	86	196	2007.066225
shear zone	-0.785	-0.4303	3	121	368	2006.11039
shetland	1.2104	-0.5931	2	56	128	2008.115064
shift	0.38	0.2344	4	100	244	2010.334777
shortwave	-0.8316	0.1282	1	149	402	2010.126492
signal	0.3681	0.0418	4	154	386	2009.224031
signatures	-0.6109	0.0565	6	130	350	2009.339117
significance	-0.4193	-0.9703	3	71	168	2008.013281
silicate	-0.9056	-0.1971	1	128	324	2007.676275
similarity	-0.8253	-0.3014	1	98	244	2009.020248
simulations	0.8546	0.4193	4	147	480	2010.182554
sites	0.3561	0.1954	2	303	976	2008.514265
size	0.5374	0.197	4	245	776	2008.248059
skua	0.988	-0.3962	2	55	120	2006.941176
slope	-0.1075	0.9341	5	169	548	2008.522006
smectite	-1.3099	-0.3699	1	64	156	2005.43871
soc	0.0534	0.3879	1	48	118	2012.467925
soil	-0.1916	0.1436	1	256	892	2010.0138
soil organic carbon	0.0543	0.3867	1	48	118	2014.01626
solution	-0.3064	0.0576	1	113	276	2008.161376
som	-0.3038	0.6774	5	182	552	2012.532189
source	0.0459	0.001	6	127	308	2008.933035
south	0.2707	-0.1325	2	249	736	2007.747219
southwest	-1.0211	0.0597	1	63	144	2008.084584
space	0.4232	0.2033	4	185	472	2009.527303
spatial	0.0158	-0.4387	2	76	176	2009.53617
spatial distribution	-0.7524	0.1764	3	185	670	2010.361231
