id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
box model	0.219	0.1459	5	433	1788	18	2006.816327
brine	0.4088	-0.3323	5	906	7978	74	2008.817204
brine rejection	0.0197	-0.4195	5	702	4024	35	2007.467532
budget	0.1289	0.3461	2	1029	10370	96	2011.153068
buoy	-0.4182	-0.1299	4	686	4286	41	2007.544828
buoyancy	-0.0941	-0.7081	3	854	6212	59	2009.220441
buoyancy flux	-0.1767	-0.9048	3	456	1870	18	2007.802469
c-14	1.0075	-7e-04	1	373	1424	15	2010.938406
canada	0.6339	0.1512	1	1192	21394	203	2011.058788
canada basin	0.7972	0.0737	1	1105	17902	169	2011.177966
canadian	0.2011	0.6386	1	1141	16192	141	2010.480463
canadian archipelago	-0.3061	0.9335	2	658	4070	34	2009.783333
canadian arctic	-0.1797	0.8613	2	783	6234	54	2012.163636
canadian arctic archipelago	-0.2936	0.9314	2	703	5394	46	2012.547826
canadian basin	0.9997	0.0276	1	649	3962	35	2006.255814
canyon	0.4979	-0.4536	1	725	5676	50	2010.723005
capabilities	-0.0541	-0.3521	3	277	758	9	2013
cape	0.0885	-0.2515	4	461	1780	17	2009.255255
carbon	0.877	0.418	1	846	7164	70	2013.107259
carbon dioxide	0.3434	0.5592	1	427	1598	16	2013.148903
case	-0.4084	-0.5552	3	982	8840	89	2010.847835
case study	0.0631	-0.2153	3	362	1088	11	2012.678179
cause	-0.2585	0.6147	2	716	4066	37	2011.675244
cell	-0.1699	-0.5403	3	441	1698	17	2011.359784
central arctic	0.7369	0.6283	1	266	838	9	2011.204545
century	-0.4862	0.9709	2	725	5184	52	2012.205869
cfc	1.0934	-0.1963	1	237	914	10	2004.617284
challenges	-0.2091	0.4186	2	241	772	9	2014.48237
changes	-0.0679	0.5197	2	1343	43656	415	2012.206219
channel	-0.3357	-0.413	4	761	4832	46	2009.903036
characteristics	-0.0696	-0.5479	3	1074	10066	106	2010.936545
chemical	0.9574	0.3431	1	528	2510	25	2011.607029
chemical tracers	1.2078	0.3146	1	343	1358	13	2007.634146
chlorophyll	0.9199	0.2672	1	481	2120	18	2011.700197
chukchi	0.7924	-0.1257	1	1080	15848	146	2012.695271
chukchi abyssal plain	1.1785	-0.1173	1	255	988	9	2011.7
chukchi borderland	0.8622	-0.3832	1	312	1232	13	2013.277778
chukchi plateau	0.9124	-0.3069	1	396	1758	16	2009.571429
chukchi sea	0.6717	-0.0241	1	900	9332	86	2012.877751
chukchi sea shelf	1.0815	-0.0537	1	320	1238	11	2014.170732
chukchi shelf	0.9678	-0.122	1	644	4052	35	2011.895833
circulation	-0.1094	0.3416	2	1336	44834	421	2010.44219
circulation anomalies	-1.0571	0.7555	2	313	1238	11	2012.122324
circulation model	-0.6287	0.5412	2	767	5588	48	2009.61811
circulation patterns	0.0979	0.3913	2	738	4462	39	2010.597956
circulation regimes	-0.3421	1.0096	2	351	1572	16	2008.4
circulation variability	-0.6164	0.7298	2	377	1328	12	2010.532995
circumpolar	0.7829	-0.1637	1	407	1558	11	2008.65295
circumpolar boundary current	0.8546	-0.0414	1	390	1472	10	2014.4
citation	0.7266	0.6013	1	508	2522	28	2010.689507
climate	-0.2311	0.7192	2	1199	20830	197	2012.847305
climate change	0.0094	0.7259	2	909	7902	74	2013.106897
climate model	-0.7237	0.725	2	764	6004	54	2013.16224
climate system	-0.5575	0.9001	2	497	2518	25	2012.717277
climate variability	-0.5826	0.8773	2	570	2926	27	2012.20898
climatology	-0.4552	0.4208	2	805	5532	50	2010.440048
cloud	-0.8412	-0.3451	4	326	1188	10	2010.976891
co2	0.7142	0.689	1	483	2132	21	2013.165022
coast	-0.3918	-0.1385	4	1049	11142	107	2010.134684
coastal	0.1926	-0.343	1	850	6334	57	2010.739865
coastal currents	0.4356	-0.0934	1	567	2850	24	2008.525974
coastal polynyas	-0.5538	-0.7424	4	725	5670	55	2008.788136
coastal waters	0.7816	-0.057	1	476	2006	18	2011.971338
coastline	-0.6602	-0.6527	4	392	1424	13	2010.273529
coefficients	-0.3973	-0.3889	4	470	1634	17	2010.617647
coherent	-0.1499	-0.503	3	404	1428	14	2010.047859
cold	0.1302	-0.5917	3	673	3698	34	2011.824903
cold water	0.4468	-0.3224	1	387	1330	13	2009.137255
collection	-0.6473	-0.3126	4	413	1548	16	2011.129412
column	0.6307	-0.2212	1	1129	14584	139	2010.224159
community	0.4012	0.5895	1	660	3536	35	2013.620087
comparison	-0.07	-0.0808	4	1092	10200	98	2010.70057
complex	0.093	0.4402	2	577	2350	21	2011.908387
composition	1.0723	0.3096	1	655	4482	43	2012.45256
concentrations	0.3498	0.2339	1	1212	19542	178	2011.643222
condition	-0.1426	-0.4465	3	504	2090	21	2010.79798
conductivity	0.0497	-1.0489	3	431	1754	18	2011.544304
configuration	-0.344	-0.1689	3	416	1332	12	2012.603053
consequences	0.1604	0.4359	2	662	3414	31	2012.275862
conservation	-0.0072	-0.5196	3	506	2244	24	2011.717256
constituents	0.4746	-0.2246	1	293	892	9	2010.319372
constraints	-0.134	-0.0407	3	621	3066	27	2011.060453
contact	0.7566	-0.5393	1	341	1240	12	2011.307692
contaminants	0.7634	0.4143	1	300	1028	12	2011.424242
content	-0.0212	0.7413	2	1038	12518	111	2011.761593
continental	0.8746	-0.3112	1	638	3662	37	2010.243993
continental shelf	0.5725	-0.3214	1	745	4424	42	2010.424501
continental shelves	0.6472	-0.1192	1	500	1996	20	2010.369565
continental slope	0.7072	-0.5107	3	954	10246	98	2008.694097
contrast	0.0564	0.338	1	1029	8700	77	2011.509677
control	-0.023	0.5846	2	838	5886	50	2012.474255
convection	0.3235	-0.5465	3	1088	13268	131	2009.024462
convergence	-0.2497	-0.1632	4	607	3024	30	2010.408056
cooling	0.1569	-0.4405	3	832	6514	59	2010.829787
core	0.629	-0.5748	3	1022	10920	105	2010.446523
core temperature	0.4419	-0.3699	3	344	1182	11	2009.56
correction	-0.563	-0.4298	4	357	1098	12	2011.927948
correlation	-0.3059	0.1867	4	1001	8504	79	2011.333794
coupled	-0.4998	0.7367	2	363	1430	11	2014.46932
coupling	-0.3511	0.7257	2	425	1540	14	2011.935532
cover	-0.1887	0.2116	4	1225	20058	183	2011.664763
coverage	-0.3571	0.2257	4	625	3044	30	2012.329283
crown	0.5411	0.6594	1	379	1240	10	2011.075472
cruise	0.9169	-0.2698	1	616	3334	31	2008.733524
ctd	0.3272	-0.7954	3	792	5776	64	2007.172414
curl	-0.8174	0.2219	2	504	2490	24	2009.42246
current	-0.1034	-0.4061	3	1305	34324	329	2008.757215
current measurements	0.1401	-0.7688	3	417	1798	18	2004.949495
current meter data	-0.1369	-0.9073	3	271	952	10	2004.477273
current meters	-0.0955	-0.7877	5	355	1342	14	2003.461538
cycle	-0.0543	0.4358	2	1085	12142	110	2011.47296
cycling	0.9412	0.4454	1	381	1434	12	2014.035763
cyclones	-0.6898	-0.3963	3	479	2282	25	2011.69697
cyclonic circulation	-0.6866	0.4905	2	686	4126	36	2008.033333
data	0.0655	-0.0307	4	1355	57572	578	2011.015066
data analysis	-0.1817	0.7348	2	354	1212	11	2011.003436
data assimilation	-0.6499	-0.0036	2	291	1082	11	2013.092251
data set	-0.1109	-0.2913	4	719	3754	37	2010.433246
data sets	-0.293	-0.0874	4	544	2128	20	2011.63144
data/model	-0.5268	0.1214	2	664	3238	27	2011.4
database	-0.3794	0.4331	2	364	1252	14	2012.403509
dataset	-0.6797	0.2485	2	555	2568	23	2012.68054
date	-0.3027	-0.1458	4	489	1772	16	2012.087051
davis strait	-0.5278	0.8101	2	502	3098	27	2011.16
decadal	-0.7285	0.9087	2	499	2636	25	2012.008761
decadal variability	-0.7504	0.7495	2	638	3528	31	2011.26893
decay	0.703	-0.0391	1	510	2184	21	2010.074434
decline	-0.1961	0.7015	2	625	3394	32	2013.254217
deep	0.7845	-0.4043	5	786	6242	60	2008.172697
deep basins	0.5907	-0.4616	1	411	1600	15	2011
deep convection	0.0089	0.6851	5	529	2452	21	2008.798561
deep ocean	0.5504	-0.1632	1	508	2186	20	2011.244019
deep sea	0.3262	-0.3588	3	383	1224	13	2010.4
deep water	0.7	-0.1609	5	1044	12662	123	2008.094223
deep water formation	0.2847	0.5209	5	477	2440	23	2008.358974
deficit	1.1467	0.3742	1	423	1720	16	2010.613793
deformation	-0.3256	-0.3175	3	524	2190	20	2010.55336
delay	-0.429	0.2409	2	285	872	10	2011.240223
delta	0.8773	0.1316	1	753	5206	53	2010.255844
denitrification	1.175	0.4082	1	317	1062	9	2011.339806
denmark	0.3829	0.8094	5	450	2382	22	2008.212014
denmark strait	0.3193	0.8153	5	437	2256	21	2007.680498
dense water	0.1479	-0.716	5	812	6778	60	2008.603604
dense water formation	-0.0296	-0.7048	5	481	2416	20	2008.873239
density	0.0702	-0.7799	3	1129	15634	158	2009.879211
density gradient	0.2214	-0.9595	3	428	1690	16	2009.7
density ratio	0.1702	-1.1527	3	228	944	12	2009.85
density stratification	0.1569	-0.5732	3	397	1442	14	2008.47619
dependence	-0.5576	-0.4329	4	610	2622	26	2010.591411
deployment	0.1523	-0.547	4	320	1052	12	2011.833333
depth	0.4633	-0.3514	1	1281	25104	240	2010.672402
depth range	0.4742	-0.8714	3	355	1394	15	2008.915888
description	0.0669	-0.6867	3	532	2314	27	2009.996622
detail	-0.3609	-0.3219	3	468	1732	16	2011.078886
development	-0.041	-0.4113	4	879	5924	62	2011.773084
diameter	0.2915	-0.9126	3	320	1092	12	2010.091346
diatom	0.9675	0.2008	1	341	1264	12	2012.261803
difference	-0.1508	-0.2438	4	1009	8458	80	2011.163032
diffusion	0.0826	-0.9627	3	768	6044	60	2008.759067
diffusive convection	0.2407	-1.1304	3	514	3570	42	2010.630435
diffusivity	-0.0396	-0.973	3	664	5030	54	2009.739496
dipole	-1.043	0.4015	2	404	1700	16	2012.531646
discharge	0.3728	0.8446	1	748	5150	47	2012.354474
discrepancies	-6e-04	-0.5635	3	275	792	9	2011.321353
dispersal	0.4413	-0.1517	1	468	1640	17	2011.394973
displacement	-0.1584	-0.7553	3	517	2442	25	2010.607877
dissipation	0.1086	-1.0296	3	615	3956	39	2011.094156
dissipation rate	0.277	-1.1346	3	294	1220	13	2011.915254
dissolved	1.2325	0.318	1	430	1866	16	2012.616949
distance	-0.0718	-0.731	4	490	2098	21	2011.010448
distribution	0.3577	0.0781	1	1287	24452	242	2010.907306
disturbance	-0.3421	-1.006	3	280	928	12	2011.750678
divergence	-0.5297	-0.2608	4	559	2520	24	2010.679372
doc	1.256	0.5021	1	277	1004	9	2012.69379
domains	0.585	0.7176	1	400	1396	10	2011.565217
dominance	0.3712	0.4487	1	341	1058	10	2012.29375
doppler	-0.1383	-1.0292	3	596	3616	38	2008.887324
double diffusion	0.2093	-1.0634	3	446	2412	28	2007.565217
double-diffusive convection	0.3565	-1.0906	3	400	2042	23	2010.64
downwelling	-0.0673	0.3163	2	350	1298	12	2010.405063
drag	-0.3771	-0.9091	3	313	996	10	2010.02139
drainage	0.3432	0.6216	1	381	1338	13	2012.254459
drift	-0.2067	0.1349	4	1153	13614	126	2009.705986
drifters	0.1419	-0.6063	3	303	938	9	2008.415584
drifting	0.2467	-0.6439	3	315	1066	11	2009.145833
duration	-0.4978	-0.0491	4	558	2420	22	2012.189258
dynamics	-0.2385	-0.2051	3	1148	14046	147	2012.382241
early spring	-0.4268	-0.4516	4	385	1192	10	2010.921788
earth	-0.3941	0.06	4	486	1726	17	2012.416212
east	0.4993	0.1314	1	1174	17828	161	2011.088561
east greenland	0.2225	0.2525	5	814	7090	65	2008.67354
east greenland current	0.2103	0.2708	5	722	5536	51	2007.42
east greenland shelf	0.9119	0.3185	5	344	1514	15	2007.482759
east siberian sea	1.0759	0.3487	1	481	2362	22	2012.258427
eastern	0.9576	-0.4166	1	468	2110	21	2011.347648
eastern arctic	1.0607	-0.5625	1	358	1398	14	2009.023256
ecosystem	0.4204	0.541	1	796	5550	56	2013.530062
eddies	0.1881	-0.7099	3	1046	12092	127	2009.304565
eddy diffusivity	-0.4422	-0.653	3	393	1640	16	2010.096774
eddy fluxes	-0.3657	-1.0137	3	251	894	9	2009.425373
effects	-0.3161	-7e-04	3	1248	20074	198	2011.624055
efficiency	0.5277	-0.0122	1	425	1460	11	2012.80663
ekman	-0.325	0.09	2	897	8728	79	2010.002336
ekman layer	-0.1646	-0.5099	3	306	996	10	2007.291667
ekman pumping	-0.6479	0.2563	2	319	1286	13	2011.608696
ekman transport	-0.4235	0.2339	2	598	3536	31	2010.917197
elements	0.0432	0.0719	1	588	2488	23	2011.89258
elevation	-0.1675	-0.4392	3	361	1234	12	2012.227186
ellesmere island	-0.6769	-0.3152	4	477	2096	19	2009.714286
empirical orthogonal function	-0.6638	0.8602	2	335	1350	13	2009.847087
end-member	1.1116	0.5037	1	291	1088	10	2010.849315
energy	-0.0967	-0.7654	3	1045	10726	107	2011.753532
energy balance	-0.9713	-0.3512	4	424	1578	13	2012.273256
energy fluxes	-0.6161	-0.7443	3	260	854	10	2012.005128
enhanced	0.6528	-0.0446	1	446	1542	15	2012.845902
entrainment	0.0756	-0.8329	3	567	2762	24	2007.739437
environment	0.3163	0.1805	1	789	4666	54	2012.515563
environmental	-0.6472	0.1102	2	658	3618	30	2010.845217
environmental prediction	-1.1959	0.5113	2	379	1716	13	2008.673469
eof	-0.9457	0.7749	2	324	1414	13	2009.453216
equilibration	-0.615	-0.419	3	240	828	9	2011.095238
equilibrium	-0.4337	-0.4127	4	438	1714	18	2010.171186
erosion	0.5629	0.3974	1	438	1586	14	2011.871716
error	-0.4819	-0.1559	4	633	3270	35	2011.486384
estimate	-0.3094	-0.1807	4	724	3638	33	2010.903093
estimation	-0.5255	-0.201	4	459	1828	21	2012.012407
euphotic zone	0.8454	0.1829	1	386	1320	10	2011.97
eurasian arctic	0.8349	-0.0624	1	618	3532	36	2011.293651
eurasian basin	0.8738	-0.4448	1	446	2014	19	2008.789474
european	-0.8523	-0.158	4	393	1390	13	2011.362949
evaluation	-0.0322	0.3036	4	510	1960	19	2013.100503
evaporation	0.2112	0.9507	2	277	886	9	2011.268156
events	-0.2065	-0.0804	4	1077	11378	107	2012.030986
evolution	-0.2848	-0.5249	3	1006	9234	89	2012.05694
excess	0.4592	-0.0602	1	432	1530	16	2008.657895
exchange	0.1636	-0.032	5	1080	11510	108	2010.706601
expansion	0.1522	-0.2587	3	321	1040	12	2012.969492
expedition	0.862	-0.1725	1	733	4868	50	2010.922432
experiments	-0.3549	-0.2007	3	1158	16038	157	2011.075205
explanation	0.3321	-0.2688	3	412	1408	14	2009.867769
exploration	0.371	0.3667	5	435	1620	16	2011.678466
export	-0.1558	0.9132	2	1091	16100	143	2011.295396
extension	-0.1523	0.0449	4	484	1710	14	2010.251641
extent	-0.5735	0.1368	4	1116	13480	124	2011.835219
fall	-0.2375	-0.1642	4	867	6470	60	2011.228402
fast ice	-0.4549	-0.4728	4	596	2944	29	2010.587302
fate	0.5563	0.3563	1	592	2662	28	2012.348684
features	0.0369	-0.3258	3	1054	9848	95	2010.384646
feedback	-0.616	0.6212	2	638	3710	35	2013.003957
field	-0.3657	-0.242	3	1240	19656	194	2010.533445
field data	-0.2435	-0.754	3	387	1350	12	2011.688136
field measurements	0.1153	-0.7582	3	323	1078	10	2011.524345
field observations	-0.0317	-0.2722	3	342	1136	11	2011.242424
finite element	-0.8003	-0.316	3	410	1774	18	2011.713675
fjord	-0.1984	-0.7552	4	469	2164	22	2013.427767
floes	-0.5732	-0.8463	4	254	772	10	2007.672727
flow	0.0811	-0.4587	3	1280	27088	262	2010.017411
flow field	0.0866	-0.7627	3	297	998	9	2006.605505
flow patterns	0.1755	-0.8754	3	285	918	10	2008.58156
fluctuations	-0.5964	0.0571	2	704	4472	44	2009.816514
fluid	-0.1221	-1.0454	3	371	1558	20	2009.934901
flux	-0.1687	-0.2141	3	1330	41300	391	2010.974387
focus	0.1601	0.5795	2	683	3752	32	2012.93921
food	0.5454	0.3954	1	417	1558	13	2012.031915
food web	0.5695	0.4717	1	353	1156	9	2013.363874
force	-0.6528	-0.4416	4	582	2654	26	2011.140909
forcing	-0.5622	0.2171	2	1220	21088	186	2011.371506
forecasts	-0.8936	-0.0814	4	474	1932	16	2012.850526
formation	0.1302	-0.3413	4	1287	28918	280	2010.511811
formation rate	0.6389	-0.4926	1	267	912	10	2008.476636
fraction	0.7539	0.1011	1	969	8886	82	2011.553026
fram strait	-0.0303	0.4865	2	1238	27954	253	2009.019324
fram strait branch	0.9485	-0.1805	1	523	3050	25	2006.931034
framework	0.1316	0.3934	2	636	3086	27	2013.208431
franz josef	-0.4643	-0.5253	4	320	1152	11	2011.4375
franz josef land	-0.4627	-0.526	4	320	1152	11	2011.035714
frazil	-0.779	-0.8492	4	356	1770	20	2006.407407
frazil ice	-0.7298	-0.8588	4	470	2836	31	2005.95
freezing	-0.0162	-0.6648	4	784	5220	47	2009.881557
