id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Keyword count>	score<Avg year>
arctic sea ice	-0.5628	0.9277	2	607	4812	45	2014.367364
arctic seas	-0.5548	0.9036	2	640	5046	47	2014.010669
arctic sediments	-0.824	0.548	2	309	1162	11	2009.5875
arctic temperature	0.414	-0.6698	1	174	504	5	2012.593301
arctic waters	-0.4327	0.4101	2	209	508	5	2011.466431
area	0.0871	0.0382	3	1064	10884	101	2011.37466
aridification	1.1681	-0.2456	1	243	770	7	2012.7
aridity	0.9185	-0.3908	1	396	1520	14	2011.457143
asia	0.9901	-0.0592	1	363	1300	11	2013.012594
assemblages	-0.2169	0.2766	2	597	2616	25	2012.247588
assessment	-0.115	0.3438	2	564	2452	24	2013.024899
assimilation	-0.4558	0.0502	2	227	572	5	2012.629787
association	-0.6729	0.4133	2	291	936	10	2011.081886
atlantic	0.6257	0.4431	1	933	8834	82	2010.236737
atlantic meridional overturning	1.4253	0.1396	1	204	598	5	2014.908714
atlantic meridional overturning circulation	1.4268	0.1373	1	204	598	5	2014.995726
atlantic ocean	0.8357	0.0931	1	394	1376	13	2009.615463
atlantic oscillation	0.5714	0.6312	1	238	778	7	2010.516074
atlantic water	0.4099	0.9273	1	379	1492	12	2010.080056
atlantic water inflow	0.3985	1.0052	1	230	724	5	2013.848485
atmosphere	0.6715	0.2234	1	359	1076	10	2011.581199
atmospheric circulation	1.0383	0.1526	1	469	2068	18	2012.002058
atoms	-0.1379	0.9906	2	303	1184	11	2010.941176
attention	-0.6629	0.1751	2	247	654	7	2012.917808
australia	-0.1626	0.0094	2	199	502	6	2010.617438
autoxidation	-1.1668	0.3788	2	263	1100	12	2016.083333
availability	-0.0631	0.1356	2	332	918	9	2012.908905
average chain length	-0.177	-0.8763	3	289	1144	11	2013
bacteria	-0.7096	-0.4673	2	777	5666	62	2012.900394
bacterial	-0.8162	-0.5643	2	238	698	7	2014.217252
bacteriohopanepolyols	-0.5431	-0.6776	2	398	1878	20	2012.7
baffin	-0.054	0.4198	1	252	734	7	2010.510917
balance	0.0055	0.0667	3	335	1142	9	2011.539286
barents	-0.2209	1.1789	2	347	1712	15	2010.39816
barents sea	-0.244	1.2043	2	319	1624	14	2010.27735
barrow	-0.1236	0.8947	2	174	504	5	2011.224344
basin	0.0873	-0.1798	1	812	5088	49	2010.09645
bay	-0.7286	0.0994	2	583	2552	27	2010.11814
beaufort	-0.9059	0.293	3	340	1230	10	2010.621769
beaufort sea	-0.9429	0.2261	3	340	1244	10	2010.009921
behavior	0.219	-0.0176	1	260	670	7	2011.103784
behaviour	0.1986	-0.659	3	283	908	8	2010.943662
belt	1.0842	0.0224	1	310	1002	8	2010.458182
benguela	0.8786	0.1751	1	254	822	7	2007
benguela upwelling	0.8784	0.1726	1	254	822	7	2009.8
benguela upwelling system	0.8266	0.1606	1	184	532	5	2009.714286
bering	-0.0911	0.3477	3	421	1800	17	2009.747987
bering sea	-0.1658	0.4008	3	381	1560	15	2009.417822
beta	-0.3752	-0.6373	2	174	450	5	2009.417219
bias	0.7008	0.2488	1	360	1388	13	2013.065051
biases	0.2702	0.6421	2	177	524	5	2013.826211
biodegradation	-1.2127	0.4578	2	193	592	6	2014.342466
biogenic silica	-0.1682	0.7383	2	197	586	5	2013.37931
biogeochemical cycles	-0.012	-0.2829	2	217	552	5	2013.854651
biogeochemical processes	-0.5216	-0.1984	2	341	1042	10	2013.733333
biogeochemistry	-0.3762	-0.7571	2	188	462	5	2014.025316
biomarker	-0.3567	0.1863	2	1217	23570	229	2012.628169
biomarker analysis	-0.2873	-0.4609	2	219	592	7	2013.857143
biomarker approach	-0.4403	0.1591	2	282	856	8	2016
biomarker proxies	0.32	-0.0406	3	278	808	8	2015.5
biomarker record	0.5144	0.123	1	232	656	6	2010.857143
biomass	-0.8009	-0.1936	2	558	2608	30	2012.021332
biosynthesis	-0.6273	-0.0481	2	265	716	7	2012.25
bit	-0.3075	-0.3671	3	479	2640	22	2012.967742
bit index	-0.3527	-0.2894	3	452	2426	20	2013.55
black	-0.0574	-0.2879	2	218	600	6	2012.681373
black sea	-0.0316	-0.2941	2	196	506	5	2010.685185
bloom	-0.5744	0.5949	2	563	2734	28	2012.055462
body	0.3097	0.1507	1	258	680	6	2011.227462
bog	-0.0674	-0.8613	3	196	612	7	2013.827273
bolling-allerod	0.7528	0.3271	1	352	1258	10	2014.814815
bottom sediments	-0.9858	0.2744	2	121	286	5	2010.605263
bottom water	-0.2185	-0.285	2	210	554	6	2008.220624
boundary	-0.208	0.0625	2	386	1144	13	2008.420868
bp	0.7565	0.116	1	824	5890	51	2012.006369
branched gdgts	0.4672	-0.5634	3	537	2744	23	2015.791667
brazil	-0.2561	-0.014	2	201	556	7	2006.401914
brgdgts	0.161	-0.6829	3	452	2154	19	2016.736842
budget	-0.6201	0.5041	2	231	646	6	2011.153068
bulk parameters	-0.5448	0.5175	3	216	612	6	2010.142857
burial	-0.134	-0.0677	3	326	976	9	2012.020619
c-13	-0.0719	-0.4923	3	954	7768	75	2013.180371
c-14	0.0407	-0.074	3	503	1938	18	2010.938406
c-20	-0.9151	-0.5748	2	179	558	7	2010.375
c-4	0.931	-0.549	1	352	1540	14	2009.930233
c/n ratio	-0.4636	-0.4449	3	398	1510	15	2011.188679
calibration	0.3481	0.1275	1	718	5862	56	2011.99511
canada	-0.4076	0.3458	2	308	910	9	2011.058788
canadian	-0.717	0.6575	2	460	2300	22	2010.480463
canadian arctic	-0.7649	0.6398	2	436	2114	20	2012.163636
capacity	-0.2588	-0.3543	2	173	428	5	2013.094099
cape	0.8495	-0.0456	1	403	1594	14	2009.255255
carbohydrates	-0.9439	-0.4215	3	182	448	5	2011.868852
carbon	-0.305	-0.1833	3	1193	17374	167	2013.107259
carbon content	-0.9258	0.231	3	245	842	8	2012.688
carbon cycle	-0.2156	-0.4184	3	437	1552	14	2014.082353
carbon cycling	-0.3154	-0.6314	2	213	592	5	2014.143411
carbon isotope composition	-0.0523	-0.4824	3	404	1458	14	2012.708333
carbon isotopes	-0.1401	-0.6605	3	640	3308	32	2012.083744
carbon pools	-0.4919	-0.5313	3	203	512	5	2013.806667
carbon source	-0.6725	-0.0345	3	542	2398	21	2012.515152
carbon transport	-0.2796	0.1104	3	202	598	5	2011.794872
carboxylic acids	-0.849	-0.5394	3	141	432	5	2012.078947
carotenoids	-0.6472	-0.4482	2	195	466	5	2012.688889
case	-0.6586	0.3841	2	474	1920	18	2010.847835
case study	-0.3038	0.7067	2	253	714	6	2012.678179
catchment	0.5159	-0.4966	1	533	2600	24	2013.188825
catchment area	0.4214	-0.5827	3	260	722	7	2011.321429
cause	0.5275	0.2583	1	327	966	9	2011.675244
cave	1.0154	-0.2628	1	208	616	6	2012.349206
cbt	0.053	-0.7809	3	247	904	8	2013.777778
cell	-0.9326	0.1449	2	560	2566	32	2011.359784
century	0.3792	0.0043	1	345	1188	11	2012.205869
chain	-0.3341	-0.4553	3	736	4650	51	2011.096866
chain length	-0.3213	-0.7481	3	442	1886	19	2012.225806
challenges	-0.2612	0.1616	2	343	1018	10	2014.48237
changes	0.4245	-0.1034	1	1231	24318	235	2012.206219
characterisation	-0.9353	0.335	2	287	950	10	2012.422535
characteristics	-0.3408	0.1497	3	336	1128	12	2010.936545
characterization	-1.0049	-0.1688	2	211	546	7	2012.72969
chemical	-0.5309	9e-04	2	451	1670	20	2011.607029
chemotaxonomy	-0.9386	-0.1666	2	198	524	7	2007.5
chile	-0.0108	-0.2412	2	238	664	6	2012.697531
china	0.6541	-0.2444	1	455	2032	19	2013.948798
china sea	0.4481	-0.1582	3	299	990	9	2013.311594
chlorophyll	-1.0685	0.3619	2	308	1012	10	2011.700197
cholesterol	-1.1576	0.1864	2	227	692	8	2009.8
chromatography	-0.9945	-0.2756	2	249	758	11	2010.861702
chronology	0.8383	0.4419	1	224	632	5	2010.47
chukchi	-0.4245	0.8524	3	344	1514	12	2012.695271
chukchi sea	-0.4505	0.7835	3	343	1384	11	2012.877751
circulation	0.9999	0.2499	1	717	4582	39	2010.44219
class	-0.806	-0.1469	2	238	774	8	2011.519757
cleavage	-1.1323	0.0735	2	202	554	6	2011.15
climate	0.6068	-0.0966	1	1137	17272	161	2012.847305
climate change	0.5112	-0.2331	1	930	7482	69	2013.106897
climate dynamics	1.0945	0.0771	1	203	602	6	2013.25
climate model	0.8598	0.3541	1	421	1598	14	2013.16224
climate proxies	0.5473	0.0871	1	296	946	9	2013.809524
climate reconstructions	0.3176	-0.4201	1	233	674	7	2013.666667
climate records	1.3089	0.4202	1	169	464	5	2011.428571
climate system	0.7146	0.5417	1	342	1176	10	2012.717277
climate variability	0.916	-0.1864	1	597	3130	26	2012.20898
climate variations	0.1106	-0.3004	1	209	532	5	2011.1875
climate warming	-0.2948	-0.0376	2	229	582	5	2013.628339
climatic conditions	0.4763	-0.2679	1	513	1904	17	2011.992424
climatic events	0.9828	-0.1162	1	238	692	6	2012.435644
climatic optimum	0.4481	-0.31	1	224	616	6	2010.606061
cluster	-0.7878	-0.0668	2	278	792	9	2011.949896
co2	0.4034	-0.3664	1	513	2004	19	2013.165022
co2 concentrations	0.6397	-0.3211	1	245	734	7	2012.696319
coast	0.5674	-0.263	1	554	2508	24	2010.134684
coastal	0.3245	0.0608	3	333	990	11	2010.739865
coastal areas	-0.1713	0.0442	3	250	748	8	2012.54386
coastal environments	-0.036	-0.1462	3	312	950	8	2012.679012
coastal erosion	-0.3129	-0.6945	3	232	690	5	2012.326087
coastal marine	-0.1832	-0.4848	3	222	640	6	2012.349206
coastal regions	-0.0828	-0.4181	3	215	556	6	2011.633188
coastal seas	-0.6103	0.073	3	226	634	5	2011.26087
coastal sediments	-0.208	-0.5607	3	154	368	5	2009.054054
cold	0.6968	0.154	1	342	1048	10	2011.824903
column	-0.508	0.2194	2	843	5634	56	2010.224159
community	-0.601	-0.3074	2	759	4830	54	2013.620087
community structure	-0.6646	-0.263	2	275	928	11	2013.563433
comparison	0.0027	0.3718	2	935	6728	65	2010.70057
compilation	0.1769	-0.0388	1	183	476	5	2012.019048
complex	-0.1826	-0.6203	3	380	1318	12	2011.908387
complex mixture	-0.6186	-0.2225	3	201	510	5	2010
composition	-0.4404	-0.2729	2	1080	12182	125	2012.45256
compound-specific	-0.0662	-0.7411	3	512	2654	25	2012.975
compounds	-0.5346	-0.4273	2	837	6006	68	2012.161238
concentrations	-0.3481	0.0111	2	1180	15568	156	2011.643222
concept	-0.108	0.5456	2	197	536	5	2011.306773
configuration	-0.258	-0.4423	2	205	480	5	2012.603053
congo	0.7921	-0.6022	1	236	648	7	2012.482759
consequences	-0.2047	0.0174	2	299	812	8	2012.275862
consistency	0.1205	0.8391	1	214	538	5	2011.881356
constituents	-0.7639	-0.2456	2	246	706	8	2010.319372
constraints	0.3681	-0.2375	1	298	870	8	2011.060453
contamination	-0.9143	-0.4945	2	154	392	5	2011.920245
content	-0.7148	0.0279	2	772	4780	49	2011.761593
continent	0.9884	-0.3475	1	326	1058	9	2011.202884
continental	0.4663	0.318	3	310	968	9	2010.243993
continental margins	0.3796	0.4163	3	306	958	9	2010.39759
continental shelf	0.3242	0.4716	3	266	742	7	2010.424501
continental slope	0.4353	0.4254	1	292	906	8	2008.694097
contrast	-0.2738	0.5011	2	883	6086	57	2011.509677
control	0.2167	-0.3948	1	789	4554	43	2012.474255
convergence	1.4249	0.017	1	254	926	8	2010.408056
conversion	-0.876	0.1212	2	186	464	6	2010.995798
cooling	1.0198	0.3519	1	489	2496	24	2010.829787
core	0.4178	0.1009	1	1186	19042	179	2010.446523
core top	0.6827	0.3512	1	508	2504	23	2010.772727
core-top sediments	0.4347	0.2705	3	196	562	5	2013.333333
correlation	0.014	0.2923	3	841	5662	54	2011.333794
correspondence	0.4534	-0.1201	1	276	786	8	2010.493023
coupling	0.5787	0.5733	1	334	1076	10	2011.935532
cover	0.1287	0.7687	1	830	6190	53	2011.664763
coverage	0.1173	0.7908	3	275	856	7	2012.329283
crater	0.0055	-0.9146	2	201	530	5	2010.333333
crenarchaeol	-0.1576	-0.4594	3	465	2310	23	2013.875
crenarchaeota	0.1302	0.1029	3	245	684	7	2012.290323
crown	-0.7978	0.0155	2	202	496	5	2011.075472
crude oil	-1.0476	-0.1324	2	158	422	6	2010.076923
cruise	-0.5942	0.1758	2	190	480	5	2008.733524
culture	-0.8751	0.1619	2	477	2038	25	2011.379653
current	0.8082	0.5007	1	559	2612	21	2008.757215
cyanobacteria	-0.7634	-0.554	2	288	942	11	2013.32964
cycle	0.4513	-0.0251	1	762	4330	40	2011.47296
cycling	-0.4441	-0.6669	2	346	1160	11	2014.035763
cyclopentane	-0.2337	-0.6225	3	209	688	7	2014.7
cysts	-0.0143	0.4424	2	252	776	8	2010.375
data	0.0192	0.1838	1	1222	17994	176	2011.015066
data set	-0.0964	0.7225	3	271	944	9	2010.433246
data sets	-0.0948	-0.546	3	217	598	7	2011.63144
dataset	-0.0228	0.197	2	221	560	5	2012.68054
date	0.1063	0.3307	2	409	1328	12	2012.087051
dating	0.5443	0.1631	1	299	816	7	2010.925926
debris	-0.3495	-0.3002	2	320	988	10	2009.221983
decline	0.1618	0.214	1	539	2152	20	2013.254217
decomposition	-0.4196	-0.7036	3	267	792	8	2012.585736
deep	0.5881	0.2568	1	286	834	8	2008.172697
deep ocean	-0.1583	0.5223	2	244	634	6	2011.244019
deep sea	0.036	-0.4067	2	428	1524	16	2010.4
deep water	0.4871	0.6324	1	354	1234	12	2008.094223
deglaciation	1.0364	0.1001	1	588	3158	29	2010.986813
degradation	-0.7477	-0.0308	2	816	5564	58	2013.464824
degradation products	-1.0945	0.0587	2	256	790	7	2011.363636
delivery	0.0862	-0.5858	3	491	2326	20	2013.849246
delta	-0.0184	-0.7159	3	851	6404	64	2010.255844
delta d	0.5525	-0.7404	1	419	2176	22	2013.428571
density	-0.3811	0.0463	2	221	588	6	2009.879211
dependence	-0.1745	0.2994	3	234	642	6	2010.591411
deposition	-0.0572	0.1983	3	638	2796	25	2012.094256
deposits	0.2828	-0.6637	3	629	3190	27	2011.200561
depth	-0.1487	0.2172	2	796	5188	53	2010.672402
description	-0.5352	0.5242	2	171	500	5	2009.996622
desert	0.1047	-0.4629	2	262	748	8	2011.209622
detail	-0.4806	-0.0301	2	231	572	6	2011.078886
detection	-0.9159	0.0702	2	437	1640	18	2012.417625
determination	-0.7893	0.299	2	190	514	6	2010.57381
deuterium	0.2197	-0.5627	1	289	902	9	2009.357143
development	0.3878	-0.1244	1	571	2326	23	2011.773084
diagenesis	-0.5332	-0.4888	3	191	476	5	2009.21875
diatom	-0.625	0.5586	2	932	9216	93	2012.261803
diatom assemblages	-0.4099	0.7842	2	253	742	6	2011.137931
diet	-1.0051	0.4491	2	190	582	8	2009.963303
difference	-0.1258	-0.4021	3	440	1636	17	2011.163032
dinoflagellate	-0.112	0.2379	2	503	2044	21	2012.671642
dinoflagellate cysts	0.4527	0.5973	1	187	536	5	2011.8
dinosterol	-0.0054	0.5452	3	500	2408	22	2010.090909
discharge	0.2773	-0.1304	3	497	1916	16	2012.354474
discovery	-0.0562	-0.0793	2	408	1366	12	2012.116822
discrepancies	0.3904	0.4781	1	269	770	7	2011.321353
distribution	-0.2406	-0.0471	2	1192	18038	184	2010.907306
distribution patterns	-0.145	-0.8063	3	183	494	6	2010.866972
diversity	-0.4893	-0.5516	2	482	2084	24	2013.553494
dna	-0.3823	-0.5304	2	276	960	12	2012.62578
dominance	-0.1104	-0.2742	3	567	2254	22	2012.29375
drainage	0.2097	-0.3206	3	226	626	6	2012.254459
drier conditions	1.2183	-0.3759	1	252	820	7	2014.106383
drilling	0.0927	-0.1446	1	280	894	9	2011.883459
drivers	0.566	-0.7044	1	210	554	5	2015.864011
drought	0.9544	-0.3808	1	190	482	5	2012.975684
dry valleys	-0.919	-0.7353	2	155	486	6	2011.870229
dryas	0.9051	0.2776	1	534	2550	21	2010.77931
duration	0.5331	0.4355	1	234	650	6	2012.189258
dust	0.7769	0.2612	1	359	1204	11	2012.455882
dynamics	0.4168	-0.105	1	757	4164	40	2012.382241
early holocene	0.5649	0.1957	1	295	792	6	2013.088889
earth	0.4628	-0.1377	1	450	1576	17	2012.416212
east	0.53	-0.0586	1	811	5330	49	2011.088561
east africa	1.3928	-0.1717	1	187	602	6	2011.714286
east antarctica	-1.2442	0.281	2	155	446	5	2012.024096
east asia	1.1035	-0.2157	1	264	842	7	2013.696023
east china	0.327	-0.0794	3	205	598	6	2012.924242
east china sea	0.3275	-0.0768	3	205	598	6	2012.422222
eastern	-0.8239	-0.5845	3	224	718	7	2011.347648
ecology	-0.3775	-0.0748	2	367	1162	13	2012.514768
ecosystem	-0.4866	0.1574	2	692	3678	40	2013.530062
effects	-0.061	-0.2607	2	698	3972	44	2011.624055
efficiency	-0.7399	0.0639	2	207	558	6	2012.80663
el nino	0.9741	0.4405	1	237	762	6	2011.439268
el nino-southern oscillation	0.9344	0.2877	1	292	1046	9	2011.537252
elements	0.5271	-0.0144	1	393	1258	13	2011.89258
emiliania	-0.0955	0.581	1	248	1050	13	2009.411392
emiliania huxleyi	-0.0977	0.5801	1	248	1050	13	2009.396341
energy	-0.504	0.3545	2	243	680	10	2011.753532
enhanced	-0.5761	0.0776	3	220	568	5	2012.845902
enrichment	0.1309	-0.7541	1	426	1716	15	2011.973485
environment	-0.2841	-0.3163	2	1097	11436	119	2012.515563
environmental	-0.0026	-0.6731	3	210	516	5	2010.845217
environmental changes	0.3691	-0.3657	3	511	2020	20	2013.895683
environmental conditions	-0.4035	-0.6269	2	486	1818	18	2013.912338
environmental factors	0.3797	-0.1812	1	267	766	7	2013.842444
eocene	0.2562	-0.4265	1	305	1078	12	2011.117647
epi-brassicasterol	-0.9845	0.8951	2	198	656	6	2016.666667
epsilon	0.3562	-0.9665	1	191	792	7	2010.961111
erosion	0.0367	-0.5795	3	562	2616	22	2011.871716
error	0.3469	-0.0837	1	181	448	5	2011.486384
establishment	0.4445	0.2945	1	221	554	5	2011.445578
esters	-0.8362	-0.4514	2	271	826	10	2005.388889
estimate	-0.2587	0.6505	2	349	1096	10	2010.903093
estimation	-0.1179	0.3963	3	350	1350	14	2012.012407
estuarine	-0.4502	-0.6093	3	209	602	7	2010.194444
estuarine sediments	-0.2411	-0.6984	3	211	638	6	2011.692308
estuary	-0.4284	-0.5031	3	441	1828	18	2010.621212
euphotic zone	-0.6414	0.4219	2	256	708	7	2011.97
europe	0.7589	-0.3461	1	242	706	7	2011.79689
euryarchaeota	-0.243	-0.515	3	168	472	5	2015.6
evaluation	-0.1798	0.5347	2	429	1614	15	2013.100503
evaporation	0.6573	-0.6177	1	285	936	8	2011.268156
evapotranspiration	0.5874	-0.8357	1	203	614	5	2013.497207
events	0.8245	0.0066	1	687	3712	34	2012.030986
evolution	0.9406	0.1355	1	657	3682	33	2012.05694
exchange	-0.0416	0.2871	1	395	1184	11	2010.706601
excursions	0.5743	-0.7466	3	218	570	5	2009.960784
expansion	0.8875	-0.1331	1	486	1800	16	2012.969492
expedition	-0.1516	0.1213	1	296	1040	10	2010.922432
experiments	-0.2152	-0.3014	2	337	1044	11	2011.075205
explanation	0.0666	0.5358	2	289	848	8	2009.867769
export	0.0781	0.3768	3	510	2182	19	2011.295396
exposure	0.0297	-0.8313	2	216	550	6	2012.977505
extension	0.931	0.2467	1	288	850	7	2010.251641
extent	0.2432	0.488	1	785	5036	48	2011.835219
extraction	-0.8568	0.106	2	227	656	8	2013.323651
extracts	-0.9529	-0.1565	2	425	1722	20	2011.888889
fan	0.1583	-0.6427	3	211	580	5	2010.271845
fate	-0.7833	-0.1851	2	339	1120	10	2012.348684
fatty acid composition	-1.1009	-0.0353	2	211	680	11	2006.483871
fatty acids	-0.9268	-0.1678	2	850	7444	87	2009.789855
features	-0.4934	-0.0553	2	462	1722	20	2010.384646
feedback	0.3789	-0.4387	1	388	1272	11	2013.003957
fen	0.2171	-0.8325	3	220	670	6	2013.736264
field	-0.5507	-0.2357	2	354	1154	13	2010.533445
fingerprints	-0.5924	-0.2401	2	382	1172	11	2013.054726
fish	0.0452	-0.0062	2	180	414	5	2010.064516
fjord	-0.3046	0.4116	2	401	1380	12	2013.427767
flow	0.1769	0.4817	1	420	1362	13	2010.017411
fluctuations	0.6082	-0.2387	1	533	2168	21	2009.816514
flux	-0.1103	0.6035	2	660	3444	33	2010.974387
food	-0.8964	0.4583	2	334	1354	16	2012.031915
food web	-0.9344	0.5699	2	235	902	11	2013.363874
foraminifera	0.6226	0.6988	1	306	956	8	2011.592
forcing	1.0882	0.1891	1	558	2914	25	2011.371506
forest	0.5961	-0.6059	1	303	1000	10	2011.961222
formation	-0.1596	0.1164	2	744	3534	35	2010.511811
fossil	-0.0065	-0.3494	2	591	2292	23	2010.893617
fraction	-0.4083	-0.1713	3	659	3300	34	2011.553026
fractionation	0.0659	-0.6971	1	343	1508	15	2011.073171
fragmentation	-0.2629	-0.3066	2	141	392	5	2010.864198
fram strait	-0.2958	0.7844	2	243	706	7	2009.019324
frequency	0.63	-0.1725	1	203	532	6	2011.174374
freshening	0.7138	0.7849	1	169	470	5	2010.903704
freshwater	0.0295	-0.2168	1	627	3242	32	2011.825688
freshwater lakes	-0.1758	-0.6139	2	217	776	9	2013.1875
front	0.226	0.4189	1	368	1210	11	2009.508357
function	0.6354	0.0506	1	386	1376	13	2010.972155
future	-0.529	0.6012	2	433	1738	17	2013.712684
future climate	0.2942	0.6416	1	254	692	6	2013.848387
gap	0.3819	0.1245	1	264	654	6	2012.915572
gas	-0.6144	-0.1508	2	579	2494	27	2012.319686
gas chromatography	-0.9867	-0.1734	2	356	1372	18	2010.857143
gas chromatography-mass spectrometry	-0.9631	-0.2777	2	221	700	9	2009.722222
gc	-0.8618	-0.2877	2	239	658	10	2009.583333
gc-ms	-0.9981	-0.17	2	363	1404	19	2010.142857
gdgt	0.262	-0.3142	3	932	9800	90	2014.829787
gene	-0.6659	-0.6348	2	320	1172	14	2014.058192
genera	-0.6193	0.1621	2	179	432	5	2012.72679
genus	-0.8104	0.3195	2	235	652	7	2012.443439
geochemical	-0.0263	-0.1251	2	275	716	7	2011.369231
geochemical analyses	0.9028	-0.0271	1	220	546	5	2015.35
geochemical proxies	0.5006	-0.4857	3	298	916	8	2012.0625
geochemistry	-0.4435	-0.6205	3	417	1518	14	2011.778947
geological record	-0.1776	-0.485	2	165	424	5	2011.470588
glacial	1.0304	0.0246	1	675	4288	41	2011.612378
glacial maximum	1.1477	-0.0128	1	582	3436	33	2011.882521
glacial period	0.9008	0.0351	1	411	1430	13	2010.808333
